,2012-05-31,2012-11-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,,,4064102.000,2928749.000,2574541.000,2786408.000,2961460.000,3329284.000,3935307.000,3015434.000,3789615.000,5490626.000,2317774.000,4673640.000,2540699.000,4610452.000,2416283.000,4349149.000
AccountsPayableCurrentAndNoncurrent,376571.000,2636305.000,,,,,,,,,,,,,,,,
AccountsReceivableNet,1610176.000,1570257.000,1664265.000,1274931.000,1142898.000,2213860.000,1116161.000,1086587.000,3604198.000,8145544.000,8053108.000,9401857.000,10431240.000,13714978.000,14658133.000,16358597.000,19415666.000,20585073.000
AccruedIncomeTaxesCurrent,,,208931.000,,,198865.000,,75522.000,,,,,,,,,,
AccruedRentCurrentAndNoncurrent,67960.000,27522.000,0.000,0.000,0.000,,,,,,,,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,145005.000,273324.000,401942.000,717670.000,862512.000,918811.000,1124655.000,,,,,1435213.000,1708009.000,1984580.000,2261151.000,2537722.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1610766.000,1751202.000,1825253.000,1896009.000,1966766.000,2108495.000,2179305.000,2243135.000,2623020.000,3455219.000,4288676.000,5117063.000,5948988.000,6840717.000,7615837.000,8454299.000,9292712.000,10131025.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,921442.000,658470.000,706783.000,435945.000,650547.000,453302.000,177195.000,195397.000,-27779.000,190797.000,-20279.000,-17274.000,-14235.000,-11196.000,-8224.000
AdditionalPaidInCapital,93697764.000,91763475.000,172288226.000,169269731.000,173411657.000,220458108.000,220080751.000,217893695.000,309950440.000,306036447.000,376102899.000,367548287.000,361581507.000,355140047.000,352270804.000,351754151.000,350217746.000,348182779.000
AllowanceForNotesAndLoansReceivableNoncurrent,,,,,,,,,,,,7610000.000,13784137.000,4100000.000,4100000.000,4100000.000,4100000.000,4100000.000
AssetRetirementObligation,,,,,,,,,,,12152096.000,12321617.000,12839042.000,13023124.000,13197499.000,13381604.000,11882943.000,12043572.000
Assets,104734639.000,111431833.000,289637020.000,288661953.000,284394660.000,331595675.000,327826769.000,324325185.000,443815842.000,461878833.000,696477687.000,689584860.000,678490022.000,669370341.000,659109143.000,657939190.000,650732571.000,649346368.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,0.400,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3078640.000,14333456.000,18196151.000,21109551.000,18918718.000,23095733.000,18986616.000,5476216.000,7578164.000,26634586.000,12440444.000,16862808.000,14618740.000,12849652.000,8116117.000,10107754.000,7895084.000,11375702.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,11.410,,,,,,,,,
ClassOfWarrantOrRightOutstanding,945594.000,945594.000,945594.000,945594.000,945594.000,0.000,0.000,0.000,945594.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
