,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNet,,,,,,,,,,,536151000.000,512675000.000,523082000.000,544325000.000,507915000.000,557596000.000,593841000.000,501531000.000,502409000.000,497213000.000,514522000.000,495316000.000,537695000.000,638282000.000,527614000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,84703000.000,
AccruedFeesAndOtherRevenueReceivable,424827000.000,418126000.000,439857000.000,402843000.000,436201000.000,388588000.000,389346000.000,400529000.000,368682000.000,391762000.000,430197000.000,452535000.000,401037000.000,439957000.000,429477000.000,483681000.000,457337000.000,443682000.000,426441000.000,423817000.000,414464000.000,402986000.000,440823000.000,564291000.000,439836000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,150282000.000,,,,147194000.000,,,,136677000.000,,,,132728000.000,,,,128496000.000,,,,124721000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,264238000.000,272369000.000,268374000.000,266673000.000,265223000.000,261690000.000,272740000.000,225861000.000,226570000.000,232487000.000,244634000.000,253930000.000,262928000.000,270972000.000,257512000.000,256286000.000,245842000.000,255463000.000,261856000.000,265506000.000,279432000.000,282732000.000,289417000.000,286001000.000,296280000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,59111000.000,63136000.000,92637000.000,94419000.000,97050000.000,98140000.000,-128536000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,45367000.000,6871000.000,3719000.000,22848000.000,1765000.000,16071000.000,19405000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-26567000.000,-17827000.000,-57712000.000,-88364000.000,-71903000.000,-94171000.000,-81408000.000,-110541000.000,-124758000.000,-141489000.000,-127852000.000,-133004000.000,-126383000.000,-127480000.000,-152184000.000,-200766000.000,-233494000.000,-235349000.000,-252525000.000,-234356000.000,-221572000.000,-237030000.000,-236088000.000,-314222000.000,-296699000.000
AdditionalPaidInCapital,612101000.000,642269000.000,685800000.000,659013000.000,638868000.000,700064000.000,750647000.000,846050000.000,605166000.000,659365000.000,693741000.000,737899000.000,556711000.000,612952000.000,657279000.000,702800000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,509383000.000,527454000.000,569535000.000,600034000.000,526298000.000,569154000.000,623512000.000,688231000.000,608073000.000
AllowanceForDoubtfulAccountsReceivable,,16525000.000,17457000.000,19450000.000,21172000.000,20756000.000,22324000.000,23017000.000,22805000.000,24593000.000,26160000.000,28777000.000,31324000.000,29943000.000,29859000.000,23540000.000,18459000.000,21071000.000,20327000.000,12882000.000,11230000.000,13569000.000,12967000.000,16386000.000,29662000.000
AlternativeInvestmentsFairValueDisclosure,,,4861000.000,185970000.000,219072000.000,206754000.000,198736000.000,179417000.000,177366000.000,165240000.000,161420000.000,151269000.000,151903000.000,153363000.000,153335000.000,149222000.000,115261000.000,104644000.000,121140000.000,122732000.000,129550000.000,128460000.000,139934000.000,129591000.000,88848000.000
Assets,3159360000.000,3081014000.000,3136469000.000,3081936000.000,2907998000.000,2977854000.000,2994946000.000,2986893000.000,2728167000.000,2921229000.000,2956456000.000,3011137000.000,2898203000.000,3079476000.000,3042890000.000,3332236000.000,2827731000.000,4151941000.000,4148037000.000,4486766000.000,4011591000.000,4215621000.000,4302303000.000,4556508000.000,4385258000.000
AssetsFairValueDisclosure,,,350995000.000,,365448000.000,,,,,,,,,,,,,,524271000.000,479157000.000,395303000.000,482824000.000,457242000.000,460737000.000,385426000.000
AssetsFairValueDisclosureRecurring,,,,371765000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,-788000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,15473000.000,15649000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,,,,,,,17028000.000,22608000.000,25104000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,2271000.000,
CapitalLeaseObligations,23464000.000,23101000.000,21576000.000,20084000.000,19891000.000,18293000.000,18148000.000,17863000.000,16395000.000,16168000.000,16094000.000,15834000.000,15246000.000,14530000.000,12889000.000,12015000.000,10184000.000,10089000.000,9685000.000,9028000.000,9013000.000,8391000.000,8037000.000,7205000.000,6913000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,24589000.000,,,,23486000.000,,,,20806000.000,,,,17326000.000,,,,15273000.000,,,,13628000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,24410000.000,,,,21091000.000,,,,18173000.000,,,,13314000.000,,,,9632000.000,,,,7357000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,3672000.000,,,,3637000.000,,,,3221000.000,,,,2594000.000,,,,2060000.000,,,,7282000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,2431000.000,,,,9068000.000,,,,,,,,26000.000,,,,0.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,2750000.000,,,,2475000.000,,,,9478000.000,,,,31000.000,,,,26000.000,,,,5000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,3076000.000,,,,2792000.000,,,,2579000.000,,,,8375000.000,,,,32000.000,,,,32000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,3588000.000,,,,3119000.000,,,,2895000.000,,,,2288000.000,,,,7514000.000,,,,38000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,8893000.000,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,20084000.000,,,,17863000.000,,,,15834000.000,,,,12015000.000,,,,9028000.000,,,,7205000.000,
CashAndCashEquivalentsAtCarryingValue,1015934000.000,984012000.000,989894000.000,1003791000.000,765686000.000,751238000.000,832940000.000,850190000.000,586111000.000,601485000.000,688367000.000,841482000.000,666589000.000,684491000.000,820584000.000,1066580000.000,606336000.000,701172000.000,859984000.000,1132083000.000,701324000.000,646454000.000,853887000.000,1158785000.000,891455000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,99533000.000,100162000.000,66219000.000,75506000.000,74502000.000,78774000.000,61863000.000,65232000.000,60484000.000,60767000.000,59541000.000,62046000.000,64460000.000,67661000.000,44710000.000,43290000.000,46700000.000,33726000.000,34859000.000,34948000.000,34034000.000,33522000.000,35168000.000,29030000.000,33687000.000
CertificatesOfDepositAtCarryingValue,,,,,,,,,,514000.000,519000.000,516000.000,533000.000,542000.000,24785000.000,84575000.000,,,,,,,,,
CollateralizedFinancings,,,,8928000.000,,,,13854000.000,,,,0.000,,,,,,,,,,,,,
CommonStockHeldBySubsidiary,97671000.000,159763000.000,141593000.000,104382000.000,91962000.000,,,,,,,,,,,,,,,,,,203736000.000,273506000.000,261583000.000
CommonStockParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,,,,,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,,,,,,,,,,,,,,,,,,,,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,,,,,,,,,,,,,,,,,,,,,,,129766091.000,129766091.000,129766091.000
CommonStockValue,,,,,,,,,,,,,,,,,,,,,,,1298000.000,1298000.000,1298000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,,,998350000.000,998350000.000,998350000.000,1200000000.000,1200000000.000
DebtInstrumentFairValue,,1338000000.000,1174000000.000,1138000000.000,1174000000.000,1186000000.000,1208000000.000,,1204000000.000,1180000000.000,,,,,,,,,,,,,,,
DeferredCostsCurrentAndNoncurrent,,,,5879000.000,,,,4902000.000,,,,9188000.000,,,,7162000.000,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,9744000.000,8615000.000,8239000.000,7862000.000,11400000.000,10957000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,,,1255440000.000,1113060000.000,1130595000.000,1126019000.000,1123369000.000,1107046000.000,1075777000.000,1135107000.000
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,11104000.000,10794000.000,10046000.000,9377000.000,9168000.000,8801000.000
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,,,,,,,,,,,,,,,,93160000.000,,,,30679000.000,,,,,
DeferredRevenue,,,,,,,,,,,,,,,,25942000.000,,,,30178000.000,,,,35717000.000,
DeferredRevenueLeasesCurrent,,,,,,,,74880000.000,,,,84897000.000,,,,83209000.000,,,,,,,,,
DeferredTaxAssetsGross,,,,1279095000.000,,,,1406056000.000,,,,1404347000.000,,,,1178201000.000,,,,1279281000.000,,,,1230619000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,,,,,,1119491000.000,,,,1066609000.000,
DeferredTaxAssetsNet,,,,133838000.000,,,,167291000.000,,,,179042000.000,,,,134049000.000,,,,1190030000.000,,,,1161026000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,283198000.000,,,,,,,,,
DeferredTaxAssetsOther,,,,25410000.000,,,,30626000.000,,,,58273000.000,,,,36470000.000,,,,36154000.000,,,,53895000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,840000.000,,,,850000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,196133000.000,,,,243564000.000,,,,250413000.000,,,,258976000.000,,,,204780000.000,,,,197750000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,19900000.000,,,,19900000.000,,,,30200000.000,,,,46633000.000,,,,111587000.000,,,,93634000.000,
DeferredTaxAssetsValuationAllowance,,,,1145257000.000,,,,1238765000.000,,,,1225305000.000,,,,1044152000.000,,,,89251000.000,,,,69593000.000,
DeferredTaxLiabilities,,,,83581000.000,,,,104498000.000,,,,135166000.000,,,,104937000.000,,,,70539000.000,,,,94417000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,15031000.000,,,,15843000.000,,,,15434000.000,,,,15289000.000,,,,15208000.000,,,,27932000.000,
DeferredTaxLiabilitiesOther,,,,41581000.000,,,,50648000.000,,,,70394000.000,,,,39705000.000,,,,28370000.000,,,,34499000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,17629000.000,,,,26539000.000,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,575031000.000,,,,656025000.000,,,,709850000.000,,,,764169000.000,,,,694187000.000,,,,718821000.000,
DefinedBenefitPlanBenefitObligation,,,,575031000.000,,,,656025000.000,,,,709850000.000,,,,764169000.000,,,,694187000.000,,,,718821000.000,
DefinedBenefitPlanFairValueOfPlanAssets,,,,568911000.000,,,,607705000.000,,,,643844000.000,,,,672576000.000,,,,656084000.000,,,,646119000.000,
DerivativeAssetFairValueOfCollateral,,,,,,,,,,,,,15884000.000,15924000.000,10434000.000,12364000.000,11214000.000,9954000.000,406000.000,9636000.000,13436000.000,,,,
DerivativeAssets,,2328000.000,19603000.000,7131000.000,1454000.000,4449000.000,46000.000,933000.000,4172000.000,6947000.000,313000.000,682000.000,275000.000,40000.000,8625000.000,2355000.000,,1582000.000,12210000.000,1048000.000,544000.000,716000.000,2269000.000,1993000.000,4057000.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,6332000.000,480000.000,2019000.000,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,,1171000.000,,,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,90286000.000,85641000.000,91053000.000,97593000.000,158809000.000,151225000.000,156306000.000,162422000.000,213438000.000,215163000.000,209921000.000,207306000.000,226107000.000,202063000.000,188637000.000,193574000.000,180479000.000,177129000.000,175270000.000,170388000.000,174740000.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,,1268000.000,11000.000,2305000.000,1587000.000,,,,,,,,,,,,,
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,29654000.000,,96092000.000,,,,,,,,,,,,,,,,,,,,
DerivativeLiabilities,,2200000.000,29654000.000,30713000.000,96092000.000,87495000.000,101238000.000,102492000.000,159370000.000,152514000.000,159267000.000,164001000.000,219172000.000,222318000.000,209941000.000,208093000.000,227628000.000,203273000.000,189563000.000,195689000.000,189457000.000,185893000.000,186196000.000,182223000.000,179023000.000
DerivativeLiabilityFairValueOfCollateral,,,,,,,,,,4574000.000,14684000.000,11384000.000,,,,,,,,,,,,,
