,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AdjustmentForAmortization,,,,,,,,16666.000,25000.000,,25000.000,25000.000,25000.000,8334.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-991.000,,,,364237.000,,,,-79336.000,,,,-9308.000,,
DebtInstrumentDecreaseForgiveness,,,,,-9389.000,,,,,,0.000,,,,,,
Depreciation,,,,,,,78.000,78.000,78.000,78.000,132.000,133.000,133.000,132.000,93.000,93.000,93.000
DepreciationAndAmortization,,,,,,,,,,,25132.000,25133.000,25133.000,8466.000,93.000,93.000,93.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,193582.000,320076.000,369868.000
EarningsPerShareBasic,,,,,,,,,,,,,,,0.010,0.010,0.010
EarningsPerShareBasicAndDiluted,-0.010,-0.000,-0.000,-0.000,0.000,-0.001,-0.001,0.000,0.000,-0.026,0.000,0.000,0.000,-0.080,,,
EarningsPerShareDiluted,,,,,,,,,,,,,,,0.000,0.000,0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,231.000,605.000,133.000,224.000,93.000,12973.000,1531.000,2372.000,5141.000,2979.000,3582.000,1769.000,1764.000,8419.000,4341.000,,
IncomeLossFromContinuingOperations,,,,,,,-35540.000,,,,-94419.000,,,,,,
IncomeTaxesPaidNet,,,,,,,0.000,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1465.000,,,,-9918.000,,,,-5728.000,,,,672.000,,
IncreaseDecreaseInAccountsReceivable,,,3600.000,,,,0.000,,,,0.000,,,,,,
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,,,5000.000,,,,11696.000,,,,-4321.000,,,,15368.000,,
InterestExpense,,,,,,,,,,,,,,,1890.000,136160.000,1524.000
InterestPaidNet,,,,,,,0.000,,,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,5000.000,,,,561696.000,,,,-4321.000,,,,18985.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,5000.000,,,,561696.000,,,,-4321.000,,,,18985.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-152079.000,,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-152079.000,,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-5991.000,,,,-45380.000,,,,-75015.000,,,,-28293.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5991.000,,,,-45380.000,,,,-75015.000,,,,-28293.000,,
NetIncomeLoss,-18876.000,-4055.000,-8126.000,-2836.000,5140.000,-35905.000,-35540.000,-50624.000,-73907.000,-646666.000,-94419.000,-104861.000,-81679.000,45171.000,164524.000,156549.000,367629.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-8126.000,-2836.000,5140.000,-35905.000,-35540.000,,,,-94419.000,,,,,,
NonoperatingIncomeExpense,,,,,,,,,,,,,,,191692.000,183916.000,368344.000
OfficersCompensation,,,,,,,,,,,19377.000,19377.000,19464.000,19383.000,18487.000,,
OperatingExpenses,18876.000,10805.000,8126.000,2836.000,4249.000,26516.000,35781.000,50624.000,73907.000,646666.000,94419.000,104861.000,81679.000,67958.000,27168.000,27367.000,715.000
OperatingIncomeLoss,,,,,-4249.000,,,,,,,,,,,-27367.000,-715.000
OtherNonoperatingIncomeExpense,0.000,0.000,,0.000,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,,
PaymentsForDeposits,,,,,,,150000.000,,,,,,,,,,
PaymentsToAcquireIntangibleAssets,,,,,,,,,,,0.000,,,,,,
