,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,35364.000,42442.000,50646.000,59559.000,50375.000,53042.000,72704.000,78381.000,90874.000,97346.000,109457.000,110930.000,107589.000,107096.000,103537.000,101879.000
AccountsPayableCurrent,,,,,27880.000,18949.000,31638.000,30219.000,55490.000,51148.000,72053.000,73526.000,74214.000,86314.000,10937.000,10200.000
AccruedLiabilitiesCurrent,,,,,22495.000,34093.000,41066.000,48162.000,35384.000,46198.000,37404.000,37404.000,33375.000,20782.000,92600.000,91679.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,32518.000,34691.000,36076.000,33396.000,35723.000,37112.000,38246.000,38358.000,38438.000,38489.000,38528.000,38568.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax,,,67489.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,64543.000,98235.000,113509.000,114461.000,118070.000,116040.000,114897.000,114051.000,116446.000,117154.000,121539.000,105726.000,109846.000
AdditionalPaidInCapital,2894108.000,2908368.000,1324240.000,3649655.000,9945966.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000,9661926.000
Assets,35.000,220.000,75013.000,21749.000,47437.000,38114.000,38144.000,31711.000,29017.000,30659.000,30847.000,32016.000,24183.000,21694.000,19857.000,18409.000
AssetsCurrent,35.000,220.000,,15251.000,42297.000,33574.000,34343.000,29011.000,26971.000,29259.000,29659.000,31075.000,23434.000,21127.000,19436.000,18127.000
AssetsNoncurrent,,,6466.000,6498.000,5140.000,4539.000,3801.000,2700.000,2046.000,1400.000,1188.000,941.000,749.000,567.000,421.000,282.000
CapitalizedComputerSoftwareGross,,,,,,,,,12468.000,2567.000,12979.000,12979.000,12979.000,12979.000,12979.000,12979.000
