,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,302818000.000,372425000.000,367542000.000,549724000.000,350117000.000,433505000.000,409578000.000,574183000.000,393652000.000,362421000.000,427243000.000,583235000.000,365772000.000,347711000.000,379992000.000,529793000.000,358932000.000,368094000.000,365640000.000,490049000.000,382277000.000,363473000.000,385633000.000,503625000.000,400495000.000,369135000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,75401000.000,79845000.000,77653000.000,82580000.000,74396000.000,79106000.000,79520000.000,81275000.000,74973000.000,74937000.000,77685000.000,81633000.000,73334000.000,79210000.000,78136000.000,81831000.000,76924000.000,77177000.000,79140000.000,81808000.000,76568000.000,85205000.000,84060000.000,88941000.000,81306000.000,85843000.000
AccruedIncomeTaxesCurrent,25215000.000,32792000.000,1395000.000,811000.000,36775000.000,19303000.000,670000.000,372000.000,40538000.000,36129000.000,1792000.000,1519000.000,14392000.000,21173000.000,1552000.000,868000.000,2316000.000,18926000.000,1244000.000,862000.000,24936000.000,22786000.000,1418000.000,1407000.000,31265000.000,55059000.000
AccruedLiabilitiesCurrent,53771000.000,60270000.000,61846000.000,69116000.000,56088000.000,100327000.000,70239000.000,68628000.000,53788000.000,67309000.000,70420000.000,64593000.000,57167000.000,76677000.000,60235000.000,72678000.000,62955000.000,81755000.000,72593000.000,76761000.000,81756000.000,93122000.000,76799000.000,80227000.000,71251000.000,75525000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1039219000.000,,,,1100820000.000,,,,1170758000.000,,,,1210501000.000,,,,1232774000.000,,,,1305453000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,-14057000.000,-13608000.000,13255000.000,11897000.000,11646000.000,11398000.000,11096000.000,8489000.000,8285000.000,8066000.000,8130000.000,14656000.000,13997000.000,13701000.000,10338000.000,15977000.000,,,,0.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-391000.000,-1305000.000,-1457000.000,-1433000.000,-2008000.000,-3398000.000,-3622000.000,-5022000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,0.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-10470000.000,-10258000.000,-9980000.000,-10321000.000,-15519000.000,-14448000.000,-14913000.000,-14712000.000,-13330000.000,-13654000.000,-14796000.000,-14718000.000,-13511000.000,-8285000.000,-8066000.000,-8130000.000,-14656000.000,-13997000.000,-13701000.000,-10338000.000,-15977000.000,-14761000.000,-14432000.000,-13949000.000,0.000,0.000
AdditionalPaidInCapitalCommonStock,523341000.000,525078000.000,530756000.000,536808000.000,542160000.000,542928000.000,548797000.000,548464000.000,551845000.000,556063000.000,557930000.000,561435000.000,562447000.000,564581000.000,568497000.000,571071000.000,574454000.000,579003000.000,581655000.000,584635000.000,588124000.000,590885000.000,600594000.000,608766000.000,617516000.000,602928000.000
Assets,1619599000.000,1757822000.000,1600418000.000,1962921000.000,1641310000.000,1676805000.000,1725645000.000,2064902000.000,1753626000.000,1736763000.000,1801311000.000,2134746000.000,1739599000.000,1659062000.000,1642392000.000,1933911000.000,1635891000.000,1648812000.000,1664363000.000,1889297000.000,1640370000.000,1606621000.000,1624660000.000,1847243000.000,1607707000.000,1599715000.000
