,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,9000000.000,,,,,,,,,,
AccountsPayableCurrent,13863000.000,8124000.000,8312000.000,8746000.000,8346000.000,22833000.000,28179000.000,29035000.000,31062000.000,29762000.000,22673000.000,19844000.000,17149000.000,19487000.000,20245000.000,13660000.000,13742000.000,28225000.000
AccountsReceivableGrossCurrent,,28805000.000,48994000.000,23387000.000,29855000.000,55142000.000,67680000.000,60190000.000,48056000.000,58931000.000,61565000.000,42296000.000,49597000.000,45300000.000,50677000.000,40987000.000,35541000.000,43215000.000
AccountsReceivableNetCurrent,28721000.000,30029000.000,50468000.000,24446000.000,30414000.000,57137000.000,71346000.000,65987000.000,52270000.000,63851000.000,65961000.000,44350000.000,51932000.000,48454000.000,55172000.000,40520000.000,34983000.000,41861000.000
AccruedIncomeTaxesCurrent,595000.000,1005000.000,1384000.000,6275000.000,6651000.000,1524000.000,2528000.000,621000.000,,548000.000,975000.000,315000.000,0.000,28000.000,398000.000,95000.000,,
AccruedLiabilitiesAndOtherLiabilities,20674000.000,18611000.000,30148000.000,19662000.000,24130000.000,47771000.000,50144000.000,41233000.000,39516000.000,29115000.000,39508000.000,19034000.000,35612000.000,22279000.000,29100000.000,17828000.000,25720000.000,22360000.000
AccruedPayrollTaxesCurrent,,4385000.000,5675000.000,6630000.000,7737000.000,7968000.000,,,,,,,,,,,,
AccruedSalesCommissionCurrent,,,,,,,,,,,,1301000.000,1369000.000,191000.000,183000.000,172000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,12911000.000,,14706000.000,15710000.000,16817000.000,17892000.000,19390000.000,20795000.000,19793000.000,20758000.000,21748000.000,22486000.000,23852000.000,25233000.000,26604000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,50000.000,-54000.000,85000.000,71000.000,-17000.000,-97000.000,579000.000,-42000.000,288000.000,777000.000,-1122000.000,-2544000.000,-5012000.000,-4544000.000,-6973000.000,-7789000.000,-7012000.000,-6543000.000
AdditionalPaidInCapitalCommonStock,,101706000.000,102139000.000,101833000.000,102013000.000,101631000.000,179845000.000,179954000.000,180528000.000,180598000.000,180818000.000,181018000.000,181163000.000,181083000.000,181186000.000,181259000.000,181353000.000,181396000.000
AirlineRelatedInventory,,,,,,,,,,,,,,,,144815000.000,,
AirlineRelatedInventoryAircraftParts,,,,,,102426000.000,112804000.000,115400000.000,123292000.000,126189000.000,121249000.000,124629000.000,126580000.000,129087000.000,129106000.000,,,
AirlineRelatedInventoryNet,,,,,,,,,,,,,,,,139609000.000,140068000.000,173655000.000
AllowanceForDoubtfulAccountsReceivable,,,,460000.000,,,,991.000,,,,739000.000,,,,467000.000,558000.000,1354000.000
AllowanceForDoubtfulAccountsReceivableCurrent,592000.000,585000.000,479000.000,460000.000,681000.000,656000.000,742000.000,991000.000,654000.000,673000.000,648000.000,739000.000,188000.000,191000.000,170000.000,467000.000,558000.000,1354000.000
Assets,245524000.000,245074000.000,256926000.000,256823000.000,271672000.000,752249000.000,753404000.000,727305000.000,732053000.000,721524000.000,730069000.000,705521000.000,660654000.000,649562000.000,644851000.000,601653000.000,592409000.000,583779000.000
AssetsCurrent,73671000.000,59624000.000,71105000.000,40377000.000,50726000.000,134602000.000,96598000.000,77961000.000,66706000.000,73928000.000,81696000.000,60701000.000,75285000.000,69628000.000,71386000.000,48255000.000,42286000.000,51570000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,8350000.000,8436000.000,5959000.000,12348000.000,10465000.000,6200000.000
BilledContractReceivables,,,,,,,,,,,,,,,466000.000,,,
