,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,2114000.000,1799000.000,1522000.000,1294000.000,1974000.000,1626000.000,1699000.000,1969000.000,1874000.000,2334000.000,2701000.000,1956000.000
AccountsReceivableNetCurrent,2713000.000,3664000.000,5516000.000,7236000.000,7134000.000,7114000.000,8274000.000,7609000.000,9520000.000,9979000.000,6425000.000,5842000.000
AccruedBonusesCurrent,,4739000.000,,,,,3194000.000,,,,6294000.000,
AccruedLiabilitiesAndOtherLiabilities,,10107000.000,,,,,9791000.000,,,,11378000.000,
AccruedLiabilitiesCurrent,7059000.000,,8011000.000,7530000.000,8311000.000,9771000.000,9874000.000,9345000.000,10520000.000,9927000.000,11378000.000,9887000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,,,1933000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,11003000.000,11590000.000,12194000.000,12639000.000,13340000.000,14108000.000,14847000.000,14184000.000,15064000.000,14183000.000,15964000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-26000.000,-23000.000,-49000.000,-42000.000,-43000.000,-98000.000,-340000.000,-382000.000,-428000.000,-534000.000,-662000.000,-663000.000
AdditionalPaidInCapital,262294000.000,325387000.000,329073000.000,331510000.000,333007000.000,336306000.000,340344000.000,343435000.000,348031000.000,352590000.000,361370000.000,364578000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,254000.000,,,,193000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,137000.000,148000.000,148000.000,148000.000,148000.000,148000.000,254000.000,,,,254000.000,
Assets,127035000.000,187967000.000,177924000.000,174375000.000,169989000.000,167485000.000,169284000.000,171226000.000,177327000.000,182957000.000,184342000.000,186398000.000
AssetsCurrent,72688000.000,132926000.000,85277000.000,82179000.000,77615000.000,74832000.000,76195000.000,76216000.000,78782000.000,84084000.000,86319000.000,89396000.000
CapitalLeaseObligationsCurrent,,828000.000,,,,,,,,,0.000,
CapitalLeaseObligationsNoncurrent,,600000.000,,,,,,,,,,
CapitalLeasedAssetsGross,,1894000.000,,,,,1894000.000,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,1428000.000,,,,,378000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,1613000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,948000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,665000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,185000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,1428000.000,,,,,,,,,,
CapitalizedComputerSoftwareNet,,,353000.000,947000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,68627000.000,127728000.000,77130000.000,72654000.000,67878000.000,66035000.000,66758000.000,67490000.000,67980000.000,73167000.000,78669000.000,82278000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,50.000,50.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,0.001,
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,,,,90000000.000,
CommonStockSharesIssued,23261000.000,25091000.000,25247000.000,25297000.000,25297000.000,26105000.000,26247000.000,,,,26247000.000,
CommonStockSharesOutstanding,22799000.000,24629000.000,24785000.000,24835000.000,24835000.000,25447000.000,25588000.000,25677000.000,25860000.000,,25588000.000,
CommonStockValue,23000.000,25000.000,25000.000,25000.000,25000.000,25000.000,26000.000,26000.000,26000.000,26000.000,26000.000,26000.000
ConvertibleDebtNoncurrent,0.000,0.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,811000.000,,,,,-4707000.000,,,,5718000.000,
DeferredRevenueCurrent,17061000.000,19935000.000,22422000.000,24900000.000,27861000.000,30219000.000,31923000.000,33813000.000,37133000.000,39644000.000,40089000.000,42828000.000
DeferredRevenueNoncurrent,1704000.000,1956000.000,3283000.000,2934000.000,3287000.000,3428000.000,3660000.000,4100000.000,4364000.000,5458000.000,3724000.000,3426000.000
DeferredTaxAssetsDeferredIncome,,712000.000,,,,,1863000.000,,,,1438000.000,
DeferredTaxAssetsGross,,49578000.000,,,,,63880000.000,,,,70386000.000,
DeferredTaxAssetsNet,,357000.000,,,,,3875000.000,,,,4568000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,35139000.000,,,,,51709000.000,,,,55000000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,128000.000,,,,,345000.000,,,,1652000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,2983000.000,,,,,3875000.000,,,,3600000.000,
DeferredTaxAssetsOther,,614000.000,,,,,1228000.000,,,,345000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,314000.000,,,,,425000.000,,,,243000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,8134000.000,,,,,6849000.000,,,,10272000.000,
DeferredTaxAssetsValuationAllowance,,49221000.000,,,,,60005000.000,,,,65818000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,0.000,,,,,-243000.000,,,,897000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,570000.000,,,,,-2023000.000,,,,724000.000,
DeferredTaxLiabilitiesNoncurrent,,454000.000,,,,,-832000.000,,,,1150000.000,
DueToRelatedPartiesCurrent,500000.000,500000.000,0.000,,,,,,,,,
DueToRelatedPartiesNoncurrent,9969000.000,9719000.000,0.000,,,,,,,,,
EscrowDeposit,,,,,,,,1879.000,826.000,183.000,,
FairValueConcentrationOfRiskAccountsReceivable,,,,,,,0.100,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,4709000.000,,,,,10398000.000,,,,13425000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,1330000.000,,,,,2474000.000,,,,1611000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,3239000.000,,,,,4172000.000,,,,2686000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,498000.000,,,,,863000.000,,,,864000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,650000.000,,,,,879000.000,,,,864000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,1264000.000,,,,,1059000.000,,,,880000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,2400000.000,,,,,2685000.000,,,,1060000.000,
FiniteLivedIntangibleAssetsGross,,14090000.000,,,,,22530000.000,,,,21390000.000,
FiniteLivedIntangibleAssetsNet,,9381000.000,,,,,12132000.000,,,,7965000.000,
Goodwill,23937000.000,23937000.000,52722000.000,52848000.000,52848000.000,52848000.000,52848000.000,52848000.000,52848000.000,52848000.000,52848000.000,52848000.000
IntangibleAssetsNetExcludingGoodwill,10221000.000,9381000.000,17108000.000,15826000.000,14544000.000,13262000.000,12132000.000,11079000.000,10025000.000,8972000.000,7965000.000,7182000.000
LettersOfCreditOutstandingAmount,,,,,,,,400.000,400.000,400.000,,400000.000
Liabilities,40119000.000,46172000.000,39084000.000,40341000.000,44899000.000,46663000.000,48596000.000,50500000.000,55050000.000,58659000.000,59932000.000,60291000.000
LiabilitiesAndStockholdersEquity,127035000.000,187967000.000,177924000.000,174375000.000,169989000.000,167485000.000,169284000.000,171226000.000,177327000.000,182957000.000,184342000.000,186398000.000
LiabilitiesCurrent,27346000.000,33209000.000,32839000.000,34597000.000,38929000.000,42261000.000,43908000.000,45313000.000,49531000.000,51905000.000,54168000.000,54671000.000
MinorityInterest,0.000,0.000,,,,,,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDue,,2007000.000,,,,,1944000.000,6151000.000,5991000.000,6020000.000,5318000.000,9064000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,444000.000,,,,,616000.000,,,,735000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,259000.000,,,,,0.000,298000.000,298000.000,298000.000,312000.000,624000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,335000.000,,,,,243000.000,527000.000,527000.000,568000.000,298000.000,609000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,466000.000,,,,,441000.000,667000.000,667000.000,724000.000,363000.000,750000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,460000.000,,,,,644000.000,774000.000,774000.000,829000.000,521000.000,847000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,43000.000,,,,,0.000,3430000.000,3430000.000,3430000.000,3089000.000,5516000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,455000.000,295000.000,171000.000,,718000.000
OtherAssetsNoncurrent,258000.000,386000.000,1217000.000,1140000.000,1143000.000,231000.000,226000.000,308000.000,1331000.000,347000.000,157000.000,163000.000
OtherLiabilitiesNoncurrent,405000.000,546000.000,2324000.000,2398000.000,2479000.000,849000.000,1028000.000,1087000.000,1155000.000,1296000.000,2040000.000,2194000.000
PreferredStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,,0.001,0.001,0.001,,0.001
PreferredStockSharesAuthorized,,,,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,,10000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
PreferredStockValue,,,,0.000,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,1348000.000,1534000.000,2631000.000,2289000.000,2603000.000,1683000.000,1163000.000,1117000.000,1282000.000,938000.000,1225000.000,1276000.000
PropertyPlantAndEquipmentGross,,30810000.000,32660000.000,34046000.000,35948000.000,37872000.000,40211000.000,43442000.000,46345000.000,49581000.000,48397000.000,49934000.000
PropertyPlantAndEquipmentNet,18701000.000,19807000.000,21070000.000,21852000.000,23309000.000,24532000.000,26103000.000,28595000.000,32161000.000,34517000.000,34214000.000,33970000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,366000.000,373000.000,355000.000,370000.000,0.000,0.000,0.000,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,1230000.000,1530000.000,530000.000,530000.000,530000.000,1780000.000,1780000.000,2180000.000,2180000.000,2189000.000,2839000.000,2839000.000
RetainedEarningsAccumulatedDeficit,-169910000.000,-178136000.000,-184733000.000,-191998000.000,-197972000.000,-205512000.000,-209419000.000,-212486000.000,-215339000.000,-217801000.000,-226015000.000,-227550000.000
StockholdersEquity,86550000.000,141422000.000,138485000.000,,,,120688000.000,120726000.000,122277000.000,124298000.000,124410000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,86550000.000,141422000.000,138485000.000,133664000.000,125090000.000,120822000.000,120688000.000,120726000.000,122277000.000,124298000.000,124410000.000,126107000.000
TreasuryStockShares,462000.000,462000.000,462000.000,462000.000,462000.000,658000.000,659000.000,,,,659000.000,
TreasuryStockValue,5831000.000,5831000.000,5831000.000,5831000.000,9927000.000,9899000.000,9923000.000,9867000.000,10013000.000,9983000.000,10309000.000,10284000.000
