,2011-03-31,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,313564000.000,315242000.000,369784000.000,402954000.000,439718000.000,470284000.000,431422000.000,421405000.000
AccountsReceivableNetCurrent,253626000.000,250413000.000,279842000.000,285739000.000,284591000.000,315195000.000,584722000.000,563313000.000
AccruedRoyaltiesCurrent,70653000.000,82818000.000,86409000.000,125918000.000,103074000.000,130820000.000,139717000.000,165520000.000
AdditionalPaidInCapital,3399696000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,3410856000.000,3423057000.000,3405409000.000,3415323000.000,3426909000.000,3437826000.000,3413932000.000
AssetRetirementObligation,,252175000.000,264438000.000,242004000.000,245534000.000,248277000.000,584501000.000,597238000.000
AssetRetirementObligationCurrent,,12800000.000,13500000.000,6800000.000,6400000.000,5900000.000,18500000.000,18100000.000
AssetRetirementObligationsNoncurrent,234672000.000,239361000.000,250896000.000,235193000.000,239165000.000,242390000.000,565989000.000,579089000.000
Assets,9224033000.000,9584442000.000,9583987000.000,9988489000.000,10231435000.000,10974795000.000,17298283000.000,17190374000.000
AssetsCurrent,392847000.000,376324000.000,405073000.000,1387705000.000,1334837000.000,1287607000.000,1839730000.000,1760185000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,5895878000.000,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,66000000.000,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,,5895878000.000,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,,,,7754000.000,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,2410000.000,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,,,41186000.000,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,0.000,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,,,,,,,3631475000.000,
CashAndCashEquivalentsAtCarryingValue,3644000.000,5331000.000,11464000.000,365333000.000,302157000.000,217018000.000,180565000.000,54270000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,180565000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,143900000.000,143900000.000,143900000.000,143900000.000,143900000.000,143900000.000,143900000.000,143900000.000
CommonStockValue,1439000.000,1439000.000,1439000.000,1439000.000,1439000.000,1439000.000,1439000.000,1439000.000
ContractualObligation,,,,,,,567900000.000,
ContractualObligationDueAfterFifthYear,,,,,,,138600000.000,
ContractualObligationDueInFifthYear,,,,,,,35300000.000,
ContractualObligationDueInFourthYear,,,,,,,40100000.000,
ContractualObligationDueInNextTwelveMonths,,,,,,,247900000.000,
ContractualObligationDueInSecondYear,,,,,,,63300000.000,
ContractualObligationDueInThirdYear,,,,,,,42700000.000,
DebtCurrent,,,,,,,164288000.000,164288000.000
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,16348000.000,14586000.000,17405000.000,31275000.000,
DeferredCreditsAndOtherLiabilitiesNoncurrent,,,,,,,611904000.000,715353000.000
DeferredTaxAssetsGross,,,,,,,550735000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-1616586000.000,
DeferredTaxAssetsNetCurrent,90953000.000,66002000.000,19945000.000,199368000.000,53300000.000,166002000.000,150876000.000,227051000.000
DeferredTaxAssetsNetNoncurrent,,,,,,,5348000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,441181000.000,
DeferredTaxAssetsOther,,,,,,,57396000.000,
DeferredTaxLiabilitiesCurrent,,,,,,,2242000.000,
DeferredTaxLiabilitiesDerivatives,,,,,,,21028000.000,
DeferredTaxLiabilitiesNoncurrent,1418759000.000,1480598000.000,1406070000.000,1594485000.000,1601934000.000,1691473000.000,1770568000.000,1863678000.000
DepositAssets,,,,,,555000000.000,,
DerivativeAssetFairValueGrossLiability,,,,,,,,428390000.000
DerivativeAssetFairValueNet,,,144745000.000,73437000.000,332431000.000,400157000.000,522597000.000,323110000.000
DerivativeAssets,,,62603000.000,-59447000.000,153435000.000,33269000.000,11359000.000,
DerivativeAssetsCurrent,,,49298000.000,17628000.000,99458000.000,26302000.000,56208000.000,2892000.000
DerivativeAssetsNoncurrent,,,17536000.000,25706000.000,54431000.000,19459000.000,903000.000,0.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,431282000.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,-609386000.000
DerivativeLiabilities,,80186000.000,,,,,,178104000.000
DerivativeLiabilitiesCurrent,81423000.000,59786000.000,4231000.000,53240000.000,0.000,8253000.000,18942000.000,62569000.000
DerivativeLiabilitiesNoncurrent,32431000.000,20400000.000,0.000,49541000.000,454000.000,4239000.000,26810000.000,118427000.000
DerivativeLiabilityFairValueGrossAsset,,,,,,,,428390000.000
DerivativeLiabilityFairValueNet,,59951000.000,,,,,,
DerivativeNetLiabilityPositionAggregateFairValue,,,,,,12500000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,208200000.000,
EnergyRelatedInventory,,27166000.000,26058000.000,20668000.000,18517000.000,19076000.000,27672000.000,33830000.000
EnergyRelatedInventoryPetroleum,,7282000.000,7658000.000,8524000.000,6664000.000,7439000.000,11394000.000,13119000.000
EquityMethodInvestmentOwnershipPercentage,,,,,,0.315,0.315,0.313
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,,,,,,,67141000.000,
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,,,,,112617000.000,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,,,,,776152000.000,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,,,,,225665000.000,
FairValueAssetsMeasuredOnRecurringBasisEquityMethodInvestments,731600000.000,,,,,,,
GasImbalanceAssetLiability,,,,,,,0.000,
Goodwill,535142000.000,535142000.000,535140000.000,535140000.000,535140000.000,535140000.000,535140000.000,535140000.000
InterestPayableCurrent,58793000.000,58446000.000,78881000.000,70783000.000,66005000.000,88588000.000,105440000.000,142285000.000
InventoryNet,22104000.000,27166000.000,26058000.000,20668000.000,18517000.000,19076000.000,27672000.000,33830000.000
InvestmentOwnedAtFairValue,,774907000.000,379417000.000,475741000.000,562491000.000,519370000.000,818223000.000,833767000.000
InvestmentOwnedBalanceShares,,51000000.000,51000000.000,51000000.000,51000000.000,51000000.000,51000000.000,51000000.000
Liabilities,,,,6461957000.000,6467925000.000,7250350000.000,13341842000.000,13207729000.000
LiabilitiesAndStockholdersEquity,9224033000.000,9584442000.000,9583987000.000,9988489000.000,10231435000.000,10974795000.000,17298283000.000,17190374000.000
LiabilitiesCurrent,608556000.000,590630000.000,617072000.000,730290000.000,690908000.000,778544000.000,980001000.000,1069451000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,0.000,
LineOfCreditFacilityCurrentBorrowingCapacity,,1400000000.000,1400000000.000,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,1800000000.000,1800000000.000,,,,,
LongTermDebt,,,,,,,10143657000.000,9723535000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,164300000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,2100000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,349200000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,164300000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,164300000.000,
LongTermDebtNoncurrent,3451131000.000,3637447000.000,3783938000.000,3836551000.000,3918940000.000,4516571000.000,9979369000.000,9559247000.000
LongTermLineOfCredit,,310000000.000,455000000.000,810000000.000,298000000.000,895000000.000,1570000000.000,1325200000.000
MinorityInterest,,,,432862000.000,435188000.000,437552000.000,439963000.000,442422000.000
MinorityInterestOwnershipPercentageByParent,,,,,1.000,1.000,1.000,
OilAndGasPropertyFullCostMethodGross,,14154157000.000,14669810000.000,14840265000.000,15280697000.000,15802836000.000,22445812000.000,22937128000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,112593000.000,
