,2015-09-30,2016-03-31,2016-06-30
CashPeriodIncreaseDecrease,,0.000,
CostOfRevenue,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000
GrossProfit,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,0.000,,
IncomeTaxExpenseBenefit,0.000,,
IncomeTaxesPaid,,0.000,
IncreaseDecreaseInOperatingCapital,,0.000,
InterestPaid,,0.000,
NetCashProvidedByUsedInFinancingActivities,,3438.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3438.000,
NetCashProvidedByUsedInOperatingActivities,,-3438.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3438.000,
NetIncomeLoss,-2745.000,-3438.000,-7308.000
OperatingExpenses,2745.000,3438.000,7308.000
OperatingIncomeLoss,-2745.000,,
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3250000.000,3250000.000,3250000.000
