,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
AdvertisingExpense,12716000.000,11638000.000,7200000.000,6379000.000,9045000.000,12294000.000,8023000.000,12166000.000,10658000.000,13129000.000,8590000.000,10959000.000,11816000.000,9708000.000,8311000.000,9586000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,2628000.000,2550000.000,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,403000.000,,,
AmortizationOfFinancingCosts,,,,,848000.000,,,,,,,,1049000.000,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,1440000.000,,1452000.000,1490000.000,1428000.000,1590000.000
AmortizationOfIntangibleAssets,,,,,,,2000000.000,,2000000.000,2000000.000,2000000.000,2100000.000,2000000.000,2000000.000,1900000.000,2000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,196553.000,775434.000,820372.000,-1016175.000,2079535.000,821455.000,,,4450000.000,,,,228037.000,129243.000,129243.000,-278486.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,633000.000,,
CapitalExpendituresIncurredButNotYetPaid,10709000.000,,,,533000.000,,,,436000.000,,,,2124000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1362000.000,,,,6561000.000,,,,4272000.000,,,,5750000.000,,,
CommonStockDividendsPerShareDeclared,0.045,0.045,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,5500000.000,-25700000.000,-36100000.000,-43720000.000,-3375000.000,6386000.000,-20718000.000,-145490000.000,-31878000.000,-10143000.000,-101124000.000,-1931000.000,-4508000.000,-126000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,10210000.000,
