,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,16796.000,33591.000,50387.000,75407.000,184649.000,168989.000,101387.000,90869.000,84316.000,84678.000,125736.000,69884.000,262108.000,470422.000,215673.000,123803.000,89412.000
AccountsReceivableNetCurrent,5816.000,7161.000,2624.000,9275.000,4218.000,,,,22500.000,53276.000,31885.000,29281.000,41552.000,90636.000,161921.000,109307.000,54994.000,23943.000
AccountsReceivableRelatedPartiesCurrent,,17460.000,17089.000,10302.000,5295.000,17295.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,62348.000,128985.000
AccruedSalariesCurrent,,3256860.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,,,,,9572279.000,9561763.000,9561763.000,13734259.000,13796359.000,13796359.000,13796359.000,14232882.000,14232882.000,14232882.000,14232882.000,14032882.000,14032882.000
AdditionalPaidInCapitalCommonStock,9551279.000,9572279.000,9572279.000,9572279.000,9572279.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,0.000,,,,0.000,
Assets,24395.000,28410.000,42020.000,29717.000,20188.000,142163.000,54384.000,47027.000,115852.000,103399.000,40602.000,39861.000,2697713.000,2602181.000,2450935.000,2390489.000,2322755.000,2088568.000
AssetsCurrent,24395.000,26917.000,33074.000,20425.000,20188.000,142163.000,54384.000,47027.000,115852.000,103399.000,40602.000,39861.000,378982.000,330928.000,254682.000,269236.000,265808.000,98444.000
CashAndCashEquivalentsAtCarryingValue,18579.000,2296.000,13361.000,848.000,159.000,114352.000,54384.000,47027.000,91690.000,48876.000,7886.000,9734.000,331506.000,239214.000,89766.000,157570.000,208324.000,70842.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,390000000.000,1250000000.000,1250000000.000,1250000000.000,1250000000.000,1250000000.000,1250000000.000
CommonStockSharesIssued,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,263038334.000,263038334.000,263038334.000,313038334.000,313038334.000,313038334.000,313038334.000,313038334.000,313038334.000
CommonStockSharesOutstanding,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,233038334.000,263038334.000,263038334.000,263038334.000,313038334.000,313038334.000,313038334.000,313038334.000,313038334.000,313038334.000
CommonStockValue,6991.000,6991.000,6991.000,6991.000,6991.000,6991.000,6991.000,6991.000,6991.000,7891.000,7891.000,7891.000,9391.000,9391.000,9391.000,9391.000,9391.000,9391.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,125000.000,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,0.100,0.100,0.100,0.100,,0.100
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,173769.000,141607.000,121712.000,101356.000,0.000,
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,80528.000,59217.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,687754.000,672082.000,655082.000,636429.000,0.000,594678.000
DeferredCompensationLiabilityCurrent,,,3444360.000,3628888.000,3815103.000,3827603.000,3940103.000,4052603.000,,,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,,,,,,,53100.000,
DeferredTaxAssetsOperatingLossCarryforwards,3770089.000,,,,3027200.000,,,,1456684.000,,,,1504114.000,,,,1868607.000,
DeferredTaxAssetsValuationAllowance,3770089.000,,,,3027200.000,,,,-1456684.000,,,,1504114.000,,,,1921707.000,
DepositLiabilitiesAccruedInterest,,,,,,,,,,,,,24316.000,55566.000,86817.000,118066.000,62348.000,128985.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,,,,140000.000,90000.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,,140000.000,90000.000
DueToOfficersOrStockholdersCurrent,,79490.000,79490.000,79490.000,79490.000,79490.000,79490.000,79490.000,,,,,,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,138000.000,138000.000,138000.000,138000.000,138000.000,138000.000,138000.000,163000.000,163000.000,163000.000,163000.000,163000.000,163000.000,163000.000,163000.000,163000.000,163000.000
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,2001889.000,2023387.000
