,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,1800.000,9800.000,,,,1800.000,,6500.000,5800.000,5800.000,7800.000,10834.000
AccruedLiabilitiesCurrent,,,,,,,,1041.000,,,,1301.000,
AdditionalPaidInCapital,23200.000,23200.000,76550.000,76550.000,76550.000,76550.000,76550.000,76550.000,76550.000,76550.000,76550.000,76550.000,76550.000
Assets,7300.000,6500.000,61468.000,48633.000,44925.000,6439.000,5271.000,1671.000,3635.000,970.000,0.000,0.000,
AssetsCurrent,7300.000,6500.000,61468.000,48633.000,44925.000,6439.000,5271.000,1671.000,3635.000,970.000,,,
Cash,,,56635.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,800.000,,56635.000,45035.000,42535.000,5271.000,5271.000,1671.000,1671.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,8000000.000,8000000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000
CommonStockSharesOutstanding,8000000.000,8000000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000,9500000.000
CommonStockValue,800.000,800.000,950.000,950.000,950.000,950.000,950.000,950.000,950.000,950.000,950.000,950.000,950.000
DeferredOfferingCosts,6500.000,6500.000,0.000,,,,,,,,,,
DeferredTaxAssetsNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,5678.000,7291.000,10124.000,11156.000,12416.000,25502.000,26511.000,27477.000,28665.000,30193.000,31135.000,32257.000,
DeferredTaxAssetsValuationAllowance,5678.000,7291.000,10124.000,11156.000,12416.000,25502.000,26511.000,27477.000,28665.000,30193.000,31135.000,32257.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,16700.000,21444.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,,2144.000,3944.000,3944.000,3944.000,3944.000,3944.000,3944.000,3944.000,6473.000,8273.000,8273.000,10273.000
LiabilitiesAndStockholdersEquity,7300.000,6500.000,61468.000,48633.000,44925.000,6439.000,5271.000,1671.000,3635.000,970.000,0.000,0.000,
LiabilitiesCurrent,,3944.000,13744.000,3944.000,3944.000,3944.000,5744.000,4985.000,10444.000,12273.000,14073.000,17374.000,21107.000
OperatingLossCarryforwards,16700.000,21444.000,29776.000,32811.000,36519.000,75005.000,77973.000,80814.000,84309.000,88803.000,91573.000,94874.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,4833.000,3598.000,2390.000,1168.000,,,1964.000,970.000,,,
RetainedEarningsAccumulatedDeficit,,,-29776.000,-32811.000,-36519.000,-75005.000,-77973.000,-80814.000,-84309.000,-88803.000,-91573.000,-94874.000,-98607.000
StockholdersEquity,7300.000,2556.000,47724.000,44689.000,40981.000,2495.000,-473.000,-3314.000,-6809.000,-11303.000,-14073.000,-17374.000,-21107.000
