,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionExpense,,,,,,,,,,,,,,,,,69000.000,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,147000.000,122000.000,84000.000,93000.000,109000.000,108000.000,104000.000,103000.000,198000.000,179000.000,158000.000,164000.000,149000.000,143000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,748000.000,732000.000,727000.000,,433000.000,109500.000,99000.000,,,207500.000,419500.000,,208000.000,50000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,4069000.000,,,,-8902000.000,,,,68000.000,,,,2888000.000,,,,1322000.000,
ConcentrationRiskPercentage1,,,,,,,,,,0.100,,,,,,,,
CostOfGoodsAndServicesSold,10864000.000,9921000.000,11644000.000,17299000.000,8902000.000,13592000.000,11540000.000,13109000.000,12763000.000,10051000.000,14189000.000,17799000.000,12353000.000,10686000.000,13395000.000,18484000.000,10769000.000,14250000.000
DefinedContributionPlanCostRecognized,,,,,175000.000,235000.000,222000.000,109000.000,282000.000,244000.000,234000.000,64000.000,203000.000,208000.000,185000.000,153000.000,201000.000,204000.000
Depreciation,,,,,338000.000,345000.000,350000.000,359000.000,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,,,,,,331000.000,339000.000,328000.000,,349000.000,383000.000,309000.000,328000.000,327000.000,339000.000
DepreciationDepletionAndAmortization,376000.000,,,,364000.000,,,,389000.000,,,,587000.000,,,,394000.000,
EarningsPerShareBasic,0.060,0.120,0.110,0.110,-0.090,0.210,0.180,0.130,0.140,-0.020,0.170,0.290,-0.020,0.070,0.920,0.550,0.240,0.300
EarningsPerShareDiluted,0.060,0.120,0.110,0.100,-0.090,0.210,0.180,0.130,0.140,-0.020,0.170,0.290,-0.020,0.060,0.910,0.550,0.240,0.290
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,1000.000,,,,334000.000,,,,,,,,,
EntityWideRevenueMajorCustomerPercentage,,,,,,0.100,0.100,,,,,,,,,,,
EnvironmentalRemediationExpense,,,,,239000.000,,,,324000.000,,,,262000.000,,,,129000.000,
GrossProfit,7384000.000,7959000.000,7955000.000,11916000.000,5511000.000,9829000.000,8630000.000,8843000.000,6805000.000,5413000.000,8439000.000,10474000.000,5566000.000,6985000.000,9844000.000,12469000.000,9026000.000,9647000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,3807000.000,4387000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1031000.000,1923000.000,1826000.000,1737000.000,-1428000.000,3515000.000,2948000.000,2835000.000,2214000.000,-350000.000,2694000.000,4393000.000,-257000.000,1016000.000,6387000.000,7338000.000,,
IncomeTaxExpenseBenefit,433000.000,808000.000,767000.000,733000.000,-600000.000,1476000.000,1239000.000,1679000.000,841000.000,-133000.000,1024000.000,1578000.000,-95000.000,376000.000,-2657000.000,1953000.000,1421000.000,1464000.000
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,,,,,,,,,,,0.000,
IncomeTaxesPaid,40000.000,,,,98000.000,,,,751000.000,,,,24000.000,,,,2841000.000,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,,,,,,,-5897000.000,,,,-7254000.000,
IncreaseDecreaseInAccountsPayable,1940000.000,,,,1992000.000,,,,1606000.000,,,,-1590000.000,,,,407000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,1000.000,,,,-199000.000,,,,-526000.000,,,,-358000.000,,,,-1921000.000,
IncreaseDecreaseInAccruedSalaries,250000.000,,,,-306000.000,,,,-898000.000,,,,-771000.000,,,,-1041000.000,
IncreaseDecreaseInDeferredIncomeTaxes,-393000.000,,,,500000.000,,,,-618000.000,,,,-353000.000,,,,-494000.000,
IncreaseDecreaseInInventories,2582000.000,,,,5990000.000,,,,3061000.000,,,,1064000.000,,,,6355000.000,
IncreaseDecreaseInOtherOperatingAssets,2000.000,,,,43000.000,,,,402000.000,,,,195000.000,,,,432000.000,
IncreaseDecreaseInOtherOperatingLiabilities,-1098000.000,,,,-362000.000,,,,-1539000.000,,,,-392000.000,,,,-397000.000,
IncreaseDecreaseInPrepaidTaxes,,,,,,,,,,,,,114000.000,,,,-51000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,41000.000,74000.000,,99000.000,,130000.000,,,196000.000,147000.000,,168000.000,301000.000
InterestExpense,134000.000,102000.000,80000.000,80000.000,173000.000,19000.000,17000.000,18000.000,18000.000,15000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000
InterestPaid,112000.000,,,,51000.000,,,,9000.000,,,,6000.000,,,,6000.000,
LineOfCreditFacilityPeriodicPayment,,,,,821000.000,,,,821000.000,,,,,,,,,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,,,0.004,,,,0.004,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-627000.000,,,,-10678000.000,,,,334000.000,,,,332000.000,,,,279000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-627000.000,,,,-10678000.000,,,,334000.000,,,,332000.000,,,,279000.000,
NetCashProvidedByUsedInInvestingActivities,-1180000.000,,,,-32000.000,,,,-307000.000,,,,-99000.000,,,,-134000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1180000.000,,,,-32000.000,,,,-307000.000,,,,-99000.000,,,,-134000.000,
NetCashProvidedByUsedInOperatingActivities,5876000.000,,,,1808000.000,,,,41000.000,,,,2655000.000,,,,1177000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,5876000.000,,,,1808000.000,,,,41000.000,,,,2655000.000,,,,1177000.000,
NetIncomeLoss,598000.000,1115000.000,1059000.000,1004000.000,-828000.000,2039000.000,1709000.000,1156000.000,1373000.000,-217000.000,1670000.000,2815000.000,-162000.000,640000.000,9044000.000,5385000.000,2386000.000,2923000.000
OperatingIncomeLoss,1195000.000,2045000.000,1945000.000,1837000.000,-1230000.000,3555000.000,2987000.000,2878000.000,2253000.000,-305000.000,2725000.000,4416000.000,-220000.000,1057000.000,5195000.000,6873000.000,3883000.000,4421000.000
OtherIncreaseDecreaseInEnvironmentalLiabilities,,,,,,,,,1207000.000,,,,412000.000,,,,,
