,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AcceleratedShareRepurchaseProgramAdjustment,,,,,,-37191.000
AdvertisingExpense,,16116.000,17055.000,16091.000,12171.000,9552.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,185000.000,220000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,93770.000,,,-259494.000,-19025.000,-115089.000
CashDividends,-51586.000,,,,,
CashPeriodIncreaseDecrease,,-408993.000,78083.000,,,
Communication,,,,8335.000,,9219.000
CommunicationsAndInformationTechnology,,,,1565.000,,
CostOfGoodsSoldOverhead,,,,-352315.000,,
CostOfPropertyRepairsAndMaintenance,,,,9235.000,,
CostOfRevenue,,,,,701683.000,
CostOfServices,,,,,,-436209.000
CostsAndExpenses,,,,,,1477250.000
CurrentFederalTaxExpenseBenefit,,,3700.000,-2721.000,,
CustomerRefundableFeesPeriodIncreaseDecrease,,,,,-22667.000,948.000
DeferredFederalIncomeTaxExpenseBenefit,,26400.000,-11700.000,-49401.000,-88470.000,75700.000
DeferredIncomeTaxExpenseBenefit,-9800.000,26400.000,-11700.000,-49401.000,-87491.000,-75700.000
DefinedBenefitPlanContributionsByEmployer,,26495.000,27072.000,30742.000,27442.000,19236.000
Depreciation,21956.000,15484.000,13540.000,17824.000,,26290.000
DepreciationAndAmortization,,,,17824.000,28714.000,26290.000
DirectOperatingCosts,797973.000,921488.000,971798.000,850624.000,,
DistributionFees,,,,,,1302.000
EarningsPerShareBasic,-0.030,,0.020,-0.020,,
EarningsPerShareBasicAndDiluted,,0.000,,,-0.050,-0.030
EarningsPerShareDiluted,-0.030,,0.020,-0.020,,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.350,
EntityWideRevenueMajorCustomerPercentage,,,0.201,0.097,,
EquipmentExpense,,,,,,1614.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,88470.000,
GeneralAndAdministrativeExpense,,,,15365.000,,19547.000
GeneralInsuranceExpense,,,,15501.000,,11566.000
GrossProfit,993768.000,1192328.000,1218460.000,1016796.000,848901.000,812722.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-187453.000,50522.000,108197.000,-153912.000,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,-326843.000,-216396.000
IncomeTaxExpenseBenefit,,26400.000,-8000.000,52122.000,88470.000,75700.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,26400.000,,,,
IncomeTaxReconciliationChangeInEnactedTaxRate,,-12444.000,-12484.000,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,17683.000,37869.000,-53870.000,-114395.000,-75739.000
IncomeTaxReconciliationNondeductibleExpenseOther,,2787.000,2458.000,1748.000,5418.000,
IncomeTaxReconciliationOtherAdjustments,,,,,,2080.000
IncomeTaxReconciliationOtherReconcilingItems,,,,,,-10500.000
IncomeTaxReconciliationTaxContingencies,-57463.000,,,,,
IncomeTaxReconciliationTaxCredits,,-8026.000,-35843.000,,-18413.000,66000.000
IncomeTaxesPaid,-77171.000,,0.000,2721.000,,
IncreaseDecreaseInAccountsPayable,,-8587.000,2393.000,5905.000,-6023.000,6564.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5157.000,,,,,
IncreaseDecreaseInAccountsReceivable,67715.000,-90529.000,122699.000,-22081.000,28588.000,-4925.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-77171.000,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,-119.000,-1246.000,-161.000,-4752.000,958.000
IncreaseDecreaseInAccruedSalaries,,,9435.000,,,
IncreaseDecreaseInAccruedTaxesPayable,,,3700.000,,,
IncreaseDecreaseInCustomerDeposits,,,2681.000,21337.000,-22667.000,
IncreaseDecreaseInDeposits,,-47074.000,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,1247.000,,-4200.000,-19666.000,-687.000
IncreaseDecreaseInIncomeTaxes,,,,-3700.000,,2721.000
IncreaseDecreaseInIncomeTaxesReceivable,-47663.000,47663.000,,,,
IncreaseDecreaseInInventories,-50047.000,-30642.000,-123736.000,-93445.000,115846.000,-99856.000
IncreaseDecreaseInOtherAccruedLiabilities,,,,613.000,,
IncreaseDecreaseInOtherCurrentAssets,-914.000,,,,,
IncreaseDecreaseInPrepaidExpense,,-11028.000,3454.000,23984.000,1277.000,2019.000
IncreaseDecreaseInRetainagePayable,,,,13083.000,,
InvestmentIncomeInterest,9664.000,7420.000,8158.000,10517.000,11239.000,11923.000
MarketingExpense,,,,38251.000,,
NetCashProvidedByUsedInContinuingOperations,-264214.000,-71595.000,,,,
NetCashProvidedByUsedInFinancingActivities,-51586.000,,,,,-37191.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-51586.000,,,,,-37191.000
NetCashProvidedByUsedInInvestingActivities,409570.000,-337398.000,-61047.000,-66986.000,185520.000,202625.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,409570.000,-337398.000,-61047.000,-66986.000,185520.000,202625.000
NetCashProvidedByUsedInOperatingActivities,,,139130.000,-192508.000,-204545.000,-280523.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,139130.000,-192508.000,-204545.000,-280523.000
NetIncomeLoss,-129990.000,24122.000,116197.000,-101790.000,-238373.000,-140696.000
OperatingExpenses,1195051.000,1149226.000,1118421.000,1181225.000,1186983.000,1041041.000
OperatingIncomeLoss,-201283.000,43102.000,100038.000,-164429.000,-338082.000,-228319.000
OperatingLeasesRentExpense,,51185.000,,,,
OperatingLeasesRentExpenseNet,,,60091.000,62133.000,63299.000,63299.000
OtherGeneralAndAdministrativeExpense,,,,,,1885.000
OtherGeneralExpense,,,,,,28522.000
OtherIncome,13830.000,7420.000,8158.000,10517.000,11239.000,11923.000
OtherNonoperatingIncome,4166.000,,,,,
PaymentsForDeposits,,,-11408.000,,,
PaymentsForProceedsFromInvestments,-1802000.000,,,,,
PaymentsForProceedsFromOtherInvestingActivities,2629.000,,,,,
PaymentsForPurchaseOfOtherAssets1,,,,,-1150000.000,
PaymentsToAcquireRestrictedCertificatesOfDeposit,,,,,,-1000000.000
PaymentsToAcquireShortTermInvestments,,-2107000.000,-1522000.000,-1602626.000,,
ProFormaWeightedAverageSharesOutstandingDiluted,,,5180227.000,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,1773000.000,1475000.000,,,
ProceedsFromOtherDeposits,,,,,1350000.000,1202625.000
ProceedsFromSaleOfLongtermInvestments,2629.000,,,,,
ProceedsFromSaleOfShortTermInvestments,2241000.000,,,1614000.000,,
ProfessionalAndContractServicesExpense,,,,120332.000,,
ProfessionalFees,,,,,,171353.000
ProfitLoss,-129990.000,24122.000,116197.000,-101790.000,-238373.000,-140696.000
PropertyPlantAndEquipmentAdditions,-32059.000,-3398.000,-2639.000,-78360.000,-14480.000,
RelatedPartyTransactionAmountsOfTransaction,,101398.000,116662.000,65922.000,,
ResearchAndDevelopmentExpense,,272440.000,275207.000,286375.000,277126.000,273500.000
Revenues,1805571.000,2121236.000,2198416.000,1877937.000,1561823.000,1501812.000
SalariesAndWages,,,,905889.000,,870271.000
SalesRevenueNet,1791741.000,2113816.000,2190258.000,1867420.000,1550584.000,1489889.000
SegmentReportingInformationDepreciationExpense,,15484.000,13540.000,,,
SegmentReportingInformationExpendituresForAdditionsToLongLivedAssets,,3398.000,2639.000,,,
SegmentReportingInformationIncomeLossBeforeIncomeTaxes,,50522.000,108197.000,,,
SegmentReportingInformationInterestIncome,,7420.000,8158.000,,,
SegmentReportingSegmentRevenue,,2113816.000,2190258.000,,,
ShareBasedCompensation,3420.000,2255.000,1713.000,2245.000,0.000,1841.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000,0.000,0.000,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTerm,,3.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.680,0.730,0.750,,0.750
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.004,0.004,0.007,,0.007
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageRemainingContractualTerm,,2.100,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,-305000.000,-155000.000,-260000.000,-255000.000,-115000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,0.350,0.480,0.450,0.380,0.330
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,220000.000,175000.000,175000.000,,150000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,,0.150,0.150,0.200,,0.200
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.370,0.310,0.320,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,0.400
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice,,0.420,,,,
StockRepurchasedDuringPeriodValue,,,,,,-37191.000
SuppliesExpense,,,,34433.000,,23965.000
TaxesAndLicenses,,,,236624.000,,182827.000
TechnologyServicesCosts,,,,,,677166.000
TravelAndEntertainmentExpense,,,,41377.000,,46483.000
UtilitiesOperatingExpense,,,,70173.000,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,-38920.000,-8459.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,5158667.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,5158667.000,5090487.000
