,2011-11-30,2012-02-29,2012-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,28209.000,49202.000,36212.000
AdditionalPaidInCapital,2213625.000,2214691.000,2214095.000
Assets,10.000,0.000,30734.000
AssetsCurrent,10.000,0.000,30734.000
Cash,10.000,0.000,
CashAndCashEquivalentsAtCarryingValue,10.000,0.000,30734.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,269837040.000,269837040.000,269837040.000
CommonStockSharesOutstanding,269837040.000,269837040.000,269837040.000
CommonStockValue,67459.000,67459.000,67459.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-2474413.000,-2506482.000,-2542182.000
LiabilitiesAndStockholdersEquity,10.000,0.000,30734.000
LiabilitiesCurrent,193339.000,224332.000,291362.000
LoansPayableCurrent,165130.000,175130.000,255150.000
MineralRights,0.000,0.000,0.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,0.000
PreferredStockSharesOutstanding,,,0.000
PreferredStockValue,0.000,0.000,0.000
StockholdersEquity,-193329.000,-224332.000,-260628.000
