,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2013-03-29,2013-06-28,2013-12-27,2014-03-28,2014-06-27,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31
AmortizationOfDeferredHedgeGains,213000.000,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,61000.000,,,,,,29000.000,,,31000.000,,,,31000.000,,,,217000.000,
AmortizationOfIntangibleAssets,176000.000,,,,,,116000.000,,,214000.000,,,,215000.000,,,,302000.000,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialAssets,,,,,,,-33000.000,,,,,,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialLiabilities,,,,,,,-390000.000,,,,,,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,,,,,,3865000.000,,,,,,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentInventory,,,,,,,-159000.000,,,,,,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentPropertyPlantAndEquipment,,,,,,,80000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-15418000.000,,,,,,-9750000.000,,,-13240000.000,,,,-19803000.000,,,,-35434000.000,
ComprehensiveIncomeNetOfTax,,,4709000.000,,5592000.000,13667000.000,-1965000.000,7629000.000,6415000.000,-7663000.000,-1559000.000,11178000.000,-481000.000,-2215000.000,12466000.000,6038000.000,-4071000.000,397000.000,14920000.000
CostOfGoodsSold,49075000.000,78199000.000,74348000.000,46348000.000,78016000.000,75435000.000,49171000.000,75427000.000,81314000.000,43488000.000,81175000.000,82131000.000,51962000.000,51999000.000,79197000.000,80017000.000,46052000.000,57164000.000,84894000.000
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,,,,,,,,-4200000.000,
DebtInstrumentBasisSpreadOnVariableRate1,,,,,,,,,,0.014,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,90000.000,,,,,,-776000.000,,,679000.000,,,,-651000.000,,,,-4198000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,-84000.000,,-249000.000,-167000.000,-167000.000,-166000.000,77000.000,,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,236000.000,,253000.000,244000.000,244000.000,244000.000,335000.000,274000.000,220000.000,247000.000,456000.000,299000.000,299000.000,351000.000,316000.000,274000.000,274000.000
DefinedBenefitPlanInterestCost,,,259000.000,,240000.000,249000.000,249000.000,250000.000,309000.000,269000.000,270000.000,269000.000,300000.000,277000.000,277000.000,299000.000,284000.000,284000.000,284000.000
