,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrentAndNoncurrent,194790.000,102052.000,90285.000,39818.000,6636.000,1303.000,12019.000,4272.000,3462.000,
AccumulatedDistributionsInExcessOfNetIncome,23878204.000,24392696.000,24461660.000,24518380.000,24554460.000,25172166.000,25241433.000,25260217.000,25285970.000,
AdditionalPaidInCapital,26355335.000,26355335.000,26355335.000,26189993.000,26189993.000,26173534.000,26173534.000,26172711.000,26172711.000,
AllowanceForLoanAndLeaseLossesRealEstate,150800.000,,,150800.000,150800.000,150800.000,,,,150800.000
Assets,3189928.000,2582698.000,2501967.000,1727429.000,1658167.000,1018469.000,959918.000,932554.000,905991.000,
Cash,589928.000,718198.000,586291.000,1348677.000,975415.000,788469.000,729918.000,932554.000,905991.000,
CashAndCashEquivalentsAtCarryingValue,589928.000,718198.000,586291.000,1348677.000,975415.000,788469.000,729918.000,932554.000,905991.000,894974.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
CommonStockSharesAuthorized,62500.000,62500.000,62500.000,62500.000,62500.000,62500.000,62500.000,62500.000,62500.000,
CommonStockSharesOutstanding,18007.000,18007.000,18007.000,15998.000,15998.000,15798.000,15798.000,15788.000,15788.000,
CommonStockValue,18007.000,18007.000,18007.000,15998.000,15998.000,15798.000,15798.000,15788.000,15788.000,
DeferredTaxAssetsNet,,,,,,,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,310497000.000,,,,367381000.000
DeferredTaxAssetsStateTaxes,,,,,,272000.000,,,,544000.000
DeferredTaxAssetsValuationAllowance,,,,,,310769000.000,,,,367925000.000
Liabilities,694790.000,602052.000,590285.000,39818.000,6636.000,1303.000,12019.000,4272.000,3462.000,
LiabilitiesAndStockholdersEquity,3189928.000,2582698.000,2501967.000,1727429.000,1658167.000,1018469.000,959918.000,932554.000,905991.000,
MortgageLoansOnRealEstate,,,,0.000,0.000,0.000,,,,0.000
MortgageLoansOnRealEstateCommercialAndConsumerNet,,,,,,,0.000,0.000,0.000,
NotesPayable,500000.000,500000.000,500000.000,,,,,,,
OperatingLossCarryforwards,,,,,,779470.000,,,,922271.000
OtherAssets,,78500.000,129676.000,378752.000,682752.000,230000.000,230000.000,0.000,0.000,0.000
RealEstateAcquiredThroughForeclosure,2600000.000,1786000.000,1786000.000,,,,,,,
SharePrice,,,,,,83.300,,,,
StockholdersEquity,2495138.000,1980646.000,1911682.000,1687611.000,1651531.000,1017166.000,947899.000,928282.000,902529.000,873532.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2495138.000,1980646.000,1911682.000,1687611.000,1651531.000,1017166.000,947899.000,928282.000,902529.000,
