,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,16681000.000,15995000.000,15638000.000,14962000.000,16106000.000,12498000.000,13065000.000,13369000.000,7833000.000,8723000.000,6941000.000,4539000.000,4895000.000,5538000.000,3416000.000,3908000.000,5276000.000,5001000.000,3516000.000,3907000.000,5333000.000,7821000.000,4272000.000
AccruedFeesAndOtherRevenueReceivable,,,,,,,,,,,,,,2454000.000,2909000.000,3523000.000,3008000.000,1121000.000,1166000.000,1446000.000,1555000.000,1406000.000,3352000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,,300000.000,
AccruedInvestmentIncomeReceivable,,,,,6944000.000,6035000.000,5779000.000,5994000.000,1461000.000,1250000.000,2768000.000,1359000.000,1227000.000,2672000.000,2421000.000,2944000.000,2227000.000,2115000.000,1383000.000,2293000.000,1547000.000,1822000.000,1125000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,150022000.000,119239000.000,36146000.000,36868000.000,39771000.000,41901000.000,38934000.000,57234000.000,59503000.000,59292000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-348000.000,-333000.000,-290000.000,-209000.000,-207000.000,-296000.000,-430000.000,-632000.000,-764000.000,-722000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,114585000.000,137293000.000,104054000.000,111350000.000,118345000.000,138687000.000,149674000.000,118906000.000,35856000.000,36659000.000,39435000.000,41147000.000,38504000.000,56452000.000,58378000.000,58420000.000,66305000.000,68415000.000,51524000.000,51789000.000,58719000.000,37818000.000,38170000.000
Assets,1945423000.000,1931692000.000,1843663000.000,1839668000.000,1841518000.000,1801752000.000,1799114000.000,1745813000.000,1039856000.000,1015358000.000,1014083000.000,948404000.000,891879000.000,671692000.000,657161000.000,622306000.000,624536000.000,599071000.000,579035000.000,568046000.000,588904000.000,574199000.000,557710000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,68010000.000,71678000.000,54632000.000,54871000.000,61742000.000,40998000.000,42124000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,16000.000,,,,319000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,-12442000.000,,,,,,,,,,,,150048000.000,146761000.000,138312000.000,127960000.000,117693000.000,114983000.000,110580000.000
AvailableForSaleSecurities,,,,,,,,896322000.000,196485000.000,195332000.000,184883000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,-145112000.000,-139809000.000,-132160000.000,165665000.000,160626000.000,148370000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,16300000.000,9100000.000,6100000.000,1800000.000,1800000.000,2000000.000,,,11300000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,6000000.000,6100000.000,6100000.000,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,2463000.000,1550000.000,1557000.000,1560000.000,1429000.000,1400000.000,1400000.000,1100000.000,3200000.000,16700000.000,16500000.000,16300000.000,15000000.000,15000000.000,14600000.000,14400000.000,14200000.000,13900000.000,13700000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,3557000.000,3477000.000,3705000.000,3462000.000,1532000.000,1500000.000,1400000.000,1100000.000,3600000.000,24300000.000,24400000.000,24000000.000,24900000.000,25600000.000,26200000.000,25700000.000,25400000.000,26900000.000,26300000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,887995000.000,830372000.000,818792000.000,777083000.000,160338000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,1190627000.000,1179429000.000,1021628000.000,1016442000.000,1006539000.000,969394000.000,968814000.000,896322000.000,196485000.000,195332000.000,184883000.000,181710000.000,171094000.000,222899000.000,220129000.000,207662000.000,218058000.000,218439000.000,192928000.000,182831000.000,179435000.000,155981000.000,152385000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,905043000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,,968814000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,-149482000.000,141297000.000,141650000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,1153759000.000,1150289000.000,1008881000.000,1002686000.000,960658000.000,925346000.000,924557000.000,868668000.000,132930000.000,134769000.000,134753000.000,120935000.000,102979000.000,144611000.000,168274000.000,164233000.000,177318000.000,174961000.000,162183000.000,154433000.000,144894000.000,135614000.000,135875000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,118544000.000,139022000.000,150022000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,24886000.000,36240000.000,42116000.000,37596000.000,39366000.000,50857000.000,57995000.000,52004000.000,45605000.000,66794000.000,97589000.000,43659000.000,46607000.000,29619000.000,30283000.000,58123000.000,56894000.000,21843000.000,36941000.000,18283000.000,21741000.000,45525000.000,29979000.000
CashCollateralForBorrowedSecurities,,,,,,,15000000.000,,,,,,,,,,,,,,,,
CommonStockNoParValue,0.000,0.000,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
