,2011-05-31,2012-02-29,2012-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,95745.000,8190.000,284.000
AccountsPayableRelatedPartiesCurrent,3500.000,7000.000,7500.000
AccruedProfessionalFeesCurrent,,,48084.000
AdditionalPaidInCapital,363971.000,609789.000,609789.000
AssetsCurrent,189560.000,66884.000,48509.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,40000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,60000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFive,,,60000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFour,,,50000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearThree,,,40000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,40000.000
CashAndCashEquivalentsAtCarryingValue,184861.000,52884.000,34509.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,90501961.000,92641961.000,92641961.000
CommonStockSharesOutstanding,90501961.000,92641961.000,92641961.000
CommonStockValue,90502.000,92642.000,92642.000
DebtInstrumentFaceAmount,,,50000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,441018.000,650737.000,711706.000
InterestPayableCurrent,,,100.000
LiabilitiesAndStockholdersEquity,189560.000,66884.000,48509.000
LiabilitiesCurrent,176105.000,15190.000,57784.000
NotesAndLoansPayableCurrent,,,50000.000
NotesPayableRelatedPartiesClassifiedCurrent,76860.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,14000.000
PrepaidExpenseCurrent,4699.000,14000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,975294.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,0.610
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,975294.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,0.610
StockholdersEquity,13455.000,51694.000,-9275.000
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,711706.000
