,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-14,2014-06-30
AccountsPayable,,,,593492.000,573728.000,795288.000,736159.000,797709.000,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,2476053.000
AccountsPayableCurrent,476472.000,539217.000,616518.000,,,,,,,
AccruedLiabilities,,,,1006940.000,1141036.000,1303162.000,1398577.000,1490451.000,,
AccruedLiabilitiesCurrent,271230.000,431235.000,809651.000,,,,,,,
AdditionalPaidInCapital,43348562.000,43708103.000,44408384.000,44651760.000,44842945.000,45116818.000,45340966.000,45396999.000,,46096246.000
Assets,296728.000,324725.000,224797.000,152328.000,123956.000,4332.000,16296.000,16582.000,,25633.000
AssetsCurrent,17665.000,43402.000,47796.000,4997.000,6019.000,1632.000,16296.000,16582.000,,25633.000
BridgeLoan,,,1034291.000,,428780.000,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,156355.000,181911.000,238596.000,265764.000,292656.000,317367.000,,,,
CapitalizedComputerSoftwareNet,241127.000,232821.000,154719.000,127551.000,100659.000,,,,,
Cash,2397.000,39415.000,42799.000,,1022.000,1632.000,16296.000,12082.000,,11403.000
CashAndCashEquivalentsAtCarryingValue,,,,,1022.000,1632.000,16296.000,12082.000,,11403.000
CommonStockIncludingAdditionalPaidInCapitalNetOfDiscount,,,,,,,,,,4500.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,,,,,,,
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,750000000.000,950000000.000,950000000.000,,10000000000.000
CommonStockSharesIssued,165144107.000,169514905.000,223416343.000,239711809.000,252692508.000,460403566.000,701447021.000,805092092.000,,52706574.000
CommonStockSharesOutstanding,165144107.000,169514905.000,223416343.000,239722809.000,252692508.000,460403566.000,701447021.000,805092092.000,,52706574.000
CommonStockValue,16514.000,16951.000,22342.000,0.000,0.000,0.000,0.000,0.000,,0.000
CommonStockValueOutstanding,,,,23972.000,25271.000,46040.000,70146.000,80510.000,,527.000
ConvertibleNotesPayable,,,,1132852.000,1246223.000,1321952.000,1253798.000,1312993.000,,1168257.000
ConvertibleNotesPayableCurrent,114034.000,114034.000,114034.000,114034.000,114034.000,114034.000,114034.000,114034.000,,114034.000
DebtInstrumentUnamortizedDiscount,0.000,100747.000,160352.000,170290.000,174419.000,22189.000,1508176.000,1625535.000,,
DeferredRentCreditNoncurrent,2003.000,1080.000,,,,,,,,
DerivativeLiabilities,,,,,,39542.000,165241.000,344033.000,,870729.000
DividendsPayable,,,,797382.000,914923.000,1148715.000,1266257.000,1385090.000,,
DividendsPayableAmount,324632.000,443465.000,679840.000,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,34632.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,10418.000,15422.000,17924.000,,,,
InventoryNet,,,,,,,,,,9730.000
Liabilities,1848496.000,2291909.000,3254334.000,3644700.000,3989944.000,,,,,6535380.000
LiabilitiesAndStockholdersEquity,296728.000,324725.000,224797.000,152328.000,123956.000,4332.000,16296.000,16582.000,,25633.000
LiabilitiesCurrent,1521861.000,1847364.000,2574494.000,2847318.000,3075021.000,3573978.000,3697809.000,4059220.000,,4798205.000
LoansPayable,,,,,,0.000,30000.000,0.000,,12500.000
OtherAssets,,,,147331.000,117937.000,2700.000,,,,
OtherIntangibleAssetsNet,27084.000,38751.000,19582.000,17080.000,14578.000,,,,,
OtherLiabilitiesNoncurrent,,,,,,1148715.000,4964066.000,5444310.000,,1737175.000
PreferredStockAdditionalSeriesParOrStatedValuePerShare,,,,0.000,0.000,,,,,
PreferredStockAdditionalSeriesValueOutstanding,,,,51.000,51.000,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,,25000000.000
PreferredStockSharesIssued,,,,,,28968.000,28968.000,28968.000,,28968.000
PreferredStockValueOutstanding,,,,3.000,3.000,,,,,
PrepaidExpense,,,,4997.000,4997.000,,,,,
PrepaidExpenseCurrent,15268.000,3987.000,4997.000,,,,,4500.000,,4500.000
PropertyPlantAndEquipmentNet,1398.000,297.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,-44916911.000,-45692292.000,-47460317.000,-48168158.000,-48734258.000,-49881273.000,-50358936.000,50905291.000,,-52706574.000
SecurityDeposit,9454.000,9454.000,2700.000,2700.000,2700.000,2700.000,,,,
StockholdersEquity,-1551768.000,-1967184.000,-3029537.000,-3492372.000,-3865988.000,-4718361.000,-4947770.000,-5427728.000,,-6509747.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1551768.000,-1967184.000,-3029537.000,-3492372.000,-3865988.000,,,,,-6509747.000
