,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1898506.000,,,,2376387.000,,,,3743521.000,,,,4321587.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1278759.000,1292181.000,1233647.000,1504530.000,1196111.000,558433.000,-1041050.000,-1271212.000,-1692488.000,-816203.000,-37959.000,-150220.000,197331.000,718274.000,21306.000,556547.000,397994.000,1029620.000,1497062.000
AdditionalPaidInCapitalCommonStock,61784597.000,61230512.000,60986534.000,60481777.000,59660244.000,58597789.000,57820539.000,55818936.000,55818936.000,55818936.000,55818936.000,55818936.000,55818936.000,55818936.000,55815556.000,55806256.000,55806256.000,55806256.000,55806256.000
AdvancesFromFederalHomeLoanBanks,26939000.000,26944000.000,26950340.000,26963000.000,21966750.000,21970500.000,21974250.000,21978000.000,13980005.000,13981940.000,13983875.000,8985810.000,2487745.000,2489680.000,17491615.000,17493550.000,15995485.000,15997420.000,15999355.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,405026.000,584810.000,495688.000,176242.000,340380.000,354822.000,351563.000,342453.000,,,,,,,159453.000,1241024.000
Assets,573503492.000,562724979.000,556395850.000,552198454.000,600769032.000,601699593.000,597767968.000,646568943.000,622044442.000,633517825.000,639379646.000,631517275.000,607614800.000,610703216.000,592987496.000,614269182.000,654874257.000,636864968.000,665318956.000
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,,,,,,,,,,,,,,,26979000.000,27302000.000,,40588000.000,41259000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,109539771.000,104157471.000,107112853.000,104364946.000,103927278.000,103104164.000,,105874085.000
AvailableForSaleSecurities,89300589.000,85575351.000,87491896.000,78948242.000,88280080.000,104441860.000,102653401.000,109825327.000,117776982.000,113734091.000,116632977.000,109301326.000,104470692.000,108290351.000,104399874.000,104839652.000,103756614.000,106851846.000,108328285.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,1298698.000,1242853.000,1819455.000,2503442.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,386324.000,590403.000,131553.000,49242.000
AvailableForSaleSecuritiesAmortizedCost,,,,76559989.000,86381381.000,103555349.000,104305752.000,111843126.000,120463474.000,115029652.000,116693230.000,109539771.000,104157471.000,107112853.000,104364946.000,103927278.000,103104164.000,105163944.000,105874085.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,258983.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,590403.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,3995732.000,22601340.000,40400120.000,45881690.000,71468997.000,78944485.000,70902890.000,58108201.000,59955435.000,52783422.000,37417609.000,56160126.000,40054622.000,56937284.000,17401764.000,7397229.000
