,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccretionExpense,365000.000,,,,430000.000,,,,0.000,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,-636000.000,,0.000,,-827000.000,0.000,0.000,0.000,-4275000.000,0.000,0.000,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,3925000.000,2049000.000
AssetImpairmentCharges,,,0.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-8940000.000,-993000.000,-485000.000,-519000.000,-3368000.000,-17261000.000,-4709000.000,-3256000.000,-4793000.000,-5195000.000,-3288000.000,1819000.000,-12035000.000,3384000.000
ComprehensiveIncomeNetOfTax,-27459000.000,-2516000.000,-13140000.000,-27028000.000,-41121000.000,-7404000.000,-24345000.000,-11612000.000,-13963000.000,1120000.000,-7466000.000,-14712000.000,-6604000.000,-13425000.000
DeferredIncomeTaxExpenseBenefit,-50000.000,44000.000,1000.000,79000.000,10000.000,-6000.000,10000.000,-16000.000,-3000.000,-83000.000,-6000.000,23000.000,,
Depreciation,10000.000,8000.000,9000.000,9000.000,9000.000,9000.000,8000.000,9000.000,9000.000,8000.000,8000.000,8000.000,10000.000,9000.000
DerivativeGainLossOnDerivativeNet,-115000.000,140000.000,0.000,58000.000,,,,,,,,,,
DerivativeLossOnDerivative,115000.000,,,,,,,,,,,,,
DevelopmentCosts,355000.000,369000.000,388000.000,283000.000,920000.000,179000.000,197000.000,156000.000,294000.000,375000.000,104000.000,,,
EarningsPerShareBasicAndDiluted,-0.030,-0.030,-0.040,-0.030,-0.030,-0.030,-0.020,-0.020,-0.030,-0.030,-0.020,-0.030,-0.030,-0.030
EffectOfExchangeRateOnCash,-82000.000,50000.000,-13000.000,-117000.000,-218000.000,38000.000,-197000.000,2000.000,6000.000,83000.000,-11000.000,-107000.000,50000.000,-66000.000
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,,,,,,0.000,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,-3621000.000,-3616000.000,-5709000.000,-2980000.000,-2622000.000,-3939000.000,-2457000.000,-1998000.000,-194000.000,-320000.000,-212000.000,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,196000.000,
ExplorationExpense,,,,,153000.000,148000.000,52000.000,13000.000,0.000,0.000,0.000,0.000,,
ForeignCurrencyTransactionGainLossBeforeTax,2449000.000,-1101000.000,173000.000,2167000.000,3462000.000,-247000.000,1141000.000,415000.000,525000.000,-797000.000,4000.000,450000.000,-161000.000,194000.000
ForeignCurrencyTransactionGainLossRealized,2449000.000,-1101000.000,173000.000,2167000.000,3462000.000,-247000.000,1141000.000,415000.000,525000.000,-797000.000,4000.000,450000.000,-161000.000,194000.000
GeneralAndAdministrativeExpense,7702000.000,4640000.000,5037000.000,4667000.000,8502000.000,3150000.000,4062000.000,4173000.000,7324000.000,4561000.000,4222000.000,4072000.000,6731000.000,4786000.000
ImpairmentOfInvestments,,,,,,426000.000,0.000,,,,0.000,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,,,,,,,,,,,
IncomeLossFromContinuingOperations,-10691000.000,,,,,,,,,,,,,
