,2013-06-30,2013-09-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AccretionExpenseIncludingAssetRetirementObligations,,,40000.000,,,,79000.000,,,80000.000,,,,19000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,14783000.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1407000.000,,,,1142000.000,,,2656000.000,,,,2446000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,12199000.000,,,3563000.000,,,,
AllocatedShareBasedCompensationExpense,1616000.000,1619000.000,1407000.000,1588000.000,1199000.000,1161000.000,1142000.000,1292000.000,2342000.000,2656000.000,3668000.000,3997000.000,3078000.000,2446000.000
AllocatedShareBasedCompensationExpenseNetOfTax,970000.000,999000.000,844000.000,953000.000,719000.000,,696000.000,788000.000,1457000.000,1647000.000,2274000.000,2478000.000,,1531000.000
AmortizationOfDebtDiscountPremium,,,394000.000,,,,339000.000,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,116000.000,,,,116000.000
BusinessExitCosts1,933000.000,-38000.000,533000.000,-200000.000,60000.000,332000.000,1229000.000,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,21794000.000,,,,21147000.000,,,23137000.000,,,,36038000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,71396000.000,,,,47206000.000,,,9581000.000,,,,8861000.000
CostOfMerchandiseSalesBuyingAndOccupancyCosts,435340000.000,443509000.000,498747000.000,519762000.000,540367000.000,523345000.000,599713000.000,638514000.000,641612000.000,686728000.000,725841000.000,744288000.000,707522000.000,793359000.000
CostsAndExpensesRelatedParty,,,,300000.000,100000.000,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,6234000.000,,,,1657000.000,,,7410000.000,,,,8878000.000
DepreciationAndAmortization,,,13026000.000,,,,15853000.000,,,18832000.000,,,,22622000.000
EarningsPerShareBasic,0.100,0.080,0.230,0.200,0.170,0.120,0.250,0.200,0.210,0.310,0.250,0.160,0.120,0.340
EarningsPerShareDiluted,0.100,0.080,0.220,0.200,0.170,0.110,0.240,0.200,0.210,0.300,0.250,0.160,0.120,0.330
EffectiveIncomeTaxRateContinuingOperations,0.395,0.383,0.390,0.387,0.389,-0.784,0.383,0.377,0.371,0.378,0.379,0.369,-0.752,0.318
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,646000.000,620000.000,563000.000,635000.000,480000.000,422000.000,446000.000,504000.000,885000.000,1009000.000,1394000.000,1519000.000,1278000.000,915000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,,,,,,,,3600000.000,,,,3800000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,14783000.000,,,,12199000.000,,,3563000.000,,,,
