,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-15225.000
CurrentFederalTaxExpenseBenefit,-7235.000
EarningsPerShareBasicAndDiluted,-0.000
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,0.340
GeneralAndAdministrativeExpense,21278.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-21278.000
IncreaseDecreaseInAccountsPayable,-10350.000
NetCashProvidedByUsedInFinancingActivities,16403.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16403.000
NetCashProvidedByUsedInOperatingActivities,-31628.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-31628.000
NetIncomeLoss,-21278.000
OperatingExpenses,-21278.000
PartnersCapitalAccountUnitsSoldInPrivatePlacement,25742500.000
ProceedsFromRelatedPartyDebt,16403.000
StockIssuedDuringPeriodSharesIssuedForServices,38500000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,64242500.000
