,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,146017.000,,,,340079.000,,,,-3727733.000,,,,33134.000,
AssetImpairmentCharges,,,,,,,,,2100000.000,,0.000,200000.000,,,0.000,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,-35190.000,,,,59814.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5711499.000,,,,-5300162.000,,,,-4567256.000,,,,-652675.000,
ComprehensiveIncomeNetOfTax,-209171.000,-115439.000,-313568.000,105553110.000,-489837.000,-7189286.000,-909393.000,-512767.000,48710343.000,89615.000,42055.000,-25550.000,-78697.000,-542726.000,-21822.000,-1681811.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,683730.000,1096383.000,385748.000,1087058.000,701592.000,771094.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-641675.000,-1121933.000,-464445.000,-1629784.000,-723414.000,-2452905.000
CostsAndExpenses,1298367.000,1224411.000,1357014.000,1256385.000,1587693.000,6581992.000,2222236.000,1735281.000,10814019.000,5985516.000,1860987.000,1740727.000,1171765.000,3206882.000,1812537.000,1371997.000
CurrentFederalTaxExpenseBenefit,,,,,,,,,,,,,,,17400.000,32160.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,22100.000,48400.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,,,,,4700.000,16240.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,0.000
DefinedBenefitPlanActuarialGainLoss,,,,,,,,,,,,,,,,-1517245.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,1040.000,1040.000,,-35883.000,-35882.000,-35883.000,,,,,,-221105.000,-221107.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,5644.000,5644.000,,5644.000,5644.000,5644.000,,,5644.000,5644.000,,46393.000,46393.000
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,,,0.000,0.000,0.000,,183500.000,
DefinedBenefitPlanExpectedContributionsInCurrentFiscalYear,,,,,,,,,,,,,,,,1936214.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,96514.000,96515.000,,81547.000,81546.000,81546.000,,,90310.000,90310.000,,3429.000,3429.000
DefinedBenefitPlanInterestCost,,,,45043.000,45043.000,,62909.000,62908.000,62909.000,,,45708.000,45708.000,,3710.000,3709.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,-1155.000,-1156.000,,115652.000,60642.000,88148.000,,,7469.000,7469.000,,24962.000,24962.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,,,,,,,,,,,,,,242817.000,242818.000
DefinedBenefitPlanServiceCost,,,,45712.000,45712.000,,92763.000,37754.000,65258.000,,,46427.000,46427.000,,,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,0.000,,,,,
