,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-04-05,2015-07-05,2015-10-04,2016-07-03,2016-10-02,2017-04-02
AmortizationOfIntangibleAssets,,,,,,,,,,,,,5001.000,,,,,5001.000
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,,335251.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4067.000,,2123.000,,,,2530.000,,,,1587786.000,,,,,202891.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,313107.000,1311859.000,-143694.000,547358.000,363260.000,1355811.000
CostOfGoodsSold,10160.000,15258.000,3046.000,3715.000,1976.000,957.000,4168.000,4210.000,6179.000,13004.000,2640.000,78982417.000,22159872.000,19890099.000,17841471.000,20674715.000,19325342.000,20382282.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
Depreciation,,,,,,,,,,,,,387843.000,,,,,420247.000
DividendsPreferredStock,,,,,,,,,,,,,-693105.000,-696769.000,-698499.000,,,739916.000
DividendsPreferredStockCash,,,,,,,,,,,,,,,,724765.000,722029.000,739916.000
EarningsPerShareBasic,,,,,,,,,,,,,0.050,0.070,0.010,0.060,0.030,0.030
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.010,0.000,0.000,-0.010,0.000,-0.020,-0.010,0.000,0.000,,,,,,,
EarningsPerShareDiluted,,,,,,,,,,,,,0.040,0.050,0.010,0.060,0.030,0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,-53549.000,,,,,13239.000
ExtinguishmentOfDebtAmount,,,,,43607.000,43607.000,43607.000,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,2405.000,0.000,,8937.000,43607.000,0.000,1437.000,0.000,0.000,0.000,0.000,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,,,,,,,1955776.000,1702545.000,2192559.000,2179088.000,1830932.000,1821466.000
GrossProfit,,,,,,,,,,,,,5355063.000,5855955.000,5383728.000,6659154.000,5350179.000,5376147.000
