,2011-03-31,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,-228000.000,-941000.000,-879000.000
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,1299000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,,,291000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,3748000.000,3321000.000,2327000.000,2490000.000,3472000.000,3295000.000,7598000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,9269000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1524000.000,4145000.000,-157000.000,-337000.000,,,
AdvertisingExpense,,6254000.000,6499000.000,5600000.000,7079000.000,7890000.000,7111000.000
AllocatedShareBasedCompensationExpense,,3321000.000,2327000.000,2490000.000,3472000.000,3295000.000,7598000.000
AmortizationOfAcquiredIntangibleAssets,,2198000.000,4859000.000,,,,
AmortizationOfFinancingCosts,,,,,,258000.000,1076000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,258000.000,
AmortizationOfIntangibleAssets,3255000.000,4501000.000,7559000.000,8330000.000,7127000.000,11014000.000,22462000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,2999000.000
AssetImpairmentCharges,,,,25971000.000,0.000,32238000.000,0.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,0.000,0.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,-18817000.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,,,,,58.000,
CapitalizedComputerSoftwareAdditions,-10695000.000,13098000.000,29455000.000,20784000.000,,,
CapitalizedComputerSoftwareAmortization,-7091000.000,-8254000.000,-9668000.000,12338000.000,12817000.000,9891000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,7892000.000
CapitalizedComputerSoftwareImpairments,,,,9075000.000,,,
CashAcquiredFromAcquisition,,10000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,32006000.000,17827000.000,-28445000.000,-2854000.000,15848000.000,-91817000.000,10497000.000
CommonStockDividendsPerShareDeclared,1.250,0.700,700.000,0.700,0.700,0.525,0.000
ComprehensiveIncomeNetOfTax,,,42758000.000,15509000.000,27322000.000,5368000.000,18364000.000
CostOfGoodsAndServicesSold,127482000.000,151223000.000,189652000.000,220163000.000,223164000.000,225615000.000,223134000.000
CostOfGoodsSold,34789000.000,39697000.000,52646000.000,73907000.000,48595000.000,54128000.000,61398000.000
CostOfServices,92693000.000,111526000.000,137006000.000,146256000.000,174569000.000,,
CostOfServicesMaintenanceCosts,12948000.000,17104000.000,20316000.000,22590000.000,28866000.000,31329000.000,28317000.000
CostsAndExpenses,,,,,158035000.000,,
CurrentFederalTaxExpenseBenefit,,36109000.000,30382000.000,8673000.000,18055000.000,-9338000.000,3443000.000
CurrentForeignTaxExpenseBenefit,,73000.000,190000.000,252000.000,262000.000,374000.000,498000.000
CurrentIncomeTaxExpenseBenefit,,44796000.000,35591000.000,11305000.000,20204000.000,-9367000.000,5497000.000
CurrentStateAndLocalTaxExpenseBenefit,,8614000.000,5019000.000,2380000.000,1887000.000,-403000.000,1556000.000
DebtIssuanceCosts,,,,,,5382000.000,
DeferredFederalIncomeTaxExpenseBenefit,,-3571000.000,-8469000.000,-2894000.000,-9804000.000,10474000.000,824000.000
DeferredFederalStateAndLocalTaxExpenseBenefit,,,,,,,-129000.000
DeferredForeignIncomeTaxExpenseBenefit,,-73000.000,-190000.000,-193000.000,-297000.000,-344000.000,-74000.000
DeferredIncomeTaxExpenseBenefit,-4194000.000,-8025000.000,-9565000.000,-3984000.000,-12061000.000,10030000.000,-129000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-502000.000,-742000.000,-897000.000,-1771000.000,-100000.000,-879000.000
DefinedBenefitPlanContributionsByEmployer,,630000.000,889000.000,820000.000,949000.000,1063000.000,2735000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,65000.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,,,,0.750
Depreciation,4304000.000,5195000.000,6928000.000,8069000.000,9323000.000,8834000.000,10080000.000
DilutiveSecurities,,,,,,,192000.000
Dividends,,,,,,,0.000
DividendsCommonStockCash,36214000.000,-41181000.000,-41599000.000,42471000.000,42784000.000,32150000.000,
EarningsPerShareBasic,2.130,1.290,720.000,0.260,0.450,0.090,0.300
EarningsPerShareDiluted,2.120,1.280,720.000,0.260,0.450,0.090,0.290
EffectiveIncomeTaxRateContinuingOperations,,0.350,0.380,0.318,0.234,0.105,0.227
