,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1195.000,,,,-26777.000,,
ComprehensiveIncomeNetOfTax,,,,-91611.000,-139868.000,,,-48559.000,41060.000
Depreciation,,,,,,,138.000,,
EarningsPerShareBasic,,,,-0.020,-0.030,,-0.010,-0.010,0.010
EffectiveIncomeTaxRateContinuingOperations,,,0.000,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.150,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,0.185,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,-0.035,,,,,,
GeneralAndAdministrativeExpense,507.000,153.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,17914.000,,,,17726.000,,
IncreaseDecreaseInDueToRelatedParties,,,1547.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-87.000,,,,2828.000,,
InterestExpense,,,11.000,,,,,,
InterestIncomeExpenseNet,,,,-4196.000,-6595.000,,-3721.000,-3721.000,-3640.000
LaborAndRelatedExpense,,,,43881.000,47041.000,,,,
LeaseAndRentalExpense,,,,,17654.000,,30047.000,30047.000,
NetCashProvidedByUsedInFinancingActivities,,,400.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,400.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-1595.000,,,,-26777.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1595.000,,,,-26777.000,,
NetIncomeLoss,-14270.000,-8634.000,-21143.000,-91611.000,-139868.000,-42501.000,-45534.000,-48559.000,41060.000
NoninterestExpenseTransferAgentAndCustodianFees,1952.000,592.000,,,,,,,
NonoperatingIncomeExpense,,,,-4196.000,-6595.000,,-3721.000,-3721.000,-3640.000
OperatingExpenses,14270.000,8634.000,21132.000,87415.000,133273.000,38042.000,41813.000,44838.000,-44700.000
OperatingIncomeLoss,-14270.000,-8634.000,-21132.000,-87415.000,-133273.000,-38042.000,-41813.000,-44838.000,44700.000
OtherCostAndExpenseOperating,,,1732.000,4854.000,10673.000,1301.000,4198.000,4048.000,3034.000
OtherNonoperatingExpense,,,11.000,,,,,,
ProceedsFromContributedCapital,,,400.000,,,,,,
ProfessionalFees,9711.000,6589.000,11900.000,36830.000,54590.000,8680.000,568.000,8043.000,1162.000
WeightedAverageNumberOfSharesOutstandingBasic,4548435.000,4548435.000,4548435.000,4548435.000,4548435.000,-9096870.000,4548435.000,4548435.000,4548435.000
