,2011-03-31,2011-06-30
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1262000.000,
AllocatedShareBasedCompensationExpense,,11080000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,7396000.000
AmortizationOfFinancingCostsAndDiscounts,16217000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,25854000.000
CashAcquiredFromAcquisition,15513000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,418000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,275163000.000,185313000.000
CostOfGoodsSold,157983000.000,123667000.000
CostsAndExpenses,569289000.000,589873000.000
DeferredIncomeTaxExpenseBenefit,9609000.000,
DepreciationDepletionAndAmortization,47469000.000,
DerivativeLossOnDerivative,,22078000.000
EarningsPerShareBasic,2.790,1.540
EarningsPerShareDiluted,2.640,1.340
EffectOfExchangeRateOnCashAndCashEquivalents,9704000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.419
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1505000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,243000.000,
FiniteLivedIntangibleAssetsAmortizationExpense,,26900000.000
ForeignCurrencyTransactionGainLossBeforeTax,,-9877000.000
GainLossOnForeignCurrencyDerivativesRecordedInEarningsNet,,5595000.000
GainLossOnSaleOfDerivatives,-506000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,314341000.000,198281000.000
IncomeTaxExpenseBenefit,102731000.000,83089000.000
IncreaseDecreaseInInventories,-8269000.000,
IncreaseDecreaseInOtherOperatingAssets,16795000.000,
IncreaseDecreaseInOtherOperatingLiabilities,-15814000.000,
IncreaseDecreaseInReceivables,64528000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1198000.000
InterestExpense,24207000.000,24475000.000
InvestmentIncomeInterest,1017000.000,1253000.000
NetCashProvidedByUsedInFinancingActivities,12884000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,12884000.000,
NetCashProvidedByUsedInInvestingActivities,-169928000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-169928000.000,
NetCashProvidedByUsedInOperatingActivities,147758000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,147758000.000,
NetIncomeLoss,211088000.000,118175000.000
NetIncomeLossAttributableToNoncontrollingInterest,522000.000,-2983000.000
NonoperatingIncomeExpense,138517000.000,49891000.000
OperatingIncomeLoss,175824000.000,148390000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,24000.000,25000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,63577000.000,70146000.000
OtherNoncashIncome,25000.000,
OtherNonoperatingIncomeExpense,-3028000.000,-26360000.000
OtherSalesRevenueNet,9111000.000,8163000.000
PaymentsForProceedsFromHedgeInvestingActivities,-1516000.000,
PaymentsForRepurchaseOfCommonStock,4000.000,
PaymentsToAcquireOtherInvestments,176104000.000,
PaymentsToAcquirePropertyPlantAndEquipment,11671000.000,
ProceedsFromIssuanceOfCommonStock,349000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,818000.000,
ProceedsFromStockOptionsExercised,11745000.000,
ProfitLoss,211610000.000,115192000.000
RepaymentsOfLongTermDebt,711000.000,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,122313000.000,134851000.000
ResearchAndDevelopmentInProcess,30000000.000,0.000
RestructuringCharges,858000.000,4279000.000
Revenues,745113000.000,738263000.000
RevenuesFromExternalCustomers,,738263000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,9369000.000
SalesRevenueGoodsNet,736002000.000,730100000.000
SalesRevenueNet,745113000.000,738263000.000
SellingGeneralAndAdministrativeExpense,250686000.000,276068000.000
ShareBasedCompensation,5870000.000,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,349000.000,
StockIssuedDuringPeriodValueShareBasedCompensation,5870000.000,
StockIssuedDuringPeriodValueStockOptionsExercised,11745000.000,
TreasuryStockValueAcquiredCostMethod,4000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,79836000.000,88303000.000
WeightedAverageNumberOfSharesOutstandingBasic,75743000.000,76679000.000
