,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentForAmortization,,,,1000000.000,333000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,5434.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,153547.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,300249.000,245862.000,180310.000,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,-245984.000,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,-9879000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-9018000.000,
BusinessAcquisitionsProFormaRevenue,,,,42902000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-5024714.000,-1994794.000,-1752805.000,735502.000,-1371779.000
CostOfGoodsSold,6202287.000,6161542.000,2725958.000,32589668.000,25982130.000
DebtConversionConvertedInstrumentAmount1,,,,500000.000,
DepreciationAndAmortization,,,,,649728.000
DepreciationDepletionAndAmortization,67630.000,81057.000,67871.000,1244199.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,1021297.000,1128000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,797297.000,197000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,-224000.000,1325000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,0.480,0.780,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,279000.000,-464000.000,
DiscontinuedOperationTaxEffectOfOtherIncomeLossFromDispositionOfDiscontinuedOperation,,,279000.000,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,534000.000,1400000.000,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,681000.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,905000.000,779000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,-224000.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,1215000.000,2376000.000,
EarningsPerShareBasicAndDiluted,-0.440,-0.570,-2.700,-7.540,-2.260
ExtinguishmentOfDebtGainLossNetOfTax,,,,,3686628.000
GainLossOnSaleOfBusiness,,,,-1128327.000,
GainLossOnSaleOfPropertyPlantEquipment,,,,,-9168.000
GainLossRelatedToLitigationSettlement,,,,,3686628.000
GoodwillAndIntangibleAssetImpairment,,,,3704978.000,
GoodwillImpairmentLoss,,,,-3705000.000,
