,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,8330000.000,9770000.000,7028000.000,7628000.000,7254000.000,9122000.000,6878000.000,7273000.000,7543000.000
AccountsReceivableNet,,,,5448000.000,,,,,
AccountsReceivableNetCurrent,21397000.000,24001000.000,18673000.000,19940000.000,19616000.000,27234000.000,20220000.000,19286000.000,18904000.000
AccruedLiabilitiesCurrent,21858000.000,19979000.000,20585000.000,21643000.000,18169000.000,17343000.000,17839000.000,19934000.000,16439000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,8654000.000,,,,8040000.000,
AccruedVacationCurrent,,,,1772000.000,,,,1677000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,45395000.000,,,,46013000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3924000.000,3883000.000,4355000.000,3833000.000,4175000.000,4317000.000,3927000.000,3813000.000,4232000.000
AdditionalPaidInCapitalCommonStock,186994000.000,187324000.000,187755000.000,188535000.000,189184000.000,190010000.000,190585000.000,191164000.000,191740000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,419000.000,,,,368000.000,
Assets,62528000.000,63963000.000,58613000.000,57386000.000,56253000.000,61667000.000,57664000.000,58953000.000,57827000.000
AssetsCurrent,45806000.000,48267000.000,44177000.000,43011000.000,42495000.000,48650000.000,46070000.000,47890000.000,47165000.000
AssetsHeldForSaleLongLived,,,,2500000.000,2332000.000,2335000.000,2315000.000,2466000.000,2500000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,0.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,12372000.000,14053000.000,13167000.000,11456000.000,10623000.000,11085000.000,14947000.000,15744000.000,15888000.000
CashReserveDepositRequiredAndMade,,,,5000000.000,,,,5000000.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,55652399.000,55922914.000,57234614.000,57399291.000,57614299.000,57786476.000,57788558.000,57814535.000,58300145.000
CommonStockSharesOutstanding,55652399.000,55922914.000,57234614.000,57399291.000,57614299.000,57786476.000,57788558.000,57814535.000,58300145.000
CommonStockValue,55000.000,55000.000,57000.000,57000.000,58000.000,58000.000,58000.000,58000.000,58000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,0.051,,,,0.051,
DeferredIncomeTaxLiabilities,,,,-3437000.000,,,,2945000.000,
DeferredRevenueCurrent,11992000.000,13491000.000,11467000.000,10088000.000,12017000.000,14264000.000,12373000.000,11584000.000,11746000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,-838000.000,,,,596000.000,
DeferredTaxAssetsGross,,,,-26778000.000,,,,22606000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-1453000.000,-1441000.000,-1341000.000,-1330000.000,-1235000.000,-1243000.000
DeferredTaxAssetsNetCurrent,634000.000,523000.000,621000.000,243000.000,248000.000,156000.000,161000.000,755000.000,760000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,-17080000.000,,,,13597000.000,
DeferredTaxAssetsOther,,,,-958000.000,,,,580000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,-212000.000,,,,90000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,-866000.000,,,,1415000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,-2703000.000,,,,2432000.000,
DeferredTaxAssetsValuationAllowance,,,,-24794000.000,,,,20896000.000,
DeferredTaxLiabilities,,,,-1453000.000,,,,1235000.000,
DeferredTaxLiabilitiesCurrent,,,,,,,,253000.000,253000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,-1723000.000,,,,1063000.000,
DeferredTaxLiabilitiesNoncurrent,1884000.000,1993000.000,2002000.000,1696000.000,1689000.000,1497000.000,1491000.000,1737000.000,1750000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,-1714000.000,,,,1882000.000,
DerivativeFixedInterestRate,,,,,,0.043,0.043,0.043,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,181000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,,,,-2371000.000,,,,2337000.000,
EmployeeRelatedLiabilitiesCurrent,,,,1890000.000,,,,1901000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,3127000.000,2437000.000,2021000.000,1449000.000,1994.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,20152000.000,21140000.000,21850000.000,22259000.000,22548000.000,23288000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,1672000.000,1359000.000,1366000.000,1470000.000,1602000.000,1157000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,2547000.000,2554000.000,2521000.000,2445000.000,2129000.000,2134000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,1405000.000,1457000.000,1444000.000,1410000.000,299000.000,299000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,1449000.000,1501000.000,1487000.000,1453000.000,1386000.000,1389000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,1572000.000,1625000.000,1612000.000,1577000.000,1430000.000,1433000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,2150000.000,2204000.000,2192000.000,2153000.000,1553000.000,1556000.000
FiniteLivedIntangibleAssetsGross,,,,30947000.000,31460000.000,31401000.000,31025000.000,30609000.000,30920000.000
FiniteLivedIntangibleAssetsNet,12719000.000,12133000.000,11615000.000,10795000.000,10320000.000,9551000.000,8766000.000,8061000.000,7632000.000
