,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,288000.000,,,,634000.000,,,,637000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,389283.000,,,,1934452.000,,,1943508.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6109000.000,,,,-2587000.000,,,,3065000.000
ComprehensiveIncomeNetOfTax,7679000.000,-4225000.000,1168000.000,-3827000.000,-8868000.000,,,,,
DepreciationAndAmortization,,207000.000,,,,282000.000,,,,165000.000
EarningsPerShareBasic,2.670,,0.080,-0.270,,,-0.420,,,-0.420
EarningsPerShareBasicAndDiluted,,-0.300,,,,-0.230,,-0.510,,
EarningsPerShareDiluted,1.690,,-0.070,-0.270,,,-0.420,,,-0.430
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-2180000.000,,,,2396000.000,,,,104000.000
ForeignCurrencyTransactionGainLossBeforeTax,392000.000,-3171000.000,806000.000,-3137000.000,-1431000.000,2296000.000,227000.000,-497000.000,-710000.000,321000.000
ForeignCurrencyTransactionGainLossUnrealized,,-3140000.000,,,,2260000.000,,,,326000.000
GeneralAndAdministrativeExpense,1316000.000,1789000.000,2058000.000,1321000.000,4618000.000,1895000.000,1676000.000,1779000.000,1442000.000,2100000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-1110000.000,,,,-144000.000,,,,186000.000
IncreaseDecreaseInAccountsReceivable,,996000.000,,,,60000.000,,,,-11000.000
IncreaseDecreaseInDeferredRevenue,,-3055000.000,,,,-157000.000,,,,
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,,,-2244000.000,,,,-58000.000,,,-133000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-220000.000,,,,-82000.000,,,,-404000.000
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,-139000.000
