,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,73925000.000,49311000.000,52770000.000,48672000.000,29726000.000,31378000.000,30859000.000,16002000.000,8001000.000,18387000.000,55458000.000,39008000.000,30410000.000,23264000.000,23647000.000,14181000.000,23382000.000,14500000.000,20033000.000,15054000.000,24738000.000
AccountsReceivableNetCurrent,88936000.000,71832000.000,82245000.000,83840000.000,88943000.000,89852000.000,77776000.000,77318000.000,80937000.000,95720000.000,103767000.000,126929000.000,110003000.000,110343000.000,100675000.000,87699000.000,85173000.000,88543000.000,81223000.000,86867000.000,78871000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,,,,,,,0.000,0.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,,,,,,14342000.000,,,,,
AccruedIncomeTaxesCurrent,,1506000.000,,,,,,,,,,,,,,,,,,,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,6700000.000,8000000.000,9200000.000,10500000.000,11900000.000,13100000.000,14200000.000,15400000.000,16700000.000,18100000.000,19400000.000,20700000.000,14800000.000,15900000.000,17000000.000,18200000.000,19200000.000,20300000.000,21300000.000,22400000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,948308000.000,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,956203000.000,958971000.000,961424000.000,963756000.000,968174000.000,1275146000.000,1283809000.000,1287357000.000,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,953617000.000,,,,,,,,,1294964000.000,1301943000.000,1309171000.000,2064852000.000,2071721000.000,2079240000.000,2086652000.000,2089864000.000,2216036000.000,2384342000.000,2396236000.000,2400290000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,100000.000,100000.000,100000.000,100000.000,100000.000,700000.000,700000.000,700000.000,700000.000,700000.000,800000.000,100000.000,100000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000
AssetRetirementObligation,,15876000.000,17320000.000,21505000.000,22482000.000,23504000.000,16620000.000,21743000.000,22733000.000,23861000.000,27270000.000,32198000.000,33104000.000,34594000.000,33517000.000,46306000.000,47063000.000,47737000.000,49688000.000,52207000.000,52103000.000
AssetRetirementObligationCurrent,,393000.000,476000.000,385000.000,350000.000,346000.000,275000.000,265000.000,264000.000,886000.000,838000.000,,,,,,,,,,
AssetRetirementObligationsNoncurrent,13706000.000,15483000.000,16844000.000,21120000.000,14438000.000,15319000.000,16345000.000,21478000.000,22469000.000,22975000.000,26432000.000,31042000.000,32136000.000,33769000.000,32557000.000,44759000.000,45711000.000,46716000.000,49016000.000,50604000.000,50158000.000
Assets,1798482000.000,2115938000.000,2174681000.000,2338304000.000,2449916000.000,2617613000.000,2480161000.000,2623760000.000,3081582000.000,3181038000.000,3332909000.000,3932549000.000,4655023000.000,3702029000.000,2832495000.000,1813287000.000,1637164000.000,1610151000.000,1756448000.000,1782346000.000,1818596000.000
AssetsCurrent,133323000.000,244646000.000,128141000.000,137437000.000,144982000.000,199875000.000,352847000.000,307609000.000,650791000.000,530621000.000,190461000.000,365253000.000,901604000.000,314745000.000,375442000.000,332232000.000,280858000.000,211262000.000,190396000.000,154777000.000,152629000.000
AssetsHeldForSaleOtherNoncurrent,,,,,4480000.000,389000.000,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,499000.000,579000.000,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,4480000.000,389000.000,,,,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,1121273000.000,,,,1349315000.000,,,,1586237000.000,,,,4218942000.000,,,,4514183000.000,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,119203000.000,127971000.000,138099000.000,159946000.000,132146000.000,146505000.000,202050000.000,208085000.000,255892000.000,225056000.000,427132000.000,342731000.000,307845000.000,290929000.000,225045000.000,140299000.000,116905000.000,114507000.000,215738000.000,221281000.000,215598000.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,3153212000.000,,,,3484663000.000,,,,4789512000.000,,,,5243934000.000,,,,5710037000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,2031939000.000,,,,2135348000.000,,,,3203275000.000,,,,1024992000.000,,,,1195854000.000,
CapitalizedCostsProvedProperties,2305565000.000,2551524000.000,2791151000.000,2993266000.000,3187143000.000,3350367000.000,3099194000.000,3276578000.000,3432647000.000,3698051000.000,4021449000.000,4446781000.000,4692853000.000,4824127000.000,4895042000.000,5103635000.000,5216178000.000,5309151000.000,5403754000.000,5488756000.000,5560767000.000
CashAndCashEquivalentsAtCarryingValue,12212000.000,146485000.000,29117000.000,33224000.000,31024000.000,43588000.000,265270000.000,198153000.000,547519000.000,399506000.000,55760000.000,29321000.000,569093000.000,57593000.000,76403000.000,31154000.000,12095000.000,19309000.000,30360000.000,32672000.000,30352000.000
CashUninsuredAmount,,,,49300000.000,,,,240500000.000,,,,56800000.000,,,,51300000.000,,,,40100000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000,450000000.000
CommonStockSharesIssued,128147837.000,128296239.000,128238191.000,128298559.000,129331967.000,129416611.000,142635519.000,142671436.000,143671983.000,143737390.000,143714899.000,,213883270.000,213910802.000,213839893.000,213808003.000,213447648.000,227197566.000,241967107.000,241929070.000,242573453.000
CommonStockSharesOutstanding,,,,,,,,,,,,143686491.000,,,,,0.000,227197566.000,241967107.000,241929070.000,242573453.000
CommonStockValue,1281000.000,1283000.000,1282000.000,1283000.000,1293000.000,1294000.000,1426000.000,1427000.000,1437000.000,1437000.000,1437000.000,1437000.000,2139000.000,2139000.000,2138000.000,2138000.000,2134000.000,2272000.000,2420000.000,2419000.000,2426000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,1370000000.000,1370000000.000,1365000000.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,1435000000.000,1435000000.000,1495000000.000,1410318000.000,,,
DeferredCompensationLiabilityCurrent,,,,,,,,,,,,13034000.000,,,,,,,,,
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,,,,,,2487000.000,2971000.000,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,19434000.000,18774000.000,18110000.000,17441000.000,16768000.000,16091000.000,15409000.000
DeferredFinanceCostsNoncurrentNet,22397000.000,31666000.000,30401000.000,29444000.000,28150000.000,27530000.000,24750000.000,25933000.000,32398000.000,31088000.000,29777000.000,28463000.000,33513000.000,26158000.000,25047000.000,23932000.000,22812000.000,20903000.000,19859000.000,,17758000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,0.000,,,,,
DeferredIncomeTaxLiabilities,,1506000.000,,0.000,,0.000,0.000,16293000.000,11529000.000,,,176945000.000,180588000.000,45089000.000,,,,,,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,68069000.000,0.000,,,,,
DeferredTaxAssetsDerivativeInstruments,,-3526000.000,6853000.000,7108000.000,13476000.000,4403000.000,-2284000.000,-30859000.000,8819000.000,30969000.000,-4054000.000,,-117565000.000,,,,,,,150000.000,
