,2011-12-31
AdjustmentsToAdditionalPaidInCapitalOther,-1202000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,8360000.000
AmortizationOfIntangibleAssets,-2023000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-23255000.000
CostOfServicesDirectLabor,1086109000.000
CostsAndExpenses,2207445000.000
DeferredIncomeTaxExpenseBenefit,8154000.000
DepreciationAmortizationAndAccretionNet,32086000.000
DepreciationDepletionAndAmortization,32331000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-681000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-1523000.000
EarningsPerShareBasic,-11.190
EarningsPerShareDiluted,-11.190
ExtinguishmentOfDebtGainLossNetOfTax,0.000
GainsLossesOnExtinguishmentOfDebt,0.000
GainsLossesOnSalesOfAssets,-810000.000
HealthCareOrganizationRevenue,1930340000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,317091000.000
IncomeLossFromContinuingOperations,-289562000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-277105000.000
IncomeLossFromContinuingOperationsPerBasicShare,-11.100
IncomeLossFromContinuingOperationsPerDilutedShare,-11.100
IncomeLossFromDiscontinuedOperationsNetOfTax,-2204000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.090
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.090
IncomeTaxExpenseBenefit,12457000.000
IncomeTaxesPaidNet,1462000.000
IncreaseDecreaseInAccountsPayableTrade,5567000.000
IncreaseDecreaseInAccountsReceivable,15561000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-552000.000
IncreaseDecreaseInOtherAccruedLiabilities,-5760000.000
IncreaseDecreaseInOtherOperatingLiabilities,-2517000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,178000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,1201000.000
InterestIncomeExpenseNonoperatingNet,-19451000.000
InterestPaidCapitalized,454000.000
InterestPaidNet,18529000.000
InvestmentIncomeNonoperating,324000.000
NetCashProvidedByUsedInFinancingActivities,-62606000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-62606000.000
NetCashProvidedByUsedInInvestingActivities,-43693000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-43693000.000
NetCashProvidedByUsedInOperatingActivities,83044000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,83044000.000
NetIncomeLoss,-291766000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,-1229000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,-820000.000
OtherCostAndExpenseOperating,400256000.000
OtherGeneralAndAdministrativeExpense,62331000.000
PaymentsForProceedsFromLoansAndLeases,0.000
PaymentsOfDebtIssuanceCosts,1405000.000
PaymentsOfDistributionsToAffiliates,0.000
PaymentsOfDividendsCommonStock,0.000
PaymentsOfDividendsMinorityInterest,0.000
PaymentsToAcquirePropertyPlantAndEquipment,-44146000.000
PaymentsToMinorityShareholders,0.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromIssuanceOfSeniorLongTermDebt,0.000
ProceedsFromSaleOfPropertyHeldForSale,-1809000.000
ProvisionForDoubtfulAccounts,25277000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,61201000.000
RestructuringCosts,2728000.000
ShareBasedCompensation,8360000.000
StockIssuedDuringPeriodSharesNewIssues,172000.000
StockIssuedDuringPeriodValueNewIssues,1000.000
StockholdersEquityNoteSpinoffTransaction,-1151000.000
WeightedAverageNumberOfDilutedSharesOutstanding,26083000.000
WeightedAverageNumberOfSharesOutstandingBasic,26083000.000
