,2011-08-31,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,1244000.000,,,,-127000.000,,,,2482000.000,,,,1176000.000,
AdmissionsRevenue,7338000.000,5582000.000,8989000.000,10582000.000,5453000.000,4560000.000,6847000.000,5972000.000,5003000.000,5071000.000,6008000.000,6755000.000,5491000.000,5707000.000,5913000.000,5489000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,,,,,,10000.000,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,137000.000,,,,21000.000,,,,22000.000,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,65000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,1151032.000,1151032.000,,1151032.000,917663.000,911663.000,-2068695.000,911663.000,911663.000,911663.000,-2643822.000,91167.000,91167.000
AssetImpairmentCharges,358000.000,,,,,,,,798000.000,,,,,,16000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2347000.000,,,,775000.000,,,,-119000.000,,,,-3209000.000,
ComprehensiveIncomeNetOfTax,,,,2761000.000,-629000.000,,971000.000,-63000.000,-224000.000,-1253000.000,-1212000.000,-1653000.000,-2133000.000,-5164000.000,-2277000.000,-3096000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,1222000.000,,,,,,,,,,,,,
ConcentrationRiskPercentage1,,,,,,,0.024,,,,,,,,,
CostOfGoodsAndServicesSold,4689000.000,3958000.000,5188000.000,5242000.000,4422000.000,3893000.000,3647000.000,3815000.000,4042000.000,3864000.000,4407000.000,5270000.000,4784000.000,5323000.000,5509000.000,5656000.000
CostOfGoodsSold,295000.000,269000.000,798000.000,985000.000,863000.000,810000.000,683000.000,607000.000,477000.000,487000.000,586000.000,583000.000,474000.000,452000.000,538000.000,373000.000
DepreciationAndAmortization,,,,,,,,,,,,1149000.000,1093000.000,,1038000.000,1483000.000
DepreciationDepletionAndAmortization,955000.000,928000.000,914000.000,817000.000,918000.000,876000.000,985000.000,998000.000,1085000.000,1082000.000,1151000.000,1149000.000,1093000.000,1167000.000,1038000.000,1483000.000
