,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,8000000.000,,,,2000000.000,,,,1000000.000
AffordableHousingProjectInvestmentWriteDownAmount,,,,0.000,,,,,,
AllocatedShareBasedCompensationExpense,10000000.000,6000000.000,9000000.000,7000000.000,2000000.000,4000000.000,,,,18000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,321803.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,8000000.000,,,,9000000.000,,,,4000000.000
BankOwnedLifeInsuranceIncome,13000000.000,12000000.000,14000000.000,14000000.000,16000000.000,13000000.000,13000000.000,14000000.000,14000000.000,12000000.000
CapitalizedComputerSoftwareAmortization,-38000000.000,-36000000.000,-37000000.000,-35000000.000,-38000000.000,,,,,
CapitalizedComputerSoftwareAmortization1,,,,,,,,,,44000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,1728000000.000,,,,-1230000000.000,,,,289000000.000
CommonStockDividendsPerShareCashPaid,0.680,0.100,0.100,0.100,0.100,0.100,0.120,0.120,0.120,0.140
ComprehensiveIncomeNetOfTax,112000000.000,341000000.000,71000000.000,320000000.000,93000000.000,374000000.000,320000000.000,269000000.000,-199000000.000,305000000.000
DeferredIncomeTaxExpenseBenefit,,14000000.000,,,,30000000.000,,,,39000000.000
DefinedBenefitPlanAmortizationOfGainsLosses,-2000000.000,-4000000.000,,,,-4000000.000,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,18000000.000,18000000.000,,,,17000000.000,,,,
DefinedBenefitPlanInterestCost,12000000.000,12000000.000,,,,12000000.000,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,-3000000.000,-1000000.000,,,,0.000,,,,
DefinedBenefitPlanServiceCost,1000000.000,1000000.000,,,,1000000.000,,,,
DepreciationAmortizationAndAccretionNet,,113000000.000,,,,112000000.000,,,,125000000.000
DerivativeGainLossOnDerivativeNet,4000000.000,4000000.000,3000000.000,16000000.000,9000000.000,6000000.000,11000000.000,16000000.000,32000000.000,10000000.000
Dividends,,55000000.000,,,,53000000.000,64000000.000,62000000.000,62000000.000,72000000.000
DividendsCommonStockCash,,16000000.000,,,,53000000.000,,,,72000000.000
DividendsPreferredStockCash,,,,,,7000000.000,,7000000.000,,7000000.000
