,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,107605000.000,92174000.000,98595000.000,103418000.000,108550000.000,105011000.000,113184000.000,112092000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,412000.000,1310000.000,99000.000,800000.000,454000.000,600000.000,-252000.000,-17000.000
AdditionalPaidInCapital,115274000.000,118303000.000,130902000.000,134385000.000,137957000.000,142645000.000,155536000.000,160385000.000
Assets,4536720000.000,3641946000.000,3391930000.000,3935369000.000,4705275000.000,3513421000.000,3692390000.000,4107353000.000
CapitalLeasesFutureMinimumPaymentsDue,,,13026000.000,,,,6871000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,9746000.000,,,,4532000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,628000.000,,,,576000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,2652000.000,,,,1763000.000,
CashAndCashEquivalentsAtCarryingValue,126978000.000,161538000.000,163235000.000,148514000.000,149355000.000,145999000.000,181415000.000,164967000.000
CollateralizedAgreements,683658000.000,503037000.000,452205000.000,639071000.000,548143000.000,386397000.000,213203000.000,347934000.000
DebtInstrumentCarryingAmount,,,,,,530536000.000,569925000.000,570071000.000
DebtInstrumentUnamortizedDiscount,,,,,,,1350000.000,915000.000
DeferredFinanceCostsNet,,,,,,,4012000.000,3839000.000
DeferredIncomeTaxAssetsNet,,,,,188492000.000,193721000.000,193859000.000,197330000.000
DeferredIncomeTaxLiabilities,,,202000.000,,,,84000.000,
DeferredTaxAssetsGross,,,193740000.000,,,,193859000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,163423000.000,160782000.000,193740000.000,191238000.000,,,,
DeferredTaxAssetsNet,158900000.000,155600000.000,187000000.000,183200000.000,180100000.000,187400000.000,185600000.000,189600000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,1083000.000,,,,2518000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,5647000.000,,,,5664000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,202000.000,,,,84000.000,
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowed,699634.000,513080000.000,478336000.000,657683000.000,561010000.000,397370000.000,227168000.000,359785000.000
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnCash,,826000.000,281000.000,2633000.000,3492000.000,3117000.000,261000.000,1274000.000
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedGross,1061140.000,706526000.000,1264191000.000,2053356000.000,2304121000.000,1020611000.000,1367407000.000,2114908000.000
DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedLiability,361506.000,193446000.000,785855000.000,1395673000.000,1743111000.000,623241000.000,1140239000.000,1755123000.000
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoaned,890040000.000,815473000.000,525085000.000,696328000.000,956259000.000,482328000.000,222283000.000,423900000.000
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset,361506000.000,193446000.000,746014000.000,1452879000.000,1722308000.000,641675000.000,1009038000.000,1792466000.000
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimCash,13131000.000,62447000.000,32000.000,7000.000,6000.000,27000.000,,
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross,1251546000.000,1008919000.000,1271099000.000,2149207000.000,2678567000.000,1124003000.000,1231321000.000,2216366000.000
DueFromCorrespondentBrokers,265075000.000,172579000.000,101372000.000,173054000.000,200286000.000,129273000.000,91476000.000,271834000.000
DueToAffiliateCurrentAndNoncurrent,400000.000,300000.000,200000.000,60000.000,50000.000,90000.000,200000.000,60000.000
DueToCorrespondentBrokers,25436000.000,76497000.000,294691000.000,338617000.000,273565000.000,285189000.000,227335000.000,395191000.000
FinancialInstrumentsOwnedAndNotPledgedAtFairValue,1658086000.000,1152821000.000,1038039000.000,1276022000.000,1246350000.000,1155074000.000,1683999000.000,1630581000.000
FinancialInstrumentsOwnedAndPledgedAsCollateralAtFairValue,399306000.000,301737000.000,259175000.000,247652000.000,429172000.000,284894000.000,143883000.000,269389000.000
FinancialInstrumentsSoldNotYetPurchasedAtFairValue,1785628000.000,1198881000.000,979090000.000,1411609000.000,1924024000.000,1318559000.000,1349155000.000,1673802000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,110592000.000,110645000.000,110697000.000,110750000.000,110803000.000,110856000.000,110908000.000,110961000.000
FiniteLivedIntangibleAssetsGross,111900000.000,111900000.000,111900000.000,111900000.000,111900000.000,111900000.000,111900000.000,111900000.000
FiniteLivedIntangibleAssetsNet,1308000.000,1255000.000,1203000.000,1150000.000,1097000.000,1044000.000,992000.000,939000.000
Goodwill,715379000.000,715379000.000,715379000.000,715379000.000,715379000.000,715379000.000,715379000.000,715379000.000
Liabilities,4032056000.000,3113118000.000,2834060000.000,3370784000.000,4158702000.000,2970344000.000,3157978000.000,3577358000.000
LiabilitiesAndStockholdersEquity,4536720000.000,3641946000.000,3391930000.000,3935369000.000,4705275000.000,3513421000.000,3692390000.000,4107353000.000
LongTermDebt,,,,,,,564957000.000,565317000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,5400000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,5100000.000,5400000.000,5400000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,5100000.000,5400000.000,5400000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,1275000.000,,4050000.000
MinorityInterest,388503000.000,396434000.000,427162000.000,428723000.000,408468000.000,402490000.000,388739000.000,384772000.000
OperatingLeasesFutureMinimumPaymentsDue,,,36823000.000,,,,30074000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,9526000.000,,,,9472000.000,
