,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-9700000.000,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3900000.000,0.000,0.000,-3900000.000,4700000.000,4700000.000,4700000.000,-9400000.000,8100000.000,4900000.000,7700000.000,-16000000.000,9200000.000,4800000.000,9200000.000,-17900000.000,12700000.000,9500000.000,9100000.000,-30300000.000,4200000.000,4200000.000,4200000.000,-11400000.000,4600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-447100000.000,130100000.000,318800000.000,-53100000.000,-46600000.000,195500000.000,-306100000.000,157600000.000,-466800000.000,409100000.000,265900000.000,254400000.000,-54900000.000,926800000.000,-844800000.000,-747900000.000,-443100000.000,2363700000.000,-1546000000.000,5233000000.000,-4375400000.000,-182100000.000,-861300000.000,-869300000.000,1149600000.000
CommonStockDividendsPerShareDeclared,0.610,0.610,1.310,-0.000,0.700,0.700,1.470,0.000,0.770,0.770,1.580,0.000,0.810,0.810,1.660,-0.000,0.850,0.850,0.850,0.890,0.890,0.890,0.890,0.940,0.940
ComprehensiveIncomeNetOfTax,1710300000.000,1700400000.000,511400000.000,1277800000.000,1616200000.000,832600000.000,1779700000.000,1583000000.000,867600000.000,1031900000.000,2009600000.000,1308000000.000,1221500000.000,1494700000.000,-79800000.000,174100000.000,-150800000.000,1574400000.000,811700000.000,933900000.000,1575800000.000,820700000.000,1327600000.000,749300000.000,1602700000.000
CostsAndExpenses,4285700000.000,4716300000.000,4771600000.000,4702700000.000,4582000000.000,4760900000.000,4865200000.000,4754300000.000,4655800000.000,4886100000.000,4906700000.000,4892800000.000,4764300000.000,4992700000.000,4914600000.000,4820500000.000,4573400000.000,4648400000.000,4584800000.000,4460900000.000,4123600000.000,4407100000.000,4286800000.000,4059900000.000,3641900000.000
DeferredIncomeTaxExpenseBenefit,-13000000.000,38700000.000,159700000.000,3000000.000,22600000.000,12800000.000,84300000.000,14800000.000,22800000.000,-28100000.000,18700000.000,11800000.000,-24000000.000,-14800000.000,-104000000.000,52100000.000,12500000.000,2800000.000,-100000.000,-16600000.000,31600000.000,-190300000.000,-216000000.000,-163900000.000,85900000.000
DepreciationAndAmortization,339100000.000,350100000.000,358300000.000,367500000.000,364700000.000,365900000.000,371900000.000,386000000.000,391100000.000,390900000.000,394500000.000,408600000.000,410400000.000,413200000.000,413400000.000,407500000.000,386100000.000,392200000.000,387700000.000,389700000.000,383700000.000,383300000.000,370600000.000,378900000.000,325300000.000
EarningsPerShareBasic,1.160,1.360,1.470,1.340,1.240,1.330,1.450,1.390,1.270,1.390,1.530,1.400,1.220,1.400,1.090,1.140,0.840,1.260,1.410,1.310,1.240,1.270,1.520,1.460,1.480
EarningsPerShareDiluted,1.150,1.350,1.450,1.320,1.230,1.320,1.430,1.380,1.260,1.380,1.520,1.390,1.210,1.400,1.090,1.120,0.840,1.260,1.400,1.300,1.230,1.250,1.500,1.460,1.470
EffectOfExchangeRateOnCashAndCashEquivalents,31300000.000,65800000.000,-172700000.000,-21900000.000,48700000.000,-108300000.000,36300000.000,74700000.000,-60300000.000,-19600000.000,102600000.000,36000000.000,1100000.000,3900000.000,-352700000.000,-180200000.000,-200100000.000,109100000.000,-96300000.000,-59500000.000,114000000.000,-90000000.000,14400000.000,-142100000.000,54700000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,0.444,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,21800000.000,35600000.000,25800000.000,29300000.000,46700000.000,21900000.000,33000000.000,40700000.000,52400000.000,20800000.000,8900000.000,10500000.000,35000000.000,21500000.000,11000000.000,3400000.000,19400000.000,6000000.000,4600000.000,21100000.000,26100000.000,0.000,0.000,-26100000.000,
FranchiseCosts,354300000.000,373000000.000,376200000.000,378000000.000,374700000.000,376200000.000,383400000.000,392700000.000,395200000.000,399100000.000,408400000.000,421700000.000,417100000.000,427600000.000,431200000.000,421400000.000,403600000.000,411000000.000,416100000.000,416200000.000,415100000.000,430900000.000,437600000.000,434800000.000,430100000.000
FranchiseRevenue,1958900000.000,2208000000.000,2310800000.000,2235500000.000,2114400000.000,2242400000.000,2314000000.000,2293700000.000,2159900000.000,2322400000.000,2400300000.000,2348900000.000,2209800000.000,2395800000.000,2390900000.000,2275500000.000,2044800000.000,2236600000.000,2332200000.000,2311100000.000,2150400000.000,2348400000.000,2452000000.000,2376100000.000,2264000000.000
IncomeTaxExpenseBenefit,489900000.000,656200000.000,755900000.000,607100000.000,580800000.000,662900000.000,698600000.000,671900000.000,546600000.000,663400000.000,750400000.000,658200000.000,578500000.000,684400000.000,852700000.000,498600000.000,442600000.000,510000000.000,569200000.000,504600000.000,477800000.000,557300000.000,629100000.000,515300000.000,592700000.000
IncreaseDecreaseInOperatingCapital,-3700000.000,136400000.000,-124500000.000,,-1900000.000,285000000.000,-33700000.000,,87000000.000,292400000.000,-100400000.000,,-236100000.000,334000000.000,-141800000.000,,-226500000.000,130800000.000,-194400000.000,,-217200000.000,303500000.000,-783900000.000,,-8000000.000
