,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,32200000.000,,,,,,,,31100000.000,,,,46300000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,36100000.000,36600000.000,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,,,,,,,,58100000.000,58900000.000,,91000000.000,48300000.000,28300000.000,39700000.000,54300000.000,50200000.000,53900000.000,46000000.000,48100000.000,36400000.000
AmortizationOfIntangibleAssets,53216000.000,55136000.000,49347000.000,50867000.000,45961000.000,52282000.000,53013000.000,50948000.000,51301000.000,82225000.000,99998000.000,109424000.000,143258000.000,116826000.000,122431000.000,107246000.000,95903000.000,92004000.000,98065000.000,96628000.000,88800000.000,92900000.000,99700000.000,104200000.000,448500000.000,117500000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1000000.000,0.000,0.000,-900000.000,,,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,0.000,0.000,,,0.000,,,,0.000,,,,0.000,
AvailableForSaleSecuritiesGrossRealizedGains,2400000.000,700000.000,300000.000,500000.000,700000.000,600000.000,400000.000,400000.000,6300000.000,0.000,200000.000,100000.000,200000.000,200000.000,0.000,300000.000,200000.000,300000.000,700000.000,300000.000,400000.000,600000.000,1100000.000,1200000.000,1200000.000,1200000.000
AvailableForSaleSecuritiesGrossRealizedLosses,-800000.000,-500000.000,400000.000,3200000.000,700000.000,1300000.000,800000.000,700000.000,2000000.000,0.000,0.000,100000.000,100000.000,100000.000,100000.000,200000.000,300000.000,500000.000,2000000.000,700000.000,400000.000,1200000.000,1100000.000,1600000.000,1900000.000,1300000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,1800000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,-1400000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset,,2200000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,1300000.000,12900000.000,9400000.000,3600000.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,26951000.000,,,,-221021000.000,,,,96456000.000,,,,225494000.000,,,,311022000.000,,,,-192400000.000,,,,-1410400000.000,
