,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForCurrencyTranslation,,,,,0.000
AccrualForEnvironmentalLossContingenciesPayments,,,,,-10000000.000
AdjustmentForAmortization,,10000000.000,10000000.000,,10000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5000000.000,,,,6000000.000
AllocatedShareBasedCompensationExpense,5000000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,1000000.000,,,,1000000.000
CapitalExpendituresIncurredButNotYetPaid,7000000.000,,,,8000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-18000000.000,,,,-5000000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,3000000.000,,,,-3000000.000
ComprehensiveIncomeNetOfTax,125000000.000,90000000.000,-6000000.000,-32000000.000,83000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1000000.000,2000000.000,1000000.000,1000000.000,2000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,126000000.000,92000000.000,-5000000.000,-31000000.000,85000000.000
CostOfGoodsSoldAmortization,,3000000.000,3000000.000,,3000000.000
CostOfRevenue,347000000.000,373000000.000,370000000.000,373000000.000,340000000.000
DeferredIncomeTaxExpenseBenefit,6000000.000,,,,-6000000.000
DepreciationDepletionAndAmortization,32000000.000,31000000.000,31000000.000,31000000.000,30000000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,8000000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-1000000.000,-9000000.000,,2000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-6000000.000,-6000000.000,,0.000
EarningsPerShareBasic,,0.570,0.620,,0.440
EarningsPerShareDiluted,,0.560,0.620,,0.430
EffectOfExchangeRateOnCashAndCashEquivalents,2000000.000,,,,2000000.000
EnvironmentalExpenseAndLiabilities,-1000000.000,,,,-8000000.000
FutureAmortizationExpenseRemainderOfFiscalYear,,,,,41000000.000
FutureAmortizationExpenseYearFour,,,39000000.000,,38000000.000
FutureAmortizationExpenseYearOne,,,39000000.000,,38000000.000
FutureAmortizationExpenseYearThree,,,39000000.000,,38000000.000
FutureAmortizationExpenseYearTwo,,,39000000.000,,38000000.000
GoodwillTranslationAdjustments,,,,,6000000.000
GrossProfit,162000000.000,170000000.000,149000000.000,153000000.000,158000000.000
IncomeLossFromContinuingOperations,,68000000.000,75000000.000,,
