,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,10844000.000
AllocatedShareBasedCompensationExpense,10844000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4624738.000
AssetImpairmentCharges,0.000
CapitalExpendituresIncurredButNotYetPaid,7014000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,159559000.000
ComprehensiveIncomeNetOfTax,-23220000.000
ConversionOfStockAmountConverted1,185565000.000
CurrentFederalTaxExpenseBenefit,649000.000
CurrentForeignTaxExpenseBenefit,-17000.000
CurrentIncomeTaxExpenseBenefit,621000.000
CurrentStateAndLocalTaxExpenseBenefit,-11000.000
DebtConversionConvertedInstrumentAmount1,61929000.000
DeferredFederalIncomeTaxExpenseBenefit,-30000.000
DeferredForeignIncomeTaxExpenseBenefit,-2000.000
DeferredIncomeTaxExpenseBenefit,-137000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-105000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,100000.000
Depreciation,900000.000
DepreciationDepletionAndAmortization,925000.000
Dividends,0.000
EarningsPerShareBasicAndDiluted,-1.890
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-235000.000
EffectiveIncomeTaxRateContinuingOperations,-0.021
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.103
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.168
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.033
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.016
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,-0.049
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.013
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0.031
ForeignCurrencyTransactionGainLossUnrealized,-2000.000
GainsLossesOnExtinguishmentOfDebt,11482000.000
GeneralAndAdministrativeExpense,31056000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,3322000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-22718000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-26040000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-22718000.000
IncomeLossFromEquityMethodInvestments,-36532000.000
IncomeTaxExpenseBenefit,484000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,3860000.000
IncreaseDecreaseInAccountsReceivable,2818000.000
IncreaseDecreaseInDeferredRevenue,1917000.000
IncreaseDecreaseInOtherOperatingLiabilities,-17000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1071000.000
IncreaseDecreaseInRestrictedCash,2450000.000
InterestIncomeExpenseNonoperatingNet,-8050000.000
NetCashProvidedByUsedInFinancingActivities,183220000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,183220000.000
NetCashProvidedByUsedInInvestingActivities,31884000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,31884000.000
NetCashProvidedByUsedInOperatingActivities,-55310000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-55310000.000
NetIncomeLoss,-23177000.000
NetIncomeLossAttributableToNoncontrollingInterest,-25000.000
NonoperatingIncomeExpense,45412000.000
OperatingExpenses,73294000.000
OperatingIncomeLoss,-68130000.000
OperatingLeasesRentExpenseNet,4200000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-18000.000
OtherComprehensiveIncomeLossNetOfTax,-18000.000
OtherNonoperatingIncome,78608000.000
OtherNonoperatingIncomeExpense,78512000.000
PaidInKindInterest,8050000.000
PaymentOfFinancingAndStockIssuanceCosts,1810000.000
PaymentsToAcquireEquityMethodInvestments,100000.000
PaymentsToAcquirePropertyPlantAndEquipment,3016000.000
ProceedsFromConvertibleDebt,35010000.000
ProceedsFromIssuanceInitialPublicOffering,54061000.000
ProceedsFromIssuanceOfPrivatePlacement,35000000.000
ProceedsFromStockOptionsExercised,34000.000
ProfitLoss,-23202000.000
ResearchAndDevelopmentExpense,42238000.000
RevenueFromRelatedParties,1190000.000
Revenues,5164000.000
SalesRevenueNet,5164000.000
ShareBasedCompensation,10844000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000
StockIssuedDuringPeriodValueNewIssues,88664000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,83000.000
StockIssuedDuringPeriodValueStockOptionsExercised,35000.000
StockholdersEquityNoteStockSplitConversionRatio1,3.330
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,20000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,134000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,12257483.000
