,2011-06-25,2011-12-24,2012-03-24,2012-06-23,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AllocatedShareBasedCompensationExpense,,,,94534.000,44915.000,81623.000,39645.000,38845.000,38274.000,100604.000,37058.000,37307.000,37295.000,37011.000,35556.000,3817.000,2574.000,4240.000,3279.000,3012.000,3629.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,201019.000,,,,166794.000,,,,269485.000,,,243981.000,,,,242181.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,2249218.000,,,-134021.000,,,,1119066.000,,,,-1361053.000,,,-942761.000,,,,-1183524.000,
CommonStockDividendsPerShareCashPaid,0.100,0.100,0.100,0.100,0.100,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-311192.000,-322813.000,-547874.000,455688.000,179736.000,-1466984.000,-981502.000,-297702.000,-725600.000,210920.000,-133516.000,-417794.000,-262747.000,-931408.000,,,
CostMethodInvestmentsRealizedGainLoss,,,,,,,,,,,,,,,,,462283.000,,,,0.000
CostOfGoodsAndServicesSold,765787.000,1135634.000,283205.000,161482.000,494964.000,56408.000,376512.000,1181510.000,788860.000,337592.000,312367.000,595142.000,271031.000,649334.000,606757.000,412577.000,358379.000,626280.000,616417.000,188597.000,238290.000
DeferredIncomeTaxExpenseBenefit,,,,,-67505.000,,,,,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,,,51735.000,,,46324.000,,,,41334.000,
DepreciationDepletionAndAmortization,,60226.000,,,53995.000,,,,50433.000,,,,,,,,,,,,
EarningsPerShareBasic,0.550,0.510,-0.200,-0.500,-0.170,-0.180,-0.280,0.240,0.100,-0.800,-0.540,-0.150,-0.400,0.110,-0.070,-0.230,-0.140,-0.510,-0.460,-0.380,0.070
EarningsPerShareDiluted,0.540,0.500,-0.200,-0.500,-0.170,-0.180,-0.280,0.240,0.100,-0.800,-0.540,-0.150,-0.400,0.110,-0.070,-0.230,-0.140,-0.510,-0.460,-0.380,0.070
EffectiveIncomeTaxRateContinuingOperations,,,,0.410,0.408,,,,0.285,,,,,,,,,,,,
