,2011-10-02,2012-09-30,2013-09-29,2014-09-28,2015-09-27,2016-10-02
AdditionsToNoncurrentAssets,,79999000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,8062000.000,6883000.000,11392000.000,10358000.000,12420000.000,11455000.000
AllocatedShareBasedCompensationExpense,8062000.000,6883000.000,11392000.000,10358000.000,12420000.000,11455000.000
AmortizationOfFinancingCosts,2554000.000,2695000.000,2277000.000,2175000.000,2309000.000,2736000.000
AmortizationOfIntangibleAssets,,,1000000.000,900000.000,800000.000,800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3157000.000,2753000.000,145000.000,153000.000,84000.000,147000.000
AssetImpairmentCharges,1367000.000,3112000.000,3874000.000,570000.000,557000.000,544000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,0.000,,33000.000,289000.000
BusinessCombinationConsiderationTransferred1,,,,,0.000,19816000.000
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,,,613000.000,114000.000
BusinessExitCosts1,,,,2841000.000,3592000.000,3431000.000
CapitalExpendituresIncurredButNotYetPaid,,,,10666000.000,,
CapitalLeaseObligationsIncurred,,,,,16770000.000,1085000.000
CapitalLeasesContingentRentalPaymentsReceived,10400000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,817000.000,-2955000.000,1175000.000,934000.000,7165000.000,-713000.000
CommonStockDividendsPerShareCashPaid,,,,0.400,,
CommonStockDividendsPerShareDeclared,,,,,1.000,1.200
ComprehensiveIncomeNetOfTax,63447000.000,17578000.000,124503000.000,61480000.000,66414000.000,69582000.000
CostOfGoodsAndServicesSold,533496000.000,,,,,
CostOfGoodsSold,1205019000.000,1035669000.000,948655000.000,913693000.000,921313000.000,961630000.000
CostOfGoodsSoldDirectLabor,414463000.000,354141000.000,320384000.000,308494000.000,313302000.000,334470000.000
CostOfGoodsSoldDirectMaterials,460790000.000,400012000.000,372685000.000,357338000.000,361988000.000,363002000.000
CostOfGoodsSoldOverhead,329766000.000,281516000.000,255586000.000,247861000.000,246023000.000,264158000.000
