,2011-06-30
AccountsPayableCurrent,1200000.000
AccountsReceivableNetCurrent,27000.000
AccruedLiabilitiesCurrent,174000.000
AdditionalPaidInCapitalCommonStock,163331000.000
Assets,15998000.000
AssetsCurrent,14683000.000
CashAndCashEquivalentsAtCarryingValue,13857000.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,18750000.000
CommonStockSharesIssued,8852725.000
CommonStockSharesOutstanding,8852725.000
CommonStockValue,9000.000
DeferredLongTermLiabilityCharges,264000.000
DeferredRevenueCurrent,1015000.000
DepositsAssetsNoncurrent,105000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,420000.000
FiniteLivedIntangibleAssetsNet,209000.000
Liabilities,2911000.000
LiabilitiesAndStockholdersEquity,15998000.000
LiabilitiesCurrent,2611000.000
LongTermDebtCurrent,222000.000
LongTermDebtNoncurrent,36000.000
PrepaidExpenseCurrent,799000.000
PropertyPlantAndEquipmentNet,1001000.000
RetainedEarningsAccumulatedDeficit,-150253000.000
StockholdersEquity,13087000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,13087000.000
