,2011-06-24,2011-09-30,2011-12-30,2012-03-30,2012-06-29
AccountsPayableCurrent,4633000.000,7262000.000,3940000.000,4009000.000,4763000.000
AccountsReceivableNetCurrent,7368000.000,11007000.000,11637000.000,7525000.000,8096000.000
AccruedLiabilitiesCurrent,8551000.000,8769000.000,9338000.000,9462000.000,8996000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-40559000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1981000.000,-2421000.000,-2388000.000,-2145000.000,-2071000.000
AdditionalPaidInCapital,259204000.000,260071000.000,260783000.000,261563000.000,262246000.000
AllowanceForDoubtfulAccountsReceivableCurrent,251000.000,228000.000,235000.000,212000.000,263000.000
Assets,79632000.000,75280000.000,64809000.000,55819000.000,50809000.000
AssetsCurrent,71457000.000,67799000.000,56304000.000,49336000.000,44545000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,13890000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,13903000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,22363000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,8472000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,8480000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,22383000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,5000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,25000.000
CapitalLeaseObligationsNoncurrent,115000.000,92000.000,82000.000,73000.000,63000.000
CashAndCashEquivalentsAtCarryingValue,5080000.000,3705000.000,3832000.000,6897000.000,5888000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,75000.000,75000.000,75000.000,75000000.000,75000000.000
CommonStockSharesOutstanding,30397.000,30453.000,30507.000,30550000.000,30587000.000
CommonStockValue,303000.000,304000.000,305000.000,305000.000,306000.000
ContractualObligation,,,,,45100000.000
ConvertibleLongTermNotesPayable,10500000.000,10500000.000,10500000.000,10500000.000,10500000.000
ConvertibleSubordinatedDebtNoncurrent,23704000.000,23704000.000,23704000.000,23704000.000,22500000.000
FurnitureAndFixturesGross,,,,4113000.000,
InventoryFinishedGoodsNetOfReserves,,,,,1316000.000
InventoryNet,4917000.000,5183000.000,3639000.000,3093000.000,2263000.000
InventoryNoncurrent,,,,,674000.000
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,,,,,947000.000
InventoryValuationReserves,,,,,1300000.000
LeaseholdImprovementsGross,,,,10999000.000,
LiabilitiesAndStockholdersEquity,79632000.000,75280000.000,64809000.000,55819000.000,50809000.000
LiabilitiesCurrent,13184000.000,16031000.000,13278000.000,13471000.000,14963000.000
LiabilitiesNoncurrent,35814000.000,35800000.000,35760000.000,35406000.000,34152000.000
LongTermDebtCurrent,,,,,1204000.000
MachineryAndEquipmentGross,,,,28791000.000,
OtherAssetsNoncurrent,4023000.000,3592000.000,4777000.000,3139000.000,3217000.000
OtherLiabilitiesNoncurrent,1495000.000,1504000.000,1474000.000,1129000.000,1089000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000.000,5000.000,5000.000,5000000.000,5000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,5110000.000,6212000.000,4150000.000,3636000.000,3974000.000
PropertyPlantAndEquipmentGross,,,,43903000.000,
PropertyPlantAndEquipmentNet,4152000.000,3889000.000,3728000.000,3344000.000,3047000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,2192000.000,1942000.000,1942000.000,1940000.000,1941000.000
RestructuringReserve,,,,,70000.000
RetainageDeposit,,,,,2700000.000
RetainedEarningsAccumulatedDeficit,-215247000.000,-222782000.000,-231146000.000,-240970000.000,-246976000.000
SaleOfStockPricePerShare,,,,,1.350
ShortTermInvestments,46790000.000,39750000.000,31104000.000,26245000.000,22383000.000
StandardProductWarrantyAccrual,,,,,174000.000
StockholdersEquity,30634000.000,23449000.000,15771000.000,6942000.000,1694000.000
TreasuryStockValue,11645000.000,11723000.000,11783000.000,11811000.000,11811000.000
