,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,,433201.000,,,512777.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,2725161.000,3074992.000,,3354998.000,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,2618031.000,,,,,,3646910.000,3954039.000,,3556577.000,3788630.000,3891170.000,,,,,,3911392.000,2949076.000,2966246.000,,2815588.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,3730614.000,3386152.000,3472901.000,,,,,,
AccountsPayableCurrent,,,,,,,,,381526.000,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,341374.000,,,,398636.000,,,,443910.000,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,306564.000,,,,,,,,,
AccruedLiabilities,,2144048.000,,,2869631.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,3091574.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,3638325.000,,,,3306185.000,,,,2119910.000,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,8875.000,14829.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,28163.000,28874.000,,,31235.000,,,,33743.000,,,,34590.000,,,,34590.000,
AdditionalPaidInCapital,27017395.000,27717705.000,28070281.000,28205997.000,28291884.000,28482389.000,28969476.000,29571909.000,31208208.000,31563108.000,32139432.000,32614083.000,33433153.000,34701691.000,35705748.000,36341515.000,37024381.000,37744320.000,47322017.000,47780610.000,48555010.000,48749353.000
Assets,97433.000,30515.000,26499.000,11626.000,9341.000,22778.000,196830.000,34305.000,116382.000,133600.000,185768.000,153514.000,188205.000,429863.000,246341.000,204306.000,299794.000,448668.000,971912.000,536930.000,283328.000,67904.000
AssetsCurrent,90296.000,20379.000,18144.000,6178.000,4604.000,18752.000,191824.000,30151.000,113027.000,131044.000,184011.000,152526.000,187358.000,429157.000,245776.000,203882.000,299794.000,448668.000,971912.000,536930.000,283328.000,67904.000
CapitalLeaseObligationsCurrent,2952.000,2009.000,1036.000,,,,,,,,,,,,,,,,,,,
Cash,,,,,,,,,,,,,,,,,,,,,,191764.000
CashAndCashEquivalentsAtCarryingValue,22529.000,11957.000,5751.000,426.000,2110.000,13402.000,174480.000,13107.000,104389.000,77556.000,56517.000,69614.000,97403.000,137799.000,40191.000,37135.000,38458.000,6576.000,616602.000,357194.000,191764.000,193.000
CashCashEquivalentsAndShortTermInvestments,22529.000,11957.000,5751.000,426.000,2110.000,13402.000,174480.000,13107.000,104389.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000
CommonStockSharesIssued,125163888.000,141593004.000,151652724.000,169715370.000,184399565.000,196335946.000,211000115.000,221226262.000,251023302.000,257933695.000,269930362.000,286284438.000,308915682.000,332572976.000,,372241997.000,387538066.000,405041496.000,417090752.000,422907103.000,387538066.000,447924103.000
CommonStockSharesOutstanding,125163888.000,141593004.000,151652724.000,169715370.000,184399565.000,196335946.000,211000115.000,221226262.000,251023302.000,257933695.000,269930362.000,286284438.000,308915682.000,332572976.000,,372241997.000,387538066.000,405041496.000,417090752.000,422907103.000,387538066.000,447924103.000
CommonStockValue,125163.000,141593.000,151653.000,169715.000,184400.000,196336.000,211000.000,221226.000,251023.000,257934.000,269930.000,286285.000,308916.000,332573.000,356570.000,372242.000,387538.000,405041.000,417091.000,422907.000,442342.000,447925.000
CommonStockholdersEquity,,,,,-10883764.000,,,,-11250314.000,,,,,,,,,,,,,
ConvertibleNotesPayable,5565690.000,5806820.000,6138083.000,6223083.000,6237304.000,6463815.000,6319.000,79524.000,6593050.000,6499872.000,6352705.000,6282339.000,6182441.000,6346155.000,6287634.000,6192634.000,6154784.000,6184785.000,1549080.000,1549080.000,962739.000,962739.000
ConvertibleNotesPayableCurrent,25349.000,26921.000,42094.000,44622.000,10954.000,5952.000,6679815.000,6671920.000,47010.000,18017.000,6165.000,3562.000,12285.000,9580.000,1886.000,17783.000,16658.000,,,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,-8225.000,-27750.000,,
DeferredDiscountsFinanceChargesAndInterestIncludedInReceivables,,,,,,,,,,,,,,,,,,,,-7081.000,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,-3868.000,
DeferredRevenue,320000.000,320000.000,320000.000,,320000.000,320000.000,,320000.000,320000.000,,,320000.000,320000.000,320000.000,320000.000,320000.000,320000.000,320000.000,320000.000,320000.000,320000.000,320000.000
DeferredRevenueCurrent,,,,,,,320000.000,,,320000.000,320000.000,,,,,,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,1050000.000,,,,1050000.000,,,,1050000.000,,,,1050000.000,,,,1050000.000,
DeferredTaxAssetsGross,,,,,9450000.000,,,,9950000.000,,,,10450000.000,,,,11030000.000,,,,11540000.000,
DeferredTaxAssetsNet,,,,,0.000,,,,0.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,,9980000.000,,,,10490000.000,
DeferredTaxAssetsValuationAllowance,,,,,-9450000.000,,,,-9950000.000,,,,-10450000.000,,,,-11030000.000,,,,-11540000.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-36703743.000,-37627290.000,-38296018.000,-38936411.000,39331614.000,39715410.000,40531325.000,41673305.000,42681111.000,43001269.000,43622790.000,44187310.000,,,,,,,,,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,47558.000,,,,
DueToRelatedPartiesCurrent,,,,,,,25907.000,5989.000,,,631945.000,631945.000,623445.000,616320.000,597061.000,585578.000,566507.000,558053.000,,,,
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,,,,29585.000,,4001.000
InterestPayable,133737.000,139373.000,147404.000,177329.000,189986.000,206431.000,,,,,,,,,,,,,,,,
InterestPayableCurrent,,,,,,,214111.000,228142.000,,260011.000,275946.000,290706.000,,,,,,,,,,
Liabilities,9687052.000,9826941.000,10129017.000,,10893105.000,11087897.000,11576113.000,11942909.000,11366696.000,11342261.000,11427630.000,11468890.000,11470684.000,11390795.000,10976225.000,10977437.000,11166071.000,11420616.000,4946779.000,4939493.000,3996121.000,4298481.000
LiabilitiesAndStockholdersEquity,97433.000,30515.000,26499.000,11626.000,9341.000,22778.000,196830.000,34305.000,116382.000,133600.000,185768.000,153514.000,188205.000,429863.000,246341.000,204306.000,299794.000,448668.000,971912.000,536930.000,283328.000,67904.000
LiabilitiesCurrent,9687052.000,9826941.000,10129017.000,10600759.000,10893105.000,11087897.000,11576113.000,11942909.000,11366696.000,11342261.000,11427630.000,11468890.000,11470684.000,11390795.000,10976225.000,10977437.000,11166071.000,11420616.000,4946779.000,4939493.000,3996121.000,4298481.000
NotesPayable,177227.000,177227.000,,,,,,,,,,,,,,,,,,,,
NotesPayableCurrent,130184.000,46248.000,46250.000,47250.000,49850.000,51349.000,51106.000,51350.000,51350.000,,,,46250.000,,,,36250.000,36250.000,36250.000,96253.000,,
NotesPayableRelatedPartiesClassifiedCurrent,651519.000,659445.000,659445.000,659445.000,659445.000,659445.000,631945.000,631945.000,631945.000,631945.000,5989.000,2918.000,,,,,,,,,,
NotesPayableRelatedPartiesCurrent,62363.000,71649.000,49544.000,54038.000,43158.000,25907.000,,,5989.000,5989.000,,,,,,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,321876.000,337242.000,352291.000,367051.000,,,,,
OtherAssets,4607.000,,,,,,,,,,,,,,,,,,,,,
OtherLiabilitiesCurrent,,,,,,,,,244252.000,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,,0.000,0.000,0.000,,,0.000,0.000,0.000
PrepaidExpense,41400.000,,,,,,,,,,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,6500.000,4306.000,,46666.000,106748.000,52541.000,55000.000,245533.000,173841.000,116283.000,237704.000,382037.000,263166.000,145773.000,57544.000,4577.000
PropertyPlantAndEquipmentGross,,,,,32900.000,,,,34590.000,,,,34590.000,,,,34590.000,,,,34590.000,
PropertyPlantAndEquipmentNet,7137.000,10136.000,8355.000,5448.000,4737.000,4026.000,5006.000,4154.000,3355.000,2556.000,1757.000,988.000,847.000,706.000,565.000,424.000,,,,,,
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,35438.000,,,,,,,,,,,,,,,,,,,,,
PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,,,40268.000,43176.000,,,,,,31534.000,32333.000,33602.000,,33884.000,,34166.000,,,,,,
RetainedEarningsAccumulatedDeficit,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,21304.000,-44974810.000,-45945458.000,-46742464.000,-47437150.000,-48228458.000,-49071571.000,-51664246.000,-52556351.000,-52660416.000,-53378126.000
SecuredDebt,,,,2835025.000,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,4425000.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.040,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,,0.040,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,0.040,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,4425000.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.040,,,,,,,,,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,,0.500,,,,,,,,,,,,,,,,,
ShortTermNonBankLoansAndNotesPayable,,,,,,,,,51350.000,49850.000,46250.000,46250.000,46250.000,46250.000,46250.000,36250.000,36250.000,36250.000,36250.000,96253.000,112784.000,36250.000
StockholdersEquity,-9589619.000,-9796426.000,-10102518.000,-10589133.000,-10883764.000,-11065119.000,-11379283.000,-11908604.000,-11250314.000,-11208661.000,-11241862.000,-11315376.000,-11282479.000,-10960932.000,-10729884.000,-10773131.000,-10866277.000,-10971948.000,-3974867.000,-4402563.000,-3712793.000,-4230577.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-9589619.000,-9796426.000,-10102518.000,,-10883764.000,-11065119.000,-11379283.000,-11908604.000,-11250314.000,-11208661.000,-11241862.000,-11315376.000,-11282479.000,-10960932.000,-10729884.000,-10773131.000,-10866277.000,-10971948.000,-3974867.000,-4402563.000,-3712793.000,-4230577.000
