,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,4000.000,,,,,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,237000.000,224000.000,163000.000,716000.000,248000.000,141000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1059000.000,1071000.000,1127000.000,,1213000.000,1673000.000
AllocatedShareBasedCompensationExpense,,1100000.000,1100000.000,,1338000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,699000.000,-10299000.000
ComprehensiveIncomeNetOfTax,,5577000.000,6175000.000,5003000.000,4937000.000,5741000.000
CostOfRevenue,226928000.000,273165000.000,276035000.000,315948000.000,355517000.000,390800000.000
CurrentFederalTaxExpenseBenefit,,2799000.000,2873000.000,2693000.000,2779000.000,2515000.000
CurrentForeignTaxExpenseBenefit,,201000.000,49000.000,219000.000,231000.000,357000.000
CurrentIncomeTaxExpenseBenefit,,3536000.000,2937000.000,2991000.000,3071000.000,2927000.000
CurrentStateAndLocalTaxExpenseBenefit,,536000.000,15000.000,79000.000,61000.000,55000.000
DeferredFederalIncomeTaxExpenseBenefit,,54000.000,13000.000,6000.000,-40000.000,102000.000
DeferredIncomeTaxExpenseBenefit,272000.000,64000.000,82000.000,7000.000,-43000.000,105000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,10000.000,69000.000,1000.000,-3000.000,3000.000
DefinedContributionPlanCostRecognized,,166000.000,182000.000,194000.000,211000.000,211000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.500,0.500,0.500,0.500,0.500
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.060,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.060,0.060,0.060,0.060
Depreciation,321000.000,,,,,
DepreciationDepletionAndAmortization,,302000.000,274000.000,226000.000,253000.000,296000.000
DirectOperatingCosts,,8079000.000,7997000.000,8764000.000,9988000.000,9576000.000
DividendsCommonStockCash,2988000.000,2991000.000,3014000.000,3230000.000,3242000.000,3199000.000
EarningsPerShareBasic,1.260,1.230,1.440,1.240,1.260,1.310
EarningsPerShareDiluted,1.200,1.190,1.410,1.230,1.250,1.310
