,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-12431000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,29312000.000,28100000.000,16285000.000,13949000.000,15342000.000,18880000.000,16908000.000
AdvertisingExpense,,41000000.000,59100000.000,45000000.000,40000000.000,,
AllocatedShareBasedCompensationExpense,,28100000.000,16285000.000,13949000.000,15342000.000,18880000.000,16908000.000
AmortizationOfIntangibleAssets,3739000.000,2242000.000,2501000.000,2552000.000,2994000.000,2096000.000,1839000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,2074000.000,1347000.000,1243000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,935712.000,1364703.000,1251927.000,1551511.000,2737573.000,3254259.000
AssetImpairmentCharges,5288000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-75026000.000,,,,-19462000.000,-38003000.000,-49351000.000
CommonStockDividendsPerShareDeclared,2.680,0.800,2.000,0.800,0.900,0.900,0.900
ComprehensiveIncomeNetOfTax,,250881000.000,199480000.000,142094000.000,-18694000.000,50862000.000,19426000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,5266000.000,3064000.000,3473000.000,473000.000,1303000.000,580000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,256147000.000,202544000.000,145567000.000,-18221000.000,52165000.000,20006000.000
CostOfGoodsSold,1397062000.000,1523763000.000,1591482000.000,1593652000.000,1549788000.000,1416881000.000,1464328000.000
CurrentFederalTaxExpenseBenefit,,84994000.000,42365000.000,61239000.000,37802000.000,23618000.000,8212000.000
CurrentForeignTaxExpenseBenefit,,32975000.000,30775000.000,25611000.000,9756000.000,14259000.000,17055000.000
CurrentStateAndLocalTaxExpenseBenefit,,11607000.000,5853000.000,6202000.000,6242000.000,3864000.000,2537000.000
DeferredCompensationArrangementWithIndividualEmployerContribution,,,,,,1500000.000,
DeferredFederalIncomeTaxExpenseBenefit,,-3136000.000,10943000.000,-20294000.000,-8566000.000,4038000.000,-636000.000
DeferredForeignIncomeTaxExpenseBenefit,,2444000.000,7698000.000,4117000.000,3852000.000,-3019000.000,2044000.000
DeferredIncomeTaxExpenseBenefit,11848000.000,-885000.000,7303000.000,-17804000.000,-7976000.000,723000.000,408000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-193000.000,1494000.000,-1627000.000,-3262000.000,-296000.000,-1000000.000
DefinedBenefitPlanActuarialGainLoss,,,3508000.000,1751000.000,,,-1004000.000
DefinedBenefitPlanActuarialNetGainsLosses,,-9342000.000,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,-2048000.000,-3340000.000,-1108000.000,,,-341000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,-3300000.000,-1100000.000,,,,
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,,600000.000,600000.000,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,940000.000,620000.000,194000.000,,,-28000.000
DefinedBenefitPlanBenefitsPaid,,,,,,,4114000.000
DefinedBenefitPlanContributionsByPlanParticipants,,,,,,,1805000.000
DefinedBenefitPlanCurtailments,,1242000.000,0.000,0.000,,,
