,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,5464000.000,7736000.000,8007000.000,5875000.000,6926000.000,7689000.000,9593000.000,5441000.000,7697000.000,10667000.000,11582000.000,6939000.000,8955000.000,11582000.000
AccountsReceivableNet,2328000.000,2925000.000,,,,,,,5047000.000,5304000.000,6467000.000,5627000.000,5505000.000,5809000.000
AccountsReceivableRelatedParties,904000.000,806000.000,645000.000,837000.000,1223000.000,1054000.000,821000.000,1019000.000,1076000.000,1045000.000,693000.000,921000.000,1057000.000,985000.000
AccumulatedDistributionsInExcessOfNetIncome,70896000.000,72098000.000,73197000.000,74274000.000,75156000.000,77360000.000,79850000.000,74688000.000,76943000.000,79603000.000,79352000.000,82115000.000,84921000.000,87977000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-183000.000,-91000.000,,,,,,,,,,,,
AdditionalPaidInCapital,191663000.000,191746000.000,191889000.000,191996000.000,192246000.000,245184000.000,245403000.000,245670000.000,246009000.000,306125000.000,306423000.000,306733000.000,307138000.000,307479000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,976000.000,990000.000,1039000.000,,,
Assets,312828000.000,330173000.000,330610000.000,329878000.000,330957000.000,339470000.000,397394000.000,360244000.000,389526000.000,445783000.000,446581000.000,438702000.000,459552000.000,483718000.000
BelowMarketLeaseAccumulatedAmortization,,,,,,,,,,,2195000.000,,,
BelowMarketLeaseAmortizationIncomeNextTwelveMonths,,,,,,,,,,,350000.000,,,
BelowMarketLeaseAmortizationIncomeYearFive,,,,,,,,,,,19000.000,,,
BelowMarketLeaseAmortizationIncomeYearFour,,,,,,,,,,,-3000.000,,,
BelowMarketLeaseAmortizationIncomeYearThree,,,,,,,,,,,27000.000,,,
BelowMarketLeaseAmortizationIncomeYearTwo,,,,,,,,,,,259000.000,,,
BelowMarketLeaseGross,,,,,,,,,,,10076000.000,,,
BelowMarketLeaseNet,,,,,,,,,,,652000.000,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,42760000.000,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,547000.000,164000.000,164000.000,164000.000
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,,7993000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationBuildings,,,,,,,49887000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,,-1778000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLand,,,,,,,9056000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,,,,,,23400000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherAssets,,,,,,,10000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,,,,,,,,,33068.000,33068000.000,,13252000.000,29600000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,63156000.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,991.000,,,,
