,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,483530000.000,481977000.000,473472000.000,543193000.000,454748000.000,491704000.000,514479000.000,587652000.000,516526000.000,550959000.000,528173000.000,578333000.000,558756000.000,560591000.000,552412000.000,587755000.000,,,,,,,,,,
AccountsReceivableGrossCurrent,,112661000.000,111562000.000,111637000.000,119310000.000,124825000.000,113423000.000,117853000.000,121783000.000,113806000.000,114300000.000,113015000.000,111315000.000,116703000.000,110290000.000,,,102334000.000,104486000.000,98740000.000,93016000.000,102266000.000,108110000.000,105737000.000,102130000.000,109562000.000
AccountsReceivableNetCurrent,100744000.000,100834000.000,96905000.000,101705000.000,108335000.000,113705000.000,102963000.000,106142000.000,107875000.000,101203000.000,102778000.000,103937000.000,103872000.000,109117000.000,102646000.000,220579000.000,,95216000.000,97528000.000,92622000.000,86615000.000,95292000.000,100667000.000,97079000.000,93606000.000,100992000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1166228000.000,1214289000.000,1261643000.000,1309945000.000,1362910000.000,1416283000.000,1469724000.000,1511619000.000,1566485000.000,1612644000.000,1657116000.000,1707995000.000,1751320000.000,1801189000.000,1849566000.000,1896800000.000,1947206000.000,2000532000.000,2034018000.000,2086049000.000,2120122000.000,1628857000.000,1425117000.000,1476482000.000,1537615000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5794000.000,288000.000,398000.000,71000.000,15000.000,33000.000,33000.000,120000.000,-52000.000,-161000.000,-172000.000,-308000.000,-190000.000,-230000.000,-288000.000,-402000.000,-402000.000,-411000.000,-502000.000,-502000.000,-53000.000,-68000.000,-82000.000,-139000.000,-156000.000,2607000.000
AdditionalPaidInCapital,10433396000.000,10449974000.000,10466078000.000,10484400000.000,10522080000.000,10551868000.000,10618579000.000,10345566000.000,9946701000.000,9330188000.000,8828077000.000,8674129000.000,8607329000.000,7221372000.000,6767781000.000,6771554000.000,6243166000.000,5710484000.000,5147121000.000,4783795000.000,4208743000.000,3826370000.000,3597256000.000,3117666000.000,2774189000.000,2448057000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,11827000.000,14657000.000,9932000.000,10975000.000,11120000.000,10460000.000,11711000.000,13908000.000,12603000.000,11522000.000,9078000.000,7443000.000,7586000.000,7644000.000,,,7118000.000,6958000.000,6118000.000,6401000.000,6974000.000,7443000.000,8658000.000,8524000.000,8570000.000
Assets,7229420000.000,7303785000.000,7324837000.000,7495996000.000,7501724000.000,9535081000.000,9155042000.000,9054843000.000,8643197000.000,8951186000.000,8906312000.000,8844780000.000,8734175000.000,8624534000.000,8449357000.000,8375509000.000,8550009000.000,8408071000.000,8140881000.000,8046662000.000,7928242000.000,8139845000.000,8422827000.000,8003595000.000,7931806000.000,8347704000.000
AssetsCurrent,878514000.000,965281000.000,1033202000.000,1276954000.000,1337094000.000,2194415000.000,1862728000.000,1828182000.000,1599253000.000,1943963000.000,1951265000.000,1419013000.000,1377785000.000,1370118000.000,1259452000.000,1549746000.000,1803744000.000,1630366000.000,1416122000.000,561889000.000,562153000.000,933377000.000,1041369000.000,642649000.000,675732000.000,495237000.000
BuildingsAndImprovementsGross,,56887000.000,56952000.000,57185000.000,57200000.000,57200000.000,57415000.000,,,,,,,,,,,,,,,,,,,
