,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsAndOtherReceivablesNetCurrent,,,8200000.000,,,,6700000.000,,,,10700000.000,,,,12400000.000,,,,17000000.000,,,,32500000.000,
AccountsPayableAndAccruedLiabilitiesCurrent,281700000.000,241800000.000,281100000.000,245500000.000,265000000.000,247100000.000,287700000.000,238400000.000,264600000.000,259700000.000,298200000.000,273800000.000,356900000.000,297500000.000,420300000.000,422000000.000,453900000.000,436200000.000,437600000.000,420700000.000,468000000.000,598700000.000,597400000.000,618100000.000
AccountsPayableTradeCurrent,,,165800000.000,,,,166900000.000,,,,197300000.000,,,,231700000.000,,,,227200000.000,221000000.000,271500000.000,297700000.000,339900000.000,
AccountsReceivableGrossCurrent,,,211600000.000,,,,199500000.000,,,,199500000.000,,,,299800000.000,,,,285500000.000,,,,380200000.000,
AccruedMarketingCostsCurrent,,,29600000.000,,,,27300000.000,,,,28400000.000,,,,31500000.000,,,,25200000.000,25300000.000,25700000.000,23000000.000,20600000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,463700000.000,,,,529900000.000,,,,557900000.000,,,,550200000.000,,,,649200000.000,,,,736700000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,8900000.000,,,,,,,-12400000.000,,,,-10100000.000,,,,-14400000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-15800000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6300000.000,-21600000.000,-24700000.000,-17200000.000,-24100000.000,-11400000.000,-12400000.000,-24400000.000,-28800000.000,-17000000.000,-16800000.000,-18500000.000,-10100000.000,-26000000.000,-51000000.000,-76800000.000,-54600000.000,-68300000.000,-76200000.000,-78800000.000,-90800000.000,-96000000.000,-117900000.000,-105700000.000
AdditionalPaidInCapital,43500000.000,41900000.000,42600000.000,43400000.000,44800000.000,46100000.000,40400000.000,41100000.000,42900000.000,43900000.000,44100000.000,44200000.000,46600000.000,47900000.000,46600000.000,47200000.000,50900000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,53000000.000,51200000.000,50800000.000,54600000.000,53100000.000,54200000.000,55300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,10400000.000,11100000.000,5700000.000,5900000.000,6600000.000,7000000.000,6800000.000,6100000.000,6100000.000,5100000.000,5800000.000,5700000.000,5300000.000,5400000.000,6500000.000,10200000.000,8700000.000,9500000.000,9200000.000,8600000.000,7900000.000,8900000.000,8800000.000,8400000.000
Assets,1593800000.000,1500700000.000,1508900000.000,1488000000.000,1528700000.000,1534000000.000,1565900000.000,1500100000.000,1546100000.000,1560400000.000,1426100000.000,1454200000.000,1707100000.000,1573500000.000,3107700000.000,3033600000.000,3073500000.000,2975300000.000,2887300000.000,2927600000.000,3615000000.000,4114400000.000,3939700000.000,4417300000.000
AssetsCurrent,599000000.000,534800000.000,550900000.000,525200000.000,576900000.000,587200000.000,625100000.000,573800000.000,597000000.000,619600000.000,505100000.000,547700000.000,651700000.000,553600000.000,724100000.000,681300000.000,753100000.000,680600000.000,638600000.000,652000000.000,1364200000.000,936800000.000,853200000.000,1327700000.000
AssetsFairValueDisclosure,,,1400000.000,,,,200000.000,10300000.000,10200000.000,10000000.000,,,,,,,,,,,,,,
