,2012-02-29,2013-02-28,2014-02-28,2015-02-28
AdjustmentsToAdditionalPaidInCapitalOther,,,3191.000,3767.000
CashPaidForCapitalizedInterest,0.000,,,
CashPeriodIncreaseDecrease,0.000,0.000,,
CostsAndExpensesRelatedParty,,9080.000,3191.000,3767.000
DividendsSharebasedCompensationStock,1000.000,1000.000,,
EarningsPerShareBasicAndDiluted,,,-0.800,-0.260
EffectiveIncomeTaxRateContinuingOperations,,,,0.390
GeneralAndAdministrativeExpense,179.000,0.000,100.000,100.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.300,,,
IncomeLossFromContinuingOperationsPerBasicShare,,-0.910,,
IncomeTaxesPaid,0.000,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,4822.000,-1213.000
InterestPaid,,0.000,,
NetCashProvidedByUsedInFinancingActivities,2793.000,9080.000,3191.000,3767.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2793.000,9080.000,3191.000,3767.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,
NetCashProvidedByUsedInOperatingActivities,-2793.000,-9080.000,-3191.000,-3767.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2793.000,-9080.000,-3191.000,-3767.000
NetIncomeLoss,,,-8013.000,-2554.000
OperatingExpenses,,,8013.000,2554.000
OperatingIncomeLoss,-3038.000,-9080.000,-8013.000,-2554.000
OtherComprehensiveIncomeLossNetOfTax,-3038.000,,,
ProfessionalFees,2859.000,9080.000,7913.000,2454.000
ProfitLoss,,-9080.000,,
Revenues,0.000,0.000,,
SalesRevenueNet,0.000,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,10000.000,10000.000
WeightedAverageNumberOfSharesOutstandingBasic,10000.000,10000.000,,
