,2011-12-31,2012-12-31
AssetImpairmentCharges,,-1529536.000
CashAcquiredFromAcquisition,,41077.000
CashAndCashEquivalentsPeriodIncreaseDecrease,13030.000,-4282.000
CommonStockShareSubscriptionsButUnissuedValue,,55051.000
CostOfGoodsAndServicesSold,-162776.000,-159823.000
CurrentFederalTaxExpenseBenefit,,7598000.000
CurrentIncomeTaxExpenseBenefit,0.000,
CurrentStateAndLocalTaxExpenseBenefit,,1235000.000
DeferredIncomeTaxExpenseBenefit,0.000,
DepreciationDepletionAndAmortization,0.000,
EarningsPerShareBasicAndDiluted,-0.060,-0.180
EmployeeBenefitsAndShareBasedCompensation,,127771.000
GainsLossesOnExtinguishmentOfDebt,-116492.000,
GoodwillImpairmentLoss,-1228856.000,0.000
GrossProfit,336841.000,321745.000
ImpairmentOfLeasehold,,1529536.000
ImpairmentOfLongLivedAssetsHeldForUse,,1529536.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-5431051.000,-22348913.000
IncomeTaxExpenseBenefit,,0.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000
IncomeTaxesPaidNet,0.000,0.000
IncreaseDecreaseInAccountsPayable,-128418.000,791472.000
IncreaseDecreaseInAccountsReceivable,30659.000,203804.000
IncreaseDecreaseInAccruedInterestReceivableNet,-129413.000,0.000
IncreaseDecreaseInDeferredRevenue,47087.000,-47087.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-14458.000,696385.000
IncreaseDecreaseInInterestPayableNet,21897.000,4101040.000
IncreaseDecreaseInOtherAccruedLiabilities,-546.000,20247.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1386.000,248973.000
InterestExpense,-156904.000,-8343743.000
InterestPaid,0.000,270250.000
InvestmentIncomeInterest,176527.000,6200.000
LiabilitiesAssumed1,,21427119.000
LitigationSettlementExpense,,0.000
NetCashProvidedByUsedInFinancingActivities,6021059.000,13281936.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6021059.000,13281936.000
NetCashProvidedByUsedInInvestingActivities,-5172646.000,-1450207.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5172646.000,-1450207.000
NetCashProvidedByUsedInOperatingActivities,-835383.000,-11836011.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-835383.000,-11836011.000
NetIncomeLoss,-5431051.000,-22348913.000
NonoperatingIncomeExpense,-4281217.000,-9019616.000
OperatingIncomeLoss,-1149834.000,-13329297.000
OriginationOfNotesReceivableFromRelatedParties,-1117400.000,
OtherNonoperatingIncomeExpense,,518458.000
PaymentsForPurchaseOfOtherAssets,,-34454.000
PaymentsToAcquireMineralRights,-4536.000,0.000
PaymentsToAcquireNotesReceivable,-5302621.000,-100000.000
PaymentsToAcquirePropertyPlantAndEquipment,,-1356830.000
ProceedsFromIssuanceOfCommonStock,89904.000,
ProceedsFromIssuanceOfDebt,,9455472.000
ProceedsFromIssuanceOfLongTermDebt,0.000,
ProceedsFromIssuanceOrSaleOfEquity,,0.000
ProceedsFromNotesPayable,3009000.000,
ProceedsFromRepaymentsOfBankOverdrafts,-45654.000,0.000
ProceedsFromSaleOfNotesReceivable,0.000,
ProfitLoss,,-22348913.000
ProvisionForDoubtfulAccounts,,100000.000
RepaymentOfNotesReceivableFromRelatedParties,1251911.000,0.000
RepaymentsOfDebt,,-2759284.000
RepaymentsOfNotesPayable,-521000.000,
Revenues,499617.000,481568.000
SalesRevenueNet,499617.000,481568.000
SellingGeneralAndAdministrativeExpense,-1486675.000,-13651042.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,-7279000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,126938970.000
