,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,2036000.000,,,,4748000.000
AmortizationOfFinancingCosts,,,310000.000,,,,-982000.000,,,729000.000,,,,917000.000
AmortizationOfIntangibleAssets,,,,,,,,,,400000.000,600000.000,600000.000,1000000.000,300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,1746210.000,,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,,460000.000,370000.000,372000.000,362000.000,444000.000
BusinessCombinationAcquisitionRelatedCosts,982000.000,711000.000,2591000.000,2405000.000,2741000.000,817000.000,1364000.000,6376000.000,304000.000,3316000.000,290000.000,1684000.000,1507000.000,1273000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,19218000.000,,,,301765000.000,,,-94161000.000,,,,12715000.000
ComprehensiveIncomeNetOfTax,,,-49980000.000,12255000.000,25110000.000,-5663000.000,-11201000.000,859000.000,12090000.000,-19920000.000,12987000.000,43936000.000,326000.000,-51381000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-2270000.000,1946000.000,1243000.000,-4000.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-52250000.000,14201000.000,26353000.000,-5667000.000,-86136000.000,1097000.000,26566000.000,-40126000.000,21082000.000,59855000.000,6337000.000,-53990000.000
ConversionOfStockAmountConverted1,,,,,,,,,,,,,,5753000.000
CostOfGoodsAndServicesSold,181843000.000,225283000.000,128675000.000,231762000.000,285497000.000,241226000.000,139421000.000,213236000.000,266780000.000,156548000.000,252562000.000,286652000.000,238519000.000,192339000.000
CostOfGoodsSold,115960000.000,145605000.000,89019000.000,155984000.000,184573000.000,169156000.000,119791000.000,163632000.000,207500000.000,132494000.000,202091000.000,224927000.000,192185000.000,166968000.000
CostOfRevenue,,,,,,,158269000.000,249170000.000,312399000.000,176888000.000,285200000.000,335879000.000,274103000.000,217572000.000
CostOfServices,65883000.000,79678000.000,39656000.000,75778000.000,100924000.000,72070000.000,19630000.000,49604000.000,59280000.000,24054000.000,50471000.000,61725000.000,46334000.000,25371000.000
DebtIssuanceCosts,,,,,,,,,,5001000.000,,,,699000.000
DeferredIncomeTaxExpenseBenefit,,,-525000.000,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,-17000.000,,,,-2354000.000
DepreciationDepletionAndAmortization,,,,,,,,,,31900000.000,37038000.000,39055000.000,39743000.000,39304000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,26000.000,-160000.000,20000.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,304000.000,203000.000,323000.000,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,-0.010,0.390,,,,,
EarningsPerShareDiluted,,,,,,,,-0.010,0.390,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,446000.000,,,,100000.000
GainLossOnDispositionOfAssets1,,,48000.000,,,,1834000.000,,,1683000.000,,,,1665000.000
GeneralAndAdministrativeExpense,39392000.000,33822000.000,35488000.000,34867000.000,35517000.000,44860000.000,67234000.000,39711000.000,42539000.000,45370000.000,75644000.000,64194000.000,58654000.000,58468000.000
GoodwillAcquiredDuringPeriod,,,144910000.000,,,,,,,136498000.000,,,,65395000.000
GoodwillTranslationAdjustments,,,,,,,,,,2851000.000,,,,427000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,482000.000,24515000.000,-53644000.000,12968000.000,27072000.000,268000.000,-84305000.000,-6070000.000,31160000.000,-50700000.000,20449000.000,62415000.000,8663000.000,-57286000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-244000.000,22950000.000,-53048000.000,13832000.000,28110000.000,4753000.000,-79837000.000,-725000.000,33815000.000,,21505000.000,61106000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-26000.000,-160000.000,-20000.000,369000.000,7000.000,-285000.000,,758000.000,57000.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,0.010,0.000,,,,,
IncomeTaxExpenseBenefit,-726000.000,1565000.000,-596000.000,-864000.000,-1038000.000,-4485000.000,-4468000.000,-5345000.000,-2655000.000,-8166000.000,-1056000.000,1309000.000,2614000.000,-2178000.000
IncomeTaxesPaid,,,795000.000,,,,453000.000,,,269000.000,,,,230000.000
IncreaseDecreaseInAccountsPayable,,,-10239000.000,,,,-10045000.000,,,-618000.000,,,,4169000.000
IncreaseDecreaseInAccountsReceivable,,,-16989000.000,,,,-30309000.000,,,-22281000.000,,,,-13847000.000
IncreaseDecreaseInAccruedLiabilities,,,-9620000.000,,,,-20669000.000,,,-17890000.000,,,,-20664000.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,-2728000.000,,,,-649000.000,,,-2552000.000,,,,-2703000.000
IncreaseDecreaseInInventories,,,13377000.000,,,,21413000.000,,,25612000.000,,,,24677000.000
IncreaseDecreaseInOtherCurrentAssets,,,-9000.000,,,,303000.000,,,9583000.000,,,,-1494000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,-3202000.000,,,,-755000.000,,,-351000.000,,,,726000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-2044000.000,,,,-203000.000,,,-1103000.000,,,,1369000.000
IncreaseDecreaseInUnbilledReceivables,,,,,,,1662000.000,,,1981000.000,,,,7480000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,43478.000,,,,,
