,2011-03-26,2011-06-25,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28
AccountsPayableCurrent,595293000.000,649017000.000,627453000.000,654918000.000,612556000.000,607421000.000,615232000.000,699636000.000,591949000.000,585095000.000,573838000.000
AccountsReceivableGrossCurrent,,,,27000000.000,,,,30000000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,910017000.000,925107000.000,924341000.000,943701000.000,954284000.000,945013000.000,978543000.000,986611000.000,988186000.000,988089000.000,997420000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,157000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-325577000.000,,,,-288450000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,135759000.000,,,,150929000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-89884000.000,-71165000.000,-94383000.000,-189661000.000,-174746000.000,-184978000.000,-167187000.000,-137521000.000,-135104000.000,-152059000.000,-139021000.000
AdditionalPaidInCapital,989418000.000,1003183000.000,1011793000.000,1015374000.000,1016015000.000,1018570000.000,1021100000.000,1018667000.000,1019248000.000,1015496000.000,1011080000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,3900000.000,,,,4300000.000,,,
Assets,3966553000.000,4014320000.000,4002981000.000,4069275000.000,4055196000.000,3983393000.000,3732191000.000,3784315000.000,3624411000.000,3550921000.000,3428686000.000
AssetsCurrent,1904970000.000,1960536000.000,1950996000.000,1938974000.000,1934863000.000,1900519000.000,1950808000.000,1983884000.000,1996083000.000,1931128000.000,1878709000.000
AssetsNoncurrent,,,,2130301000.000,,,,1800431000.000,,,
BuildingsAndImprovementsGross,489357000.000,494664000.000,487539000.000,484900000.000,489330000.000,482293000.000,491049000.000,501055000.000,497815000.000,494694000.000,498238000.000
CashAndCashEquivalentsAtCarryingValue,444091000.000,458292000.000,485426000.000,427111000.000,501329000.000,444504000.000,506022000.000,495056000.000,579156000.000,541991000.000,504201000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,10960412.000,,,,9352668.000,,,
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500
CommonStockSharesAuthorized,200000000.000,20000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,,,86158662.000,,,,86883521.000,,,
CommonStockSharesOutstanding,85967898.000,86004280.000,86089903.000,86158662.000,86574354.000,86624170.000,86716145.000,86883521.000,86984543.000,87136058.000,87433875.000
CommonStockValue,214920000.000,215011000.000,215224000.000,215397000.000,216440000.000,216560000.000,216790000.000,217209000.000,217461000.000,217840000.000,218585000.000
CostMethodInvestments,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,91693000.000,87305000.000,40896000.000
CostMethodInvestmentsFairValueDisclosure,,,,,,,,,206854000.000,151763000.000,85411000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,476000.000,,,
DeferredGainOnSaleOfProperty,,,,,,,,,,,42008000.000
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,,,,63382000.000,65017000.000,40564000.000,63679000.000,68568000.000,66255000.000,68660000.000,59431000.000
DeferredTaxAssetsGross,,,,986617000.000,,,,476027000.000,,,
DeferredTaxAssetsInventory,,,,4216000.000,,,,6258000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,425927000.000,,,,172637000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,55488000.000,,,,63878000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,370439000.000,,,,108759000.000,,,
