,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,86699.000,115654.000,280792.000,131916.000,,,,122415.000,,,,,,,,
AccountsPayableCurrent,159744.000,,,,,135248.000,251621.000,,,205037.000,141069.000,101900.000,162707.000,121307.000,236059.000,85279.000,198760.000
AccountsReceivableNet,238965.000,253069.000,264908.000,486678.000,239497.000,238515.000,321117.000,,186624.000,149671.000,132780.000,160042.000,164633.000,129712.000,138084.000,71630.000,82222.000
AccountsReceivableRelatedParties,,,,,,,,0.000,0.000,0.000,,,,,,,
AccruedLiabilitiesCurrent,10711.000,,,,,10791.000,,,,19225.000,21883.000,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,6380.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-957193.000,-981691.000,-1006825.000,-1041598.000,-1042987.000,-1063326.000,1080443.000,,-1116369.000,-1071802.000,-1091447.000,-1106551.000,1126154.000,1134549.000,1151005.000,1167460.000,1167460.000
AdditionalPaidInCapital,1544268.000,1544268.000,1544268.000,1571708.000,1669278.000,1899773.000,1899773.000,,1899773.000,1899773.000,1899773.000,1899781.000,1899781.000,1917729.000,2035328.000,2035328.000,2035328.000
AllowanceForDoubtfulAccountsReceivable,,,,,5000.000,,5000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,5000.000,5000.000,5000.000,7877.000,7877.000,7633.000,6539.000,7267.000,7267.000,7267.000
Assets,2185896.000,2120203.000,2120554.000,1981891.000,1879946.000,1944206.000,2041210.000,,1837511.000,1671282.000,1531068.000,1576318.000,1610915.000,1584610.000,1760083.000,1619758.000,1713525.000
AssetsCurrent,1393543.000,1355335.000,1360055.000,1468595.000,1363585.000,1373997.000,1474372.000,,1257237.000,1046054.000,905965.000,968548.000,1022788.000,981870.000,1158657.000,1023380.000,1098240.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,42000.000,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,177151.000,180923.000,183361.000,183361.000,194624.000
CashAndCashEquivalentsAtCarryingValue,191285.000,129259.000,126452.000,79879.000,92706.000,174650.000,151286.000,,72050.000,36836.000,37223.000,63714.000,73826.000,87315.000,94827.000,36166.000,96559.000
CashEquivalentsAtCarryingValue,191285.000,129259.000,126452.000,79879.000,92706.000,174650.000,151286.000,76132.000,72050.000,36836.000,37223.000,63714.000,,,,,
CashFDICInsuredAmount,,,,,,,,,,,,,,250000.000,,,
CommonStockParOrStatedValuePerShare,,,,,,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,8.000,8.000,8.000,8.000,8.000,8.000,8.000,,8.000,8.000,8.000,,0.000,-53.000,-8.000,-8.000,-8.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,,,560000.000,,,,0.000,,,15221647.000,15266647.000,17666647.000,17666647.000,15221647.000
CommonStockSharesOutstanding,12131797.000,12232.000,12131797.000,12791797.000,,15221647.000,15221647.000,,15221647.000,15221647.000,15221647.000,15221647.000,15221647.000,15266647.000,17666647.000,17666647.000,15221647.000
CommonStockSharesSubscribedButUnissued,8150.000,8150.000,8.000,8150.000,,8150.000,8150.000,,8150.000,8150.000,8150.000,8150.000,8150.000,53150.000,8150.000,8150.000,8150.000
CommonStockValue,12232.000,12232.000,12232.000,12792.000,15222.000,15222.000,15222.000,,,,,,15222.000,15222.000,17667.000,17667.000,17667.000
CommonStockValueOutstanding,,,,,,,,,15222.000,15222.000,15222.000,15222.000,,,,,
CustomerDepositsCurrent,,,,,,115011.000,24759.000,,108388.000,13166.000,14266.000,87459.000,24301.000,19857.000,16025.000,0.000,0.000
DeferredIncomeTaxesAndOtherAssetsCurrent,53567.000,51787.000,49883.000,198708.000,235631.000,,189308.000,,191898.000,246163.000,249033.000,248147.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,246163.000,245233.000,249061.000,250050.000,257465.000
DeferredTaxAssetsNet,,,,,,,,,,,,,,245233.000,,,
DueToRelatedParties,128121.000,124888.000,121334.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,100000.000,100000.000,100000.000,100000.000,,96233.000,94815.000,85169.000,77901.000,73701.000,65784.000,48992.000,,
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,80992.000,80992.000
FixturesAndEquipmentGross,98458.000,97514.000,97514.000,93458.000,93458.000,93243.000,93243.000,,93243.000,78222.000,78222.000,78222.000,78222.000,78222.000,78222.000,78222.000,78222.000
Goodwill,253088.000,253088.000,253088.000,,,,,,,,,,,,,,
InterestPayableCurrent,,,,,,,,,,,,,,14960.000,,,
InventoryGross,938350.000,954844.000,958773.000,890576.000,917876.000,930672.000,,,,,,,,,,,
InventoryNet,,,,,,,,,,815192.000,706685.000,725417.000,750742.000,728500.000,783116.000,,
InventoryRawMaterials,,,,,,,849446.000,,812826.000,,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,,,,,,,,576589.000,,,785980.000,793389.000
InventoryWorkInProcess,,,,,,,122305.000,,185737.000,,,,,,,,
InventoryWorkInProcessAndRawMaterials,,,,,,,971751.000,,,,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,,,,,,,,,,174153.000,,,,
LandAndLandImprovements,,,,,,67959.000,,,,,,,,,,,
LandImprovements,,,,,,,,,,67959.000,67959.000,,,67959.000,67959.000,67959.000,67959.000
LeaseholdImprovementsGross,327644.000,328644.000,332778.000,334432.000,334432.000,266689.000,334648.000,,339533.000,274869.000,274869.000,342828.000,342828.000,274869.000,274869.000,274869.000,276151.000
Liabilities,298576.000,211587.000,236988.000,380792.000,231916.000,361050.000,358380.000,,327036.000,332243.000,262387.000,267260.000,260709.000,228288.000,301076.000,166271.000,279751.000
