,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccruedIncomeTaxes,0.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1612992.000,,,,1706203.000,,,,1461907.000,,,
AdditionalPaidInCapital,3288508.000,6114168.000,6120358.000,6122707.000,6124848.000,6128044.000,6130705.000,5924960.000,5553764.000,5558070.000,5501375.000,5503957.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,370091.000,469956.000,116360.000,287784.000,428485.000,318309.000,154777.000,292729.000,456353.000,362854.000,136145.000,302096.000
AdvancesFairValueDisclosure,5498149.000,5456078.000,5386135.000,5345245.000,5353750.000,5300718.000,5269611.000,5197375.000,5166470.000,5121540.000,5074357.000,5023962.000
AdvancesFromFederalHomeLoanBanks,5000000.000,,,,5000000.000,,,,5000000.000,,,
Assets,94111806.000,92679976.000,91411365.000,91739829.000,95571619.000,98136782.000,97278031.000,96774982.000,97189350.000,97420489.000,95461814.000,95475550.000
BadDebtReserveForTaxPurposesOfQualifiedLender,888000.000,,,,888000.000,,,,888000.000,,,
BuildingsAndImprovementsGross,1507409.000,,,,1613203.000,,,,1660034.000,,,
Capital,10276000.000,11505.000,11583000.000,11626000.000,13526000.000,11725000.000,11720000.000,11139000.000,11186000.000,11238000.000,11294000.000,11333000.000
CapitalRequiredForCapitalAdequacy,3687000.000,3666.000,3664000.000,3667000.000,3763000.000,3742000.000,3779000.000,3759000.000,4077000.000,4103000.000,4073000.000,4137000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.086,0.086,0.086,0.086
CapitalRequiredToBeWellCapitalized,4608000.000,4583.000,4580000.000,4584000.000,4704000.000,4678000.000,4724000.000,4699000.000,4727000.000,4757000.000,4722000.000,4797000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CapitalToRiskWeightedAssets,0.223,0.251,0.253,0.254,0.288,0.251,0.248,0.237,0.237,0.236,0.239,0.236
