,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,4469000.000,2492000.000,3654000.000,4118000.000,3115000.000,3330000.000,4184000.000,4681000.000,3688000.000
AccountsPayableCurrent,2200.000,2497.000,2927.000,3816.000,175.000,633.000,1850.000,6290.000,175.000,650.000,350.000,713.000,8155.000,10682.000,2402.000,3612000.000,715000.000,407000.000,902000.000,779000.000,199000.000,817000.000,638000.000,598000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,1062000.000,,1057000.000,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,349000.000,372000.000,379000.000,430000.000,406000.000,286000.000,261000.000,295000.000,341000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,,1934000.000,,,,,
AccruedLiabilitiesCurrent,6185.000,7180.000,5500.000,1500.000,1500.000,1500.000,5500.000,1500.000,2750.000,3000.000,5500.000,7000.000,2925.000,3462.000,8900.000,781000.000,1193000.000,2287000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,4000.000,7000.000,14000.000,21000.000,,,,52000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,-14000.000,1000.000,-87000.000,11000.000,45000.000,11000.000,-18000.000,-19000.000
AdditionalPaidInCapital,,,,,,,,,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,49500.000,,,,,,,,57040000.000,57069000.000,57604000.000,108484000.000,108975000.000,109577000.000,110162000.000,110748000.000,111647000.000
Assets,,,,,,,,,18705.000,14955.000,9068.000,6793.000,4918.000,18217.000,5613.000,54816000.000,47532000.000,42827000.000,87259000.000,80382000.000,81744000.000,76304000.000,69821000.000,61919000.000
AssetsCurrent,15505.000,10530.000,6720.000,24368.000,15731.000,11461.000,8302.000,4026.000,,,,,,,,54627000.000,47189000.000,42306000.000,86869000.000,80075000.000,81421000.000,75715000.000,68810000.000,60628000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,1000.000,11000.000,,20000.000,48000.000,21000.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,15000.000,10000.000,87000.000,9000.000,3000.000,10000.000,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,,26159000.000,30016000.000,70390000.000,62129000.000,67933000.000,67774000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,,,,,,,51900000.000,15600000.000,14200000.000,14600000.000,32800000.000,35400000.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,,,,,,,26145000.000,30017000.000,70303000.000,62140000.000,67978000.000,67785000.000,58065000.000,48511000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,,,,,,,,,,,,57600000.000,56800000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,,,,,,,,,,,,,,65000000.000,66300000.000,50300000.000,45500000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,,,,,,,,,,,,,,9300000.000,,,,,,
Cash,,,,,,,,,,,,,,,,53571000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,9255.000,6155.000,4220.000,23743.000,9481.000,5586.000,4802.000,2901.000,18705.000,10580.000,6568.000,6168.000,4918.000,18217.000,5613.000,,19788000.000,11215000.000,15443000.000,16326000.000,12112000.000,6783000.000,9725000.000,10642000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,9700000.000,4000000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,14508177.000,14508177.000,14508177.000,21371000.000,21371000.000,21368000.000,21368000.000,21368000.000,21386000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,10317000.000,10609000.000,10936000.000,18138000.000,18441000.000,18743000.000,19045000.000,19348000.000,19668000.000
CommonStockValue,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,1000.000,1000.000,1000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,,,7500000.000,7500000.000,7500000.000,7500000.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,,,,,,10011000.000,9806000.000,9709000.000,9605000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,,,,,208000.000,192000.000,176000.000,161000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,,,,,,,,,999000.000,,,,982000.000,
DeferredTaxAssetsGross,,,,,44100.000,46100.000,,51500.000,53700.000,55800.000,,61100.000,63400.000,65600.000,,,,,10315000.000,,,,21454000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,,,,,,,,,,,573000.000,,,,971000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,,,,,,,,,,,,,,
