,2011-07-31,2012-01-31,2012-04-30
AdjustmentForAmortization,,180554.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,6141397.000,
ComprehensiveIncomeNetOfTax,3348382.000,13793231.000,7039768.000
CostOfGoodsSold,4908939.000,10815503.000,10393388.000
Depreciation,,98910.000,
EarningsPerShareBasic,0.070,0.330,0.210
EarningsPerShareDiluted,0.070,0.330,0.210
EffectOfExchangeRateOnCashAndCashEquivalents,,255965.000,
GeneralAndAdministrativeExpense,1233288.000,1046633.000,808754.000
GrossProfit,7467413.000,17324588.000,12628997.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3021729.000,14482757.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,9237084.000
IncomeTaxExpenseBenefit,501884.000,2175525.000,1386963.000
IncomeTaxesPaid,,0.000,
IncreaseDecreaseInAccountsPayable,,230997.000,
IncreaseDecreaseInAccountsReceivable,,10664863.000,
IncreaseDecreaseInAccruedTaxesPayable,,2929651.000,
IncreaseDecreaseInDueFromRelatedParties,,0.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,107166.000,
IncreaseDecreaseInInventories,,8834257.000,
IncreaseDecreaseInOtherReceivables,,-6717399.000,
InterestPaid,,0.000,
InvestmentIncomeInterest,34144.000,32107.000,32819.000
NetCashProvidedByUsedInInvestingActivities,,2526967.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,2526967.000,
NetCashProvidedByUsedInOperatingActivities,,3358465.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,3358465.000,
NetIncomeLoss,2519845.000,12307232.000,7850121.000
OperatingExpenses,4479828.000,2873938.000,3424732.000
OperatingIncomeLoss,2987585.000,14450650.000,9204265.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,828537.000,1485999.000,-810353.000
PaymentsForConstructionInProcess,,0.000,
PaymentsForProceedsFromOtherDeposits,,-2526967.000,
PaymentsToAcquireIntangibleAssets,,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,,0.000,
ResearchAndDevelopmentExpense,1686677.000,236415.000,792097.000
SalesRevenueGoodsNet,12376352.000,28140091.000,23022385.000
SellingAndMarketingExpense,1559863.000,1590890.000,1823881.000
ShareBasedCompensation,,25739.000,
WeightedAverageNumberOfDilutedSharesOutstanding,37473911.000,37243559.000,37239536.000
WeightedAverageNumberOfSharesOutstandingBasic,37239536.000,37239536.000,37239536.000
