,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,2808337.000,2653340.000,4301993.000,4216501.000,3556342.000,5251131.000,4604906.000,4211375.000,3609881.000,3405144.000,3684161.000,2859985.000,3111292.000,2635756.000,2177376.000,1859362.000,1574447.000,1938058.000
AccountsReceivableNetCurrent,10250371.000,9901003.000,9945461.000,11441638.000,12706802.000,11384762.000,9235433.000,8947141.000,9468626.000,8925917.000,7118868.000,4061012.000,5381318.000,5653930.000,5337193.000,4738257.000,4022884.000,3838967.000
AccruedLiabilitiesCurrent,4900286.000,4541015.000,4447321.000,5215476.000,5767396.000,4922037.000,4306980.000,4470249.000,4798906.000,4195942.000,3525843.000,3137540.000,3410549.000,2981483.000,2131928.000,2569155.000,3026310.000,3419287.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,73220879.000,74440762.000,75696512.000,77059225.000,78423094.000,79755414.000,81123534.000,82577498.000,84045303.000,85574542.000,87029483.000,88570057.000,90114529.000,91629611.000,93119738.000,94569061.000,94700422.000,95749344.000
AdditionalPaidInCapital,33568669.000,33568669.000,31473597.000,31473597.000,31475109.000,31475109.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000,31494609.000
AirlineRelatedInventoryAircraftFuel,,,,,,,,,,,1000000.000,,,,200000.000,,,
Assets,79948769.000,80892126.000,83777500.000,85889341.000,87555776.000,90963648.000,84372495.000,82549057.000,81550671.000,81990474.000,77878500.000,68913675.000,67964775.000,67189444.000,64261516.000,62162630.000,59113058.000,58591825.000
AssetsCurrent,24635915.000,26562795.000,26859735.000,28564010.000,31323654.000,34909415.000,27302540.000,26671476.000,27519130.000,29601799.000,26996308.000,19259106.000,20200330.000,20994810.000,17152683.000,16896138.000,15287996.000,15806712.000
CashAndCashEquivalentsAtCarryingValue,2875996.000,4341870.000,3592993.000,3541002.000,3931314.000,8387076.000,2887634.000,1873662.000,2739134.000,5630989.000,6597927.000,3323627.000,3181122.000,3926164.000,2202273.000,1918186.000,555421.000,922287.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,14291970.000,14291970.000,8919990.000,8919990.000,8924990.000,8924990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000
CommonStockSharesOutstanding,14291970.000,14291970.000,8919990.000,8919990.000,8919990.000,8919990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000,8974990.000
CommonStockValue,142920.000,142920.000,89200.000,89200.000,89250.000,89250.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000,89750.000
DebtInstrumentFeeAmount,,,,,,,,,,,,,,,3000.000,,,
DeferredTaxAssetsDeferredIncome,,,,,,,632603.000,,,,451673.000,,,,240209.000,,,
DeferredTaxAssetsGross,,,,,,,10686208.000,,,,9755204.000,,,,12614010.000,,,
DeferredTaxAssetsInventory,,,,,,,814416.000,,,,850023.000,,,,889915.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-6653516.000,,,,-6420047.000,,,,-2455642.000,,,600000.000
