,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-05-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,14169.000,17615.000,12725.000,9527.000,12895.000,14298.000,23732.000,9702.000,22414.000,24877.000,26568.000,36321.000,34409.000,43925.000,53235.000,63583.000,82978.000,81979.000,,112234.000,114380.000,125181.000
AccountsPayableInterestBearingInterestRate,,,,,0.060,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,94400.000,114400.000,79400.000,18640.000,,,,,,,,6000.000,4000.000,4000.000,4000.000,16000.000,19000.000,,27000.000,33000.000,39000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,11000.000,,
AdditionalPaidInCapital,4212139.000,4212139.000,4212139.000,4222139.000,4222139.000,4222139.000,4259262.000,4264813.000,4275176.000,4675177.000,4675177.000,4675177.000,4675176.000,4675176.000,4675176.000,4675176.000,4675176.000,4675176.000,,4676821.000,4676821.000,4682464.000
AssetRetirementObligation,6283.000,,,,48957.000,,,,,,,,,,,,,,,,,
AssetRetirementObligationsNoncurrent,,42367.000,43319.000,44292.000,48957.000,50172.000,51143.000,13877.000,7023.000,7181.000,7343.000,7508.000,10819.000,10992.000,11168.000,11349.000,11534.000,11722.000,,12113.000,12323.000,12521.000
Assets,398178.000,104924.000,104137.000,62272.000,336.000,2509.000,675.000,1727.000,269.000,459739.000,433069.000,427084.000,422063.000,417485.000,408991.000,405556.000,15247.000,575.000,,977.000,472.000,652.000
AssetsCurrent,72.000,44742.000,43254.000,509.000,336.000,2509.000,675.000,1727.000,269.000,459739.000,31069.000,25084.000,17226.000,12648.000,4154.000,719.000,15247.000,575.000,,977.000,472.000,652.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,,,,,,,,,,,920715.000,,,,920715.000,
CapitalizedCostsAssetRetirementCosts,,,,,,,,,,,,,,,,,9860.000,,,,9860.000,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,,,,,,,,,,,920715.000,,,,920715.000,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,,,,,,,,,,,910855.000,,,,910855.000,
CashAndCashEquivalentsAtCarryingValue,72.000,2742.000,554.000,309.000,136.000,2309.000,475.000,1527.000,69.000,459539.000,30869.000,23884.000,17026.000,12448.000,3954.000,519.000,15047.000,375.000,,777.000,272.000,452.000
CommonStockOtherSharesOutstanding,,,,,133929.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001
CommonStockSharesAuthorized,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,74000000.000,,74000000.000,74000000.000,74000000.000
CommonStockSharesIssued,52728159.000,52728159.000,52728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,,42728159.000,42728159.000,37105062.000
CommonStockSharesOutstanding,52728159.000,52728159.000,52728159.000,52728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,42728159.000,,42728159.000,42728159.000,37105062.000
CommonStockValue,52728.000,52728.000,52728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,42728.000,,42728.000,42728.000,37105.000
ConvertibleNotesPayableCurrent,,,,,,,,,,295342.000,395068.000,495890.000,596712.000,600000.000,600000.000,600000.000,600000.000,600000.000,,600000.000,600000.000,600000.000
DebtInstrumentUnamortizedDiscount,,,,,0.000,,,0.000,,304658.000,204932.000,104110.000,3288.000,0.000,,,0.000,0.000,,0.000,,
DeferredTaxAssetsGross,,,,,229027.000,,,,398450.000,,,,904988.000,,,,718676.000,,,,698751.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,937133.000,,,,916555.000,,,,1396660.000,,,,1568832.000,,,,1636324.000,
DeferredTaxAssetsValuationAllowance,,,,,229027.000,,,,398450.000,,,,491672.000,,,,718676.000,,,,698751.000,
DepositAssets,,,200.000,200.000,200.000,200.000,200.000,200.000,,,,,,,,,,,,,,
DepositsAssetsCurrent,,,,,,,,,200.000,200.000,200.000,,,,,,,,,,,
DerivativeLiabilities,1209.000,,,,,,,,,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,,2983.000,1232.000,4474.000,3304.000,3809.000,,,,,,,,,,,,,,,,
DerivativeLiabilityFairValueNet1,,,,,3304.000,,,,,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,524202.000,524202.000,524202.000,524202.000,524202.000,524202.000,524202.000,3933112.000,4061606.000,4189855.000,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,18640.000,,,,,,,,,,,,,,,,,
Liabilities,111301.000,172605.000,186916.000,152933.000,174796.000,185419.000,162615.000,131319.000,139637.000,327600.000,429179.000,539919.000,648140.000,659117.000,678603.000,689132.000,750712.000,762901.000,,799047.000,821203.000,843202.000
