,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,8939824.000,6833607.000,7367425.000,7877553.000,14324633.000,9695756.000,10074526.000,8952443.000,13290282.000,8271522.000,13267766.000,8627664.000,13867316.000,9196839.000,9411489.000,14978233.000,37640498.000,39135906.000,52363883.000,65672626.000,60477514.000
AccountsPayableRelatedPartiesCurrent,0.000,1244523.000,307521.000,1692436.000,33083.000,0.000,1873635.000,722787.000,810310.000,963642.000,3031309.000,792275.000,136609.000,283021.000,139621.000,2067365.000,496146.000,3752449.000,5582717.000,1953707.000,6234911.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,1692436.000,94954.000,,1873635.000,722787.000,,,,,,,,,,,,,
AccountsReceivableGross,,,,,,,4848874.000,6001736.000,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,63248366.000,63152001.000,59762146.000,61293126.000,57303272.000,61725799.000,67596588.000,74283304.000,70943516.000,74646974.000,78843590.000,86907254.000,78948090.000,87435754.000,101097410.000,102320042.000,113815711.000,116594836.000
AccountsReceivableNet,,,,62505358.000,62153509.000,58526889.000,58580228.000,54840095.000,,,,,,,,,,,,,
AccountsReceivableNetCurrent,71814160.000,66617297.000,65595672.000,62505358.000,62153509.000,58526889.000,58580228.000,54840095.000,57912384.000,63397436.000,69189724.000,65347362.000,68171387.000,72785233.000,76562017.000,66155023.000,71711260.000,84075376.000,84491142.000,102129294.000,104844561.000
AccountsReceivableRelatedParties,,,,,,,92205.000,453709.000,,,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,747053.000,,1518832.000,,,92205.000,453709.000,,,,,,,,,,,1224333.000,5025509.000,0.000
AccruedIncomeTaxesCurrent,1399298.000,1309722.000,742526.000,1137724.000,,,,,494658.000,395087.000,800102.000,477655.000,1101103.000,1491189.000,1699942.000,1474677.000,,1447903.000,1125201.000,996522.000,1268213.000
AccruedLiabilitiesCurrent,7672862.000,8090561.000,9115202.000,9481855.000,8501819.000,9117385.000,10582698.000,10888980.000,10066969.000,10592393.000,11928934.000,12324370.000,13561163.000,11541927.000,12738311.000,11843133.000,11964864.000,16167810.000,16688831.000,20103392.000,17688422.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,9117385.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,26612350.000,28829278.000,32756723.000,35918734.000,37351817.000,39585533.000,41504391.000,43419607.000,44175888.000,46829883.000,48383297.000,50114599.000,52520405.000,54118731.000,56127595.000,55639878.000,57661549.000,54472368.000,55930374.000,55768301.000,58022928.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,17985048.000,20722591.000,22146120.000,20944526.000,22020008.000,24416279.000,25450591.000,26364789.000,22465720.000,26418912.000,26396341.000,26357421.000,27516206.000,26766638.000,27695092.000,19620317.000,16658615.000,12522065.000,11523318.000,6117042.000,6937331.000
AdditionalPaidInCapital,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,42199014.000,-28582654.000,-28582654.000,-28582654.000,-28582654.000
AllowanceForDoubtfulAccountsReceivable,,,,743008.000,998492.000,1235257.000,2712898.000,2463177.000,,4199152.000,5093580.000,5596154.000,,6058357.000,10345237.000,12793067.000,15724494.000,17022034.000,17828900.000,11686417.000,11750275.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,743008.000,998492.000,1235257.000,2712898.000,2463177.000,3813415.000,4199152.000,5093580.000,5596154.000,6475587.000,6058357.000,10345237.000,12793067.000,15724494.000,17022034.000,17828900.000,11686417.000,11750275.000
Assets,218901893.000,231099023.000,224461837.000,232549287.000,243560985.000,245241471.000,252006610.000,255549176.000,252980284.000,264729387.000,272860544.000,270098855.000,286906262.000,287142674.000,301196441.000,303027490.000,317218807.000,266048304.000,281089314.000,301328124.000,327613171.000
AssetsCurrent,157146794.000,165449648.000,156151159.000,167818893.000,179573905.000,180578988.000,187646427.000,191699656.000,190862231.000,202256405.000,211329717.000,209573612.000,226929046.000,227728441.000,242870481.000,248365952.000,265166594.000,206104342.000,219444904.000,239269647.000,253985290.000
AssetsHeldForSaleLongLived,,,,64730394.000,63987080.000,64662483.000,64360183.000,63849520.000,,,,,,,,,,,,,
AssetsNoncurrent,,,,,,,,,,,,,59977216.000,59414233.000,58325960.000,54661538.000,52052213.000,59943962.000,61644410.000,62058477.000,73627881.000
BankLoans,,,,12453336.000,14599753.000,11044709.000,9704265.000,6033111.000,4526863.000,14359630.000,11116360.000,8187452.000,9539476.000,12648031.000,18135575.000,22042744.000,17447655.000,25309875.000,25133254.000,27416376.000,48871970.000
CapitalLeaseObligations,,,,10992817.000,10458352.000,13792184.000,12947707.000,12082907.000,10909463.000,10217185.000,9287293.000,8358971.000,7470875.000,6512324.000,5608106.000,4491445.000,2653200.000,,,0.000,
CapitalLeaseObligationsCurrent,,3210140.000,2353696.000,2449040.000,,3662006.000,3699345.000,3717818.000,3636488.000,3715340.000,3714917.000,3715098.000,3735438.000,3721328.000,3738737.000,3593156.000,2653200.000,1723454.000,855714.000,0.000,
CapitalLeaseObligationsNoncurrent,,9999352.000,9874226.000,8543777.000,9930319.000,10130178.000,9248362.000,8365089.000,7272975.000,6501845.000,5572376.000,4643873.000,3735437.000,2790996.000,1869369.000,898289.000,0.000,,,0.000,
CapitalLeasedAssetsGross,,18011723.000,18185136.000,18097156.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,14509938.000,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,1670173.000,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,12839765.000,,,,,,,,,,,,,,,,
