,2012-02-29,2013-02-28,2014-02-28,2015-02-28,2016-02-29,2017-02-28
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,5000.000,-4000.000,4000.000,-1000.000,-10000.000
EarningsPerShareBasicAndDiluted,-0.070,-0.090,-0.090,-0.100,-0.110,-0.190
GainLossOnDispositionOfAssets,,,,,,110000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,-224000.000
IncomeTaxExpenseBenefit,,,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,41000.000,65000.000,60000.000,53000.000,74000.000,169000.000
IncreaseDecreaseInRestructuringReserve,,14000.000,14000.000,14000.000,14000.000,14000.000
InterestExpense,37000.000,43000.000,51000.000,58000.000,67000.000,75000.000
LeaseAndRentalExpense,,,,12000.000,13000.000,12000.000
NetCashProvidedByUsedInFinancingActivities,,,,,,45000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,45000.000
NetCashProvidedByUsedInOperatingActivities,-43000.000,-38000.000,-46000.000,-63000.000,-56000.000,-55000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-43000.000,-38000.000,-46000.000,-63000.000,-56000.000,-55000.000
NetIncomeLoss,-84000.000,-103000.000,-106000.000,-116000.000,-130000.000,-224000.000
OperatingIncomeLoss,-47000.000,-60000.000,-55000.000,-58000.000,-63000.000,-149000.000
ProceedsFromNotesPayable,43000.000,,,,,
ProceedsFromRelatedPartyDebt,,43000.000,42000.000,67000.000,55000.000,45000.000
ProfitLoss,-84000.000,-103000.000,-106000.000,-116000.000,-130000.000,-224000.000
Revenues,0.000,,,0.000,0.000,0.000
SalesRevenueNet,0.000,,,0.000,0.000,0.000
SellingGeneralAndAdministrativeExpense,47000.000,60000.000,55000.000,58000.000,63000.000,149000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,1179000.000,1179000.000,1179000.000,1179000.000,1179000.000
