,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AccountsPayableCurrent,553000.000,964000.000,995000.000,1070000.000,271000.000,163000.000,225000.000,2180000.000,1065000.000,742000.000,791000.000,397000.000,646000.000,839000.000
AccountsPayableRelatedPartiesCurrent,252000.000,252000.000,252000.000,252000.000,252000.000,252000.000,252000.000,202000.000,202000.000,202000.000,202000.000,152000.000,152000.000,152000.000
AccountsReceivableNetCurrent,75000.000,1024000.000,1109000.000,789000.000,957000.000,2978000.000,905000.000,2054000.000,1778000.000,3138000.000,626000.000,712000.000,1788000.000,219000.000
AccountsReceivableRelatedPartiesCurrent,,,,,424000.000,,69000.000,411000.000,38000.000,2900000.000,157000.000,11000.000,110000.000,82000.000
AccruedIncomeTaxes,,,,,,23000.000,20000.000,,452000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2046000.000,2092000.000,2121000.000,2168000.000,2214000.000,2263000.000,2145000.000,2173000.000,2221000.000,2276000.000
AllowanceForDoubtfulAccountsReceivableCurrent,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000
Assets,6254000.000,6970000.000,8000000.000,7982000.000,8117000.000,8794000.000,10156000.000,16834000.000,14873000.000,14125000.000,14687000.000,13435000.000,13694000.000,13264000.000
AssetsCurrent,5765000.000,6475000.000,7548000.000,7451000.000,7563000.000,8173000.000,9536000.000,16208000.000,14240000.000,13528000.000,14097000.000,12774000.000,13056000.000,12668000.000
BillingsInExcessOfCostCurrent,146000.000,89000.000,883000.000,0.000,,453000.000,,0.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,4225000.000,2536000.000,3370000.000,2783000.000,2684000.000,3451000.000,6550000.000,7259000.000,6634000.000,7544000.000,11609000.000,10444000.000,9792000.000,10320000.000
CashUninsuredAmount,,,,,,,,5600000.000,,,,7600000.000,,
CertificatesOfDepositAtCarryingValue,250000.000,500000.000,500000.000,250000.000,0.000,0.000,0.000,1245000.000,1245000.000,498000.000,249000.000,0.000,,
CommonStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,50000.000,50000000.000,50000000.000,50000.000,50000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,12963.000,12963000.000,12963000.000,12963.000,12963.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000
CommonStockSharesOutstanding,12963.000,12963000.000,12963000.000,12963.000,12963.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000,12963000.000
CommonStockValue,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000,56370000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,,,,,,,,,,,,,17000.000
DeferredCostsCurrent,75000.000,376000.000,3000.000,6000.000,3000.000,14000.000,3000.000,132000.000,191000.000,2000.000,1000.000,3000.000,19000.000,3000.000
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,,,,1555000.000,1150000.000,34000.000,0.000,0.000,,
DeferredRevenueCurrent,1477000.000,1995000.000,1275000.000,687000.000,676000.000,651000.000,2408000.000,5451000.000,3731000.000,1252000.000,785000.000,470000.000,540000.000,463000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,85000.000,,,,85000.000,,
DeferredTaxAssetsGross,,,,,,,,6804000.000,,,,5089000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,1555000.000,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,5531000.000,,,,3767000.000,,
DeferredTaxAssetsOther,,,,,,,,,,,,95000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,1188000.000,,,,1142000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,5197000.000,,,,5063000.000,,
DeferredTaxLiabilitiesOther,,,,,,,,52000.000,,,,26000.000,,
